Phase,Epoch,BatchIdx,SamplesSeen,Val_Accuracy,Class0_Accuracy,Class1_Accuracy,Test_Accuracy,LTP_crossings,LTD_crossings
finetune,0,0,0,0.740841,0.629730,0.852861,0.769312
finetune,1,1,64,0.740841,0.629730,0.852861,0.769312,0,0
finetune,1,6,384,0.740841,0.629730,0.852861,0.769312,0,0
finetune,1,11,704,0.740841,0.629730,0.852861,0.769312,0,0
finetune,1,16,1024,0.796472,0.789189,0.803815,0.809524,1013,1251
finetune,1,21,1344,0.744912,0.840541,0.648501,0.724868,15826,14777
finetune,1,26,1664,0.748982,0.832432,0.664850,0.730159,22628,21660
finetune,1,31,1984,0.762551,0.832432,0.692098,0.765079,28319,27485
finetune,1,36,2304,0.767978,0.856757,0.678474,0.780952,33178,31386
finetune,1,41,2624,0.781547,0.867568,0.694823,0.796825,37268,34572
finetune,1,47,2953,0.805970,0.824324,0.787466,0.806349,41810,38080
finetune,2,1,3017,0.812754,0.821622,0.803815,0.798942,766,588
finetune,2,6,3337,0.796472,0.710811,0.882834,0.807407,5150,4008
finetune,2,11,3657,0.810041,0.759459,0.861035,0.805291,9136,7431
finetune,2,16,3977,0.785617,0.854054,0.716621,0.800000,13394,10964
finetune,2,21,4297,0.776119,0.897297,0.653951,0.791534,16758,14313
finetune,2,26,4617,0.780190,0.875676,0.683924,0.804233,19996,17136
finetune,2,31,4937,0.810041,0.813514,0.806540,0.808466,23509,20055
finetune,2,36,5257,0.808684,0.791892,0.825613,0.801058,26424,22451
finetune,2,41,5577,0.811398,0.797297,0.825613,0.800000,28914,24641
finetune,2,47,5906,0.801900,0.802703,0.801090,0.804233,32152,27253
finetune,3,1,5970,0.810041,0.810811,0.809264,0.801058,629,529
finetune,3,6,6290,0.799186,0.805405,0.792916,0.808466,3579,3134
finetune,3,11,6610,0.785617,0.813514,0.757493,0.810582,6339,5921
finetune,3,16,6930,0.786974,0.829730,0.743869,0.811640,8842,8388
finetune,3,21,7250,0.788331,0.802703,0.773842,0.809524,11337,10599
finetune,3,26,7570,0.800543,0.786486,0.814714,0.811640,14144,12763
finetune,3,31,7890,0.807327,0.783784,0.831063,0.809524,16481,14651
finetune,3,36,8210,0.807327,0.808108,0.806540,0.816931,18663,16481
finetune,3,41,8530,0.795115,0.840541,0.749319,0.812698,20881,18501
finetune,3,47,8859,0.795115,0.851351,0.738420,0.816931,23026,20770
finetune,4,1,8923,0.788331,0.843243,0.732970,0.814815,458,389
finetune,4,6,9243,0.800543,0.827027,0.773842,0.819048,2798,2588
finetune,4,11,9563,0.805970,0.813514,0.798365,0.817989,5115,4786
finetune,4,16,9883,0.800543,0.813514,0.787466,0.816931,7280,6770
finetune,4,21,10203,0.797829,0.810811,0.784741,0.822222,9550,8734
finetune,4,26,10523,0.797829,0.816216,0.779292,0.822222,11693,10540
finetune,4,31,10843,0.797829,0.824324,0.771117,0.824339,13600,12243
finetune,4,36,11163,0.797829,0.829730,0.765668,0.817989,15540,14040
finetune,4,41,11483,0.804613,0.808108,0.801090,0.814815,17276,15816
