x_plot,mean_plot,std_plot
1.0,55.62602,5.023069398445538
2.0,57.95104,5.705757046913232
3.0,65.4375,7.747407772410074
4.0,69.86292,9.937823025874428
5.0,76.7911,2.1219776558672847
6.0,76.86708,2.5404478608308394
7.0,78.62008,0.9089313184174038
8.0,79.73016,0.5186958708144859
9.0,78.70258,0.845846126431991
10.0,79.46096,0.5972938593355844
11.0,79.67806,1.1413910523567228
12.0,79.73017999999999,1.0687212310046021
13.0,79.70302000000001,1.0905050800431835
14.0,79.57314,1.4080095263882237
15.0,79.62598,1.6010660041359959
16.0,80.00334000000001,1.896462000252045
17.0,79.65418,1.5517871702008605
18.0,79.38610000000001,1.7972032060955137
19.0,79.65494000000001,2.0632448808612116
20.0,79.22182000000001,1.7375960133471746
