x_ft_plot,mean_ft_plot,std_ft_plot
21.0,80.0008,0.4396056096093365
22.0,80.21934,1.0333536018227258
23.0,79.89187999999999,0.6386021496988538
24.0,80.1365,0.6394844235788674
