x_vals,mean_acc
0.0,50.143080000000005
0.0,50.11632000000001
0.0,50.14236000000001
0.0,50.11558000000001
0.0,50.2509
0.0,50.25018000000001
0.0,50.46618
130.0,50.4119
900.0,50.54504
2673.0,51.32511999999999
3023.0,51.7014
4966.0,52.75102
6918.0,53.61324
8712.0,54.18237999999999
10296.0,55.401379999999996
11605.0,56.458259999999996
12792.0,57.13342
13990.0,56.99774
15071.0,57.807500000000005
16260.0,58.131299999999996
16432.0,57.94426000000001
17311.0,58.48628
18159.0,59.596720000000005
19013.0,59.326060000000005
19873.0,59.65062
20822.0,59.86556
21862.0,61.190160000000006
22873.0,61.836
23875.0,62.725379999999994
25216.0,64.18278000000001
25473.0,64.85646
26707.0,65.1036
27993.0,65.66658000000001
29445.0,66.72166
31078.0,67.01946000000001
32807.0,67.66818
34723.0,67.72355999999999
36852.0,67.98799999999999
39106.0,68.74386
41861.0,69.52286000000001
42307.0,69.63250000000001
44806.0,69.7642
47575.0,69.06734
50465.0,69.57132
53706.0,69.89804
56893.0,68.93675999999999
60231.0,70.0949
63911.0,71.39312
67938.0,72.49666
72801.0,74.16936000000001
73582.0,73.84408
77410.0,73.65847999999998
81125.0,74.36076
85091.0,73.76192
89308.0,75.08804
93810.0,76.25128
98045.0,76.24942
102653.0,77.0672
107522.0,75.39162
112849.0,76.46146000000002
113708.0,76.35727999999999
118245.0,76.08408
122013.0,76.08336
126334.0,76.82406
130543.0,76.00742
134011.0,76.18684
136934.0,77.03498
140005.0,78.68634
142944.0,78.78943999999998
146583.0,77.68697999999999
147104.0,77.2832
149334.0,77.74162
151744.0,79.0637
154248.0,79.43818
156482.0,79.3311
158603.0,79.63034
160705.0,79.57275999999999
162908.0,79.65128
164760.0,79.24857999999999
167146.0,79.49100000000001
167542.0,79.0865
169517.0,78.73082000000001
171324.0,79.16392
173057.0,79.24531999999999
174708.0,79.30144
176299.0,79.33072000000001
177903.0,79.68134
179485.0,79.33074
180964.0,79.59808000000001
182648.0,80.0558
182931.0,80.10972
184196.0,80.00262000000001
185328.0,79.8684
186399.0,80.00152
187518.0,80.08221999999999
188608.0,79.84085999999999
189780.0,79.81448
190967.0,79.86838
192094.0,80.00368
193478.0,79.97548
193688.0,80.08219999999999
194718.0,80.1361
195713.0,80.24358000000001
196704.0,80.2168
197709.0,80.08399999999999
198729.0,80.00298000000001
199651.0,80.00406000000001
200565.0,79.84124
201474.0,80.13792
202582.0,79.92267999999999
202734.0,79.81555999999999
203565.0,80.0569
204387.0,80.02866
205167.0,80.02684
205946.0,80.00008
206703.0,80.08184
207409.0,79.86656
208081.0,80.16218
208735.0,80.4064
209556.0,80.37854
209685.0,80.32390000000001
210348.0,80.18786
210957.0,80.18748000000001
211536.0,80.40498
212102.0,80.35103999999998
212710.0,80.48529999999998
213267.0,80.6481
213855.0,80.45996
214411.0,80.54136
215110.0,80.64846
215221.0,80.48708
215785.0,80.48742
216279.0,80.4614
216720.0,80.73060000000001
217162.0,80.43355999999999
217596.0,80.24356
218019.0,80.40675999999999
218437.0,80.35139999999998
218835.0,80.32497999999998
219316.0,80.3771
219381.0,80.37784
219728.0,80.54064
220102.0,80.35069999999999
220457.0,80.56812
220814.0,80.45924
221160.0,80.72804
221493.0,80.45742
221825.0,80.62024
222154.0,80.72948
222566.0,80.6206
222624.0,80.53953999999999
222941.0,80.70126
223220.0,80.75555999999999
223515.0,80.6492
223786.0,80.86373999999999
224047.0,80.78414000000001
224301.0,80.51275999999999
224528.0,80.59418000000001
224773.0,80.86228000000001
225072.0,80.67342
225113.0,80.80838
225350.0,80.80873999999999
225570.0,80.83588
225773.0,80.808
225974.0,81.10686000000001
226161.0,80.9712
226351.0,80.94478000000001
226553.0,80.88902
226729.0,80.78125999999999
226937.0,80.7541
226965.0,80.70165999999999
227117.0,80.75518
227278.0,80.86338
227432.0,80.67524
227574.0,80.91799999999998
227720.0,80.72914
227857.0,80.91622
227993.0,80.78376
228124.0,80.83622
228296.0,80.64916
228321.0,80.75626
228454.0,80.83588
228577.0,80.89052000000001
228694.0,80.64736
228807.0,80.67486000000001
228920.0,80.918
229031.0,80.91909999999999
229154.0,80.86264000000001
229271.0,80.86482
229409.0,80.97154
229436.0,80.89089999999999
229549.0,80.8909
229663.0,80.83734
229767.0,80.86482
229873.0,80.81055999999998
229968.0,80.86446
230060.0,80.94404
230157.0,81.05261999999999
230254.0,80.918
230363.0,80.86412
