unfrozen,q,x,mean_acc,std_acc
all,2,,78.21375661375662,2.5695457648576134
all,4,,79.05079365079364,2.5949964020804654
all,8,,79.88148148148147,2.7760097169804094
all,16,,80.04126984126984,2.812204701455213
all,32,,80.28783068783069,2.661805008127109
