q_vals,mean_x,std_x
2,78.28063492063492,2.474017261874812
4,79.17058201058201,2.700964486970893
8,80.04931216931217,3.0574000598737987
16,79.93396825396826,2.722214980374052
32,80.51005291005292,2.845902168044394
