x_plot,mean_plot,std_plot
20.0,,
21.0,84323.8,6487.463320933834
22.0,155738.4,5660.810967957846
23.0,203550.2,5730.018431768543
24.0,243972.8,5667.079205117229
25.0,277591.4,6566.422000078903
26.0,307783.6,8133.9044997132105
27.0,335748.0,11895.80865997183
28.0,359724.4,14092.030833166931
29.0,379405.2,15023.915803464803
30.0,396585.6,15616.077301237423
