q_vals,mean_x,std_x
2,77.44804232804233,2.149376311146314
4,78.98074074074074,2.5708848163301825
8,79.5889947089947,2.7256193425805995
16,79.41756613756613,2.627728703019076
32,79.5557671957672,2.8944435928347567
