x_vals,mean_acc
0.0,50.143080000000005
0.0,50.11632000000001
0.0,50.14236000000001
0.0,50.11558000000001
0.0,50.2509
0.0,50.25018000000001
0.0,50.46618
0.0,50.38586
0.0,50.41154
0.0,50.46726
0.0,50.412639999999996
0.0,50.44014
2.0,50.57328
40.0,50.5201
157.0,50.57328
408.0,50.813880000000005
778.0,51.21766
1212.0,51.37756
1566.0,51.80742
2014.0,52.29008
2092.0,52.55744
2466.0,52.82518
2835.0,52.744839999999996
3164.0,52.93226
3492.0,53.22676
3857.0,53.30856
4173.0,53.41566
4522.0,53.41927999999999
4877.0,53.63312
5325.0,53.711980000000004
5392.0,53.3889
5708.0,53.68339999999999
6039.0,53.9251
6396.0,53.60488
6779.0,54.169320000000006
7229.0,54.51917999999999
7828.0,54.8184
8318.0,54.9834
8820.0,56.0924
9471.0,56.715819999999994
9575.0,56.88012
10074.0,58.99318000000001
10653.0,60.05875999999999
11312.0,60.32652
12041.0,60.81136
12747.0,61.35554
13462.0,61.81506
14159.0,61.81106
14815.0,62.382039999999996
15639.0,62.570539999999994
15775.0,62.7359
16513.0,63.33182000000001
17293.0,64.27834
18194.0,64.57468
19152.0,65.01068000000001
20210.0,65.92754
21362.0,65.87360000000001
22726.0,66.49378
24171.0,67.03578000000002
25987.0,66.65950000000001
26263.0,66.92978
27695.0,67.06656000000001
29208.0,67.44322
30750.0,67.52534
32313.0,67.8774
33956.0,68.09558000000001
35646.0,68.20741999999998
37476.0,68.80114
39319.0,69.06852
41464.0,69.2603
41812.0,69.34279999999998
43517.0,69.71946
45258.0,69.44774
46906.0,69.6377
48592.0,69.98794000000001
50439.0,71.01368
52442.0,71.50032000000002
54654.0,72.41752
56936.0,73.06193999999999
59691.0,74.02651999999999
60093.0,73.99718
62187.0,73.72074
64223.0,74.39662
66260.0,75.32000000000001
68355.0,76.13302000000002
70432.0,76.32082
72429.0,76.34942000000001
74387.0,76.15796
76268.0,76.3993
78480.0,77.01692
78836.0,77.25934000000001
80627.0,77.60742
82199.0,77.55278
83795.0,77.12292
85472.0,76.66632000000001
86926.0,76.85558
88309.0,76.90982
89666.0,77.12694
91006.0,77.98804
92682.0,78.30894
92951.0,78.44246
94357.0,78.4392
95555.0,78.38712000000001
96634.0,78.89725999999999
97778.0,78.81986
98985.0,79.067
100095.0,79.28226
101255.0,79.28298
102305.0,78.85426
103558.0,78.61258000000001
103749.0,78.36941999999999
104771.0,79.01308
105799.0,79.49612
106697.0,79.22582
107527.0,79.06262000000001
108344.0,79.00764
109209.0,78.95228
110127.0,78.52172
110930.0,78.73736
111907.0,79.35677999999999
112072.0,79.41068
112859.0,79.60212
113536.0,79.68206
114198.0,79.60064
114853.0,79.33036000000001
115452.0,79.25222000000001
116024.0,79.03657999999999
116610.0,79.03804
117200.0,79.36006
118012.0,79.65491999999999
118120.0,79.43926
118660.0,79.41358
119087.0,79.38574
119494.0,79.30431999999999
119955.0,79.41141999999999
120444.0,79.8684
120919.0,79.67986
121326.0,79.65166
121694.0,79.6795
122102.0,79.70700000000001
122162.0,79.95016000000001
122476.0,79.78623999999999
122793.0,79.89518000000001
123102.0,79.97691999999999
123415.0,79.97766
123711.0,80.02975999999998
123998.0,80.16398000000001
124279.0,80.00224
124532.0,79.92012
124828.0,79.94800000000001
124871.0,79.9487
125085.0,79.9751
125282.0,80.13648
125483.0,79.97548
125685.0,80.08366000000001
125883.0,80.11152000000001
126079.0,79.94944
126269.0,79.97585999999998
126445.0,79.95016000000001
126675.0,79.97619999999999
126709.0,79.97471999999999
126878.0,79.9487
127037.0,80.08365999999998
127191.0,79.92118
127333.0,80.02901999999999
127476.0,80.02866000000002
127627.0,79.84013999999999
127767.0,80.02865999999999
127915.0,80.02828
128096.0,80.13578
128121.0,80.05472
128243.0,80.00116
128354.0,79.9733
128471.0,79.94762
128584.0,79.86586
128693.0,79.97402
128799.0,80.05578
128899.0,79.81156000000001
129005.0,79.81192
129142.0,79.813
129167.0,79.73198
129265.0,79.9212
129361.0,79.78479999999999
129455.0,79.7041
129546.0,79.81338000000001
129636.0,79.86586
129717.0,79.94832000000001
129811.0,79.94798
129896.0,79.81302000000001
130001.0,80.02832
130016.0,79.81302
130098.0,79.89408
130177.0,79.84018
130254.0,79.92158
130330.0,79.9476
130409.0,79.89336
130480.0,79.97475999999999
130554.0,79.94868
130629.0,80.02756
130704.0,79.89406
