x_plot,mean_plot,std_plot
1.0,50.46726,0.977460150798998
2.0,52.29008,4.193774246379983
3.0,53.711980000000004,6.968684402209647
4.0,56.715819999999994,7.039207248376764
5.0,62.570539999999994,8.317494479613435
6.0,66.65950000000001,8.535126499824123
7.0,69.2603,9.501862127393766
8.0,74.02651999999999,5.198634310816644
9.0,77.01692,3.793504812386565
10.0,78.30894,2.5520766419525898
11.0,78.61258000000001,3.302769755462831
12.0,79.35677999999999,1.8126056972215379
13.0,79.65491999999999,1.7310424597912062
14.0,79.70700000000001,1.5691443617462353
15.0,79.94800000000001,1.2854371427650533
16.0,79.97619999999999,1.1916095535031617
17.0,80.13578,1.5834510379547557
18.0,79.813,1.4627953486390344
19.0,80.02832,1.1611463911152624
20.0,79.89406,1.067378831718144
