x_plot,mean_plot,std_plot
1.0,51.32511999999999,2.4667333584317523
2.0,58.131299999999996,6.753784527803654
3.0,64.18278000000001,3.0708550082346764
4.0,69.52286000000001,2.689268376045797
5.0,74.16936000000001,2.1142223890593907
6.0,76.46146000000002,2.723370398311621
7.0,77.68697999999999,2.457706463677064
8.0,79.49100000000001,1.1481405924363053
9.0,80.0558,0.5565075273525053
10.0,79.97548,0.94111557292396
11.0,79.92267999999999,1.0038133320493405
12.0,80.37854,0.9186149848549187
13.0,80.64846,0.8987465618293022
14.0,80.3771,0.6618296366890795
15.0,80.6206,0.6317785339816471
16.0,80.67342,0.7684893945917513
17.0,80.7541,0.9423785969555974
18.0,80.64916,0.8946499664114465
19.0,80.97154,0.8157605717365859
20.0,80.86412,0.7900590494387091
