,subject_id,mean_pretrain_val_accuracy,std_pretrain_val_accuracy,layer unfrozen,learning_rate,dW_min,mean_finetune_val_accuracy,std_finetune_val_accuracy,Delta_accuracy
836,27,0.8689250000000001,0.0413036217136786,fc1,0.0001,0.025,0.91060625,0.0079215718715837,0.04168125
837,27,0.8689250000000001,0.0413036217136786,fc1,0.0002,0.025,0.887879,0.0471242624628404,0.0189539999999999
838,27,0.8689250000000001,0.0413036217136786,fc1,0.0004,0.025,0.887879,0.0471242624628404,0.0189539999999999
839,27,0.8689250000000001,0.0413036217136786,fc1,0.0006,0.025,0.887879,0.0471242624628404,0.0189539999999999
840,27,0.8689250000000001,0.0413036217136786,fc1fc2,0.0001,0.025,0.887879,0.0471242624628404,0.0189539999999999
841,27,0.8689250000000001,0.0413036217136786,fc1fc2,0.0002,0.025,0.887879,0.0471242624628404,0.0189539999999999
842,27,0.8689250000000001,0.0413036217136786,fc1fc2,0.0004,0.025,0.90871225,0.0745393873795368,0.0397872499999999
843,27,0.8689250000000001,0.0413036217136786,fc1fc2,0.0006,0.025,0.90871225,0.0745393873795368,0.0397872499999999
844,27,0.8689250000000001,0.0413036217136786,fc2,0.0001,0.025,0.887879,0.0471242624628404,0.0189539999999999
845,27,0.8689250000000001,0.0413036217136786,fc2,0.0002,0.025,0.887879,0.0471242624628404,0.0189539999999999
846,27,0.8689250000000001,0.0413036217136786,fc2,0.0004,0.025,0.887879,0.0471242624628404,0.0189539999999999
847,27,0.8689250000000001,0.0413036217136786,fc2,0.0006,0.025,0.887879,0.0471242624628404,0.0189539999999999
848,27,0.8689250000000001,0.0413036217136786,r1,0.0001,0.025,0.9314395,0.0462120710384923,0.0625144999999999
849,27,0.8689250000000001,0.0413036217136786,r1,0.0002,0.025,0.862879,0.0625510147479639,-0.0060460000000001
850,27,0.8689250000000001,0.0413036217136786,r1,0.0004,0.025,0.90871225,0.0745393873795368,0.0397872499999999
851,27,0.8689250000000001,0.0413036217136786,r1,0.0006,0.025,0.84621225,0.0772430920595276,-0.02271275
852,27,0.8689250000000001,0.0413036217136786,r1fc1fc2,0.0001,0.025,0.887879,0.0471242624628404,0.0189539999999999
853,27,0.8689250000000001,0.0413036217136786,r1fc1fc2,0.0002,0.025,0.887879,0.0471242624628404,0.0189539999999999
854,27,0.8689250000000001,0.0413036217136786,r1fc1fc2,0.0004,0.025,0.84621225,0.0772430920595276,-0.02271275
855,27,0.8689250000000001,0.0413036217136786,r1fc1fc2,0.0006,0.025,0.88787875,0.0827666905760806,0.0189537499999999
868,28,0.775375,0.0619531207177384,fc1,0.0001,0.025,0.77537875,0.0619592613651637,3.749999999969056e-06
869,28,0.775375,0.0619531207177384,fc1,0.0002,0.025,0.73181825,0.0237642055533808,-0.04355675
870,28,0.775375,0.0619531207177384,fc1,0.0004,0.025,0.73371225,0.0659090555557428,-0.04166275
871,28,0.775375,0.0619531207177384,fc1,0.0006,0.025,0.73371225,0.0659090555557428,-0.04166275
872,28,0.775375,0.0619531207177384,fc1fc2,0.0001,0.025,0.77537875,0.0619592613651637,3.749999999969056e-06
873,28,0.775375,0.0619531207177384,fc1fc2,0.0002,0.025,0.73181825,0.0237642055533808,-0.04355675
874,28,0.775375,0.0619531207177384,fc1fc2,0.0004,0.025,0.73371225,0.0659090555557428,-0.04166275
875,28,0.775375,0.0619531207177384,fc1fc2,0.0006,0.025,0.73371225,0.0659090555557428,-0.04166275
876,28,0.775375,0.0619531207177384,fc2,0.0001,0.025,0.77537875,0.0619592613651637,3.749999999969056e-06
877,28,0.775375,0.0619531207177384,fc2,0.0002,0.025,0.73181825,0.0720717008141892,-0.04355675
878,28,0.775375,0.0619531207177384,fc2,0.0004,0.025,0.7545455,0.0485322533407767,-0.0208295
879,28,0.775375,0.0619531207177384,fc2,0.0006,0.025,0.7545455,0.0485322533407767,-0.0208295
880,28,0.775375,0.0619531207177384,r1,0.0001,0.025,0.77537875,0.0619592613651637,3.749999999969056e-06
881,28,0.775375,0.0619531207177384,r1,0.0002,0.025,0.7545455,0.0485322533407767,-0.0208295
882,28,0.775375,0.0619531207177384,r1,0.0004,0.025,0.7545455,0.0485322533407767,-0.0208295
883,28,0.775375,0.0619531207177384,r1,0.0006,0.025,0.7545455,0.0485322533407767,-0.0208295
884,28,0.775375,0.0619531207177384,r1fc1fc2,0.0001,0.025,0.7526515,0.0575406627496301,-0.0227235
885,28,0.775375,0.0619531207177384,r1fc1fc2,0.0002,0.025,0.7545455,0.0485322533407767,-0.0208295
886,28,0.775375,0.0619531207177384,r1fc1fc2,0.0004,0.025,0.73371225,0.0659090555557428,-0.04166275
887,28,0.775375,0.0619531207177384,r1fc1fc2,0.0006,0.025,0.7545455,0.0835761461602531,-0.0208295
900,29,0.64015,0.1190743325266476,fc1,0.0001,0.025,0.635985,0.1612071385081938,-0.0041649999999999
901,29,0.64015,0.1190743325266476,fc1,0.0002,0.025,0.61931825,0.0990419358567369,-0.02083175
902,29,0.64015,0.1190743325266476,fc1,0.0004,0.025,0.5984849999999999,0.1163811618748211,-0.041665
903,29,0.64015,0.1190743325266476,fc1,0.0006,0.025,0.573485,0.1503670226678709,-0.0666649999999999
904,29,0.64015,0.1190743325266476,fc1fc2,0.0001,0.025,0.635985,0.1612071385081938,-0.0041649999999999
905,29,0.64015,0.1190743325266476,fc1fc2,0.0002,0.025,0.5984849999999999,0.1163811618748211,-0.041665
906,29,0.64015,0.1190743325266476,fc1fc2,0.0004,0.025,0.573485,0.1503670226678709,-0.0666649999999999
907,29,0.64015,0.1190743325266476,fc1fc2,0.0006,0.025,0.573485,0.1503670226678709,-0.0666649999999999
908,29,0.64015,0.1190743325266476,fc2,0.0001,0.025,0.6776515,0.190633753227666,0.0375014999999999
909,29,0.64015,0.1190743325266476,fc2,0.0002,0.025,0.635985,0.1612071385081938,-0.0041649999999999
910,29,0.64015,0.1190743325266476,fc2,0.0004,0.025,0.635985,0.1612071385081938,-0.0041649999999999
911,29,0.64015,0.1190743325266476,fc2,0.0006,0.025,0.5943182499999999,0.1423511680958396,-0.04583175
912,29,0.64015,0.1190743325266476,r1,0.0001,0.025,0.6568182499999999,0.1715470415529901,0.0166682499999999
913,29,0.64015,0.1190743325266476,r1,0.0002,0.025,0.61931825,0.0990419358567369,-0.02083175
914,29,0.64015,0.1190743325266476,r1,0.0004,0.025,0.5984849999999999,0.1163811618748211,-0.041665
915,29,0.64015,0.1190743325266476,r1,0.0006,0.025,0.5943182499999999,0.1423511680958396,-0.04583175
916,29,0.64015,0.1190743325266476,r1fc1fc2,0.0001,0.025,0.6776515,0.190633753227666,0.0375014999999999
917,29,0.64015,0.1190743325266476,r1fc1fc2,0.0002,0.025,0.61931825,0.0990419358567369,-0.02083175
918,29,0.64015,0.1190743325266476,r1fc1fc2,0.0004,0.025,0.573485,0.1503670226678709,-0.0666649999999999
919,29,0.64015,0.1190743325266476,r1fc1fc2,0.0006,0.025,0.57575775,0.088347953465733,-0.06439225
932,30,0.8447,0.0435194209520301,fc1,0.0001,0.025,0.8219697499999999,0.0746124591087172,-0.02273025
933,30,0.8447,0.0435194209520301,fc1,0.0002,0.025,0.8219697499999999,0.0746124591087172,-0.02273025
934,30,0.8447,0.0435194209520301,fc1,0.0004,0.025,0.8219697499999999,0.0746124591087172,-0.02273025
935,30,0.8447,0.0435194209520301,fc1,0.0006,0.025,0.8219697499999999,0.0746124591087172,-0.02273025
936,30,0.8447,0.0435194209520301,fc1fc2,0.0001,0.025,0.8219697499999999,0.0746124591087172,-0.02273025
937,30,0.8447,0.0435194209520301,fc1fc2,0.0002,0.025,0.8219697499999999,0.0746124591087172,-0.02273025
938,30,0.8447,0.0435194209520301,fc1fc2,0.0004,0.025,0.8219697499999999,0.0746124591087172,-0.02273025
939,30,0.8447,0.0435194209520301,fc1fc2,0.0006,0.025,0.8219697499999999,0.0746124591087172,-0.02273025
940,30,0.8447,0.0435194209520301,fc2,0.0001,0.025,0.8219697499999999,0.0746124591087172,-0.02273025
941,30,0.8447,0.0435194209520301,fc2,0.0002,0.025,0.844697,0.0435194139896208,-2.9999999999752447e-06
942,30,0.8447,0.0435194209520301,fc2,0.0004,0.025,0.844697,0.0435194139896208,-2.9999999999752447e-06
943,30,0.8447,0.0435194209520301,fc2,0.0006,0.025,0.844697,0.0435194139896208,-2.9999999999752447e-06
944,30,0.8447,0.0435194209520301,r1,0.0001,0.025,0.8219697499999999,0.0746124591087172,-0.02273025
945,30,0.8447,0.0435194209520301,r1,0.0002,0.025,0.8219697499999999,0.0746124591087172,-0.02273025
946,30,0.8447,0.0435194209520301,r1,0.0004,0.025,0.820076,0.1303932228376919,-0.0246239999999999
947,30,0.8447,0.0435194209520301,r1,0.0006,0.025,0.8219697499999999,0.0746124591087172,-0.02273025
948,30,0.8447,0.0435194209520301,r1fc1fc2,0.0001,0.025,0.8219697499999999,0.0746124591087172,-0.02273025
949,30,0.8447,0.0435194209520301,r1fc1fc2,0.0002,0.025,0.8219697499999999,0.0746124591087172,-0.02273025
950,30,0.8447,0.0435194209520301,r1fc1fc2,0.0004,0.025,0.844697,0.0435194139896208,-2.9999999999752447e-06
951,30,0.8447,0.0435194209520301,r1fc1fc2,0.0006,0.025,0.8219697499999999,0.0746124591087172,-0.02273025
964,31,0.91665,0.0962442898739106,fc1,0.0001,0.025,0.9166665,0.0962252373150273,1.650000000008589e-05
965,31,0.91665,0.0962442898739106,fc1,0.0002,0.025,0.91477275,0.0681468695508702,-0.0018772499999999
966,31,0.91665,0.0962442898739106,fc1,0.0004,0.025,0.9375,0.0797857083651786,0.02085
967,31,0.91665,0.0962442898739106,fc1,0.0006,0.025,0.9166665,0.0962252373150273,1.650000000008589e-05
968,31,0.91665,0.0962442898739106,fc1fc2,0.0001,0.025,0.9375,0.0797857083651786,0.02085
969,31,0.91665,0.0962442898739106,fc1fc2,0.0002,0.025,0.91477275,0.0681468695508702,-0.0018772499999999
970,31,0.91665,0.0962442898739106,fc1fc2,0.0004,0.025,0.9375,0.0797857083651786,0.02085
971,31,0.91665,0.0962442898739106,fc1fc2,0.0006,0.025,0.9166665,0.0962252373150273,1.650000000008589e-05
972,31,0.91665,0.0962442898739106,fc2,0.0001,0.025,0.9166665,0.0962252373150273,1.650000000008589e-05
973,31,0.91665,0.0962442898739106,fc2,0.0002,0.025,0.9375,0.0797857083651786,0.02085
974,31,0.91665,0.0962442898739106,fc2,0.0004,0.025,0.89393925,0.0792142522882298,-0.02271075
975,31,0.91665,0.0962442898739106,fc2,0.0006,0.025,0.89393925,0.0792142522882298,-0.02271075
976,31,0.91665,0.0962442898739106,r1,0.0001,0.025,0.89583325,0.1250000555556542,-0.0208167499999999
977,31,0.91665,0.0962442898739106,r1,0.0002,0.025,0.89393925,0.0792142522882298,-0.02271075
978,31,0.91665,0.0962442898739106,r1,0.0004,0.025,0.848106,0.0736097507716651,-0.0685439999999999
979,31,0.91665,0.0962442898739106,r1,0.0006,0.025,0.8731059999999999,0.1066676868065801,-0.043544
980,31,0.91665,0.0962442898739106,r1fc1fc2,0.0001,0.025,0.9166665,0.0962252373150273,1.650000000008589e-05
981,31,0.91665,0.0962442898739106,r1fc1fc2,0.0002,0.025,0.89393925,0.0792142522882298,-0.02271075
982,31,0.91665,0.0962442898739106,r1fc1fc2,0.0004,0.025,0.848106,0.0736097507716651,-0.0685439999999999
983,31,0.91665,0.0962442898739106,r1fc1fc2,0.0006,0.025,0.8731059999999999,0.1066676868065801,-0.043544
996,32,0.95645,0.0503828343783872,fc1,0.0001,0.025,0.97727275,0.0454545,0.02082275
997,32,0.95645,0.0503828343783872,fc1,0.0002,0.025,0.97727275,0.0454545,0.02082275
998,32,0.95645,0.0503828343783872,fc1,0.0004,0.025,0.97727275,0.0454545,0.02082275
999,32,0.95645,0.0503828343783872,fc1,0.0006,0.025,0.97727275,0.0454545,0.02082275
1000,32,0.95645,0.0503828343783872,fc1fc2,0.0001,0.025,0.97727275,0.0454545,0.02082275
1001,32,0.95645,0.0503828343783872,fc1fc2,0.0002,0.025,0.97727275,0.0454545,0.02082275
1002,32,0.95645,0.0503828343783872,fc1fc2,0.0004,0.025,0.97727275,0.0454545,0.02082275
1003,32,0.95645,0.0503828343783872,fc1fc2,0.0006,0.025,0.97727275,0.0454545,0.02082275
1004,32,0.95645,0.0503828343783872,fc2,0.0001,0.025,0.97727275,0.0454545,0.02082275
1005,32,0.95645,0.0503828343783872,fc2,0.0002,0.025,0.97727275,0.0454545,0.02082275
1006,32,0.95645,0.0503828343783872,fc2,0.0004,0.025,0.97727275,0.0454545,0.02082275
1007,32,0.95645,0.0503828343783872,fc2,0.0006,0.025,0.97727275,0.0454545,0.02082275
1008,32,0.95645,0.0503828343783872,r1,0.0001,0.025,0.97727275,0.0454545,0.02082275
1009,32,0.95645,0.0503828343783872,r1,0.0002,0.025,0.97727275,0.0454545,0.02082275
1010,32,0.95645,0.0503828343783872,r1,0.0004,0.025,0.97727275,0.0454545,0.02082275
1011,32,0.95645,0.0503828343783872,r1,0.0006,0.025,0.97727275,0.0454545,0.02082275
1012,32,0.95645,0.0503828343783872,r1fc1fc2,0.0001,0.025,0.97727275,0.0454545,0.02082275
1013,32,0.95645,0.0503828343783872,r1fc1fc2,0.0002,0.025,0.97727275,0.0454545,0.02082275
1014,32,0.95645,0.0503828343783872,r1fc1fc2,0.0004,0.025,0.97727275,0.0454545,0.02082275
1015,32,0.95645,0.0503828343783872,r1fc1fc2,0.0006,0.025,0.9545455,0.0524863356217597,-0.0019044999999999
1028,33,0.80265,0.0793013030578103,fc1,0.0001,0.025,0.8045455,0.0712926804167159,0.0018955
1029,33,0.80265,0.0793013030578103,fc1,0.0002,0.025,0.8045455,0.0985506918984674,0.0018955
1030,33,0.80265,0.0793013030578103,fc1,0.0004,0.025,0.8045455,0.0985506918984674,0.0018955
1031,33,0.80265,0.0793013030578103,fc1,0.0006,0.025,0.76287875,0.1344906752737279,-0.0397712499999999
1032,33,0.80265,0.0793013030578103,fc1fc2,0.0001,0.025,0.8045455,0.0712926804167159,0.0018955
1033,33,0.80265,0.0793013030578103,fc1fc2,0.0002,0.025,0.8045455,0.0985506918984674,0.0018955
1034,33,0.80265,0.0793013030578103,fc1fc2,0.0004,0.025,0.783712,0.1382329761983972,-0.018938
1035,33,0.80265,0.0793013030578103,fc1fc2,0.0006,0.025,0.783712,0.1382329761983972,-0.018938
1036,33,0.80265,0.0793013030578103,fc2,0.0001,0.025,0.8045455,0.0712926804167159,0.0018955
1037,33,0.80265,0.0793013030578103,fc2,0.0002,0.025,0.78371225,0.0992423142494336,-0.0189377499999999
1038,33,0.80265,0.0793013030578103,fc2,0.0004,0.025,0.8045455,0.0985506918984674,0.0018955
1039,33,0.80265,0.0793013030578103,fc2,0.0006,0.025,0.783712,0.1382329761983972,-0.018938
1040,33,0.80265,0.0793013030578103,r1,0.0001,0.025,0.7818182499999999,0.0795129180212247,-0.02083175
1041,33,0.80265,0.0793013030578103,r1,0.0002,0.025,0.8045455,0.0985506918984674,0.0018955
1042,33,0.80265,0.0793013030578103,r1,0.0004,0.025,0.73598475,0.1109851121798925,-0.06666525
1043,33,0.80265,0.0793013030578103,r1,0.0006,0.025,0.758712,0.117710757262594,-0.0439379999999999
1044,33,0.80265,0.0793013030578103,r1fc1fc2,0.0001,0.025,0.78371225,0.0992423142494336,-0.0189377499999999
1045,33,0.80265,0.0793013030578103,r1fc1fc2,0.0002,0.025,0.76098475,0.1381498406040219,-0.0416652499999999
1046,33,0.80265,0.0793013030578103,r1fc1fc2,0.0004,0.025,0.7818182499999999,0.1046513101920691,-0.02083175
1047,33,0.80265,0.0793013030578103,r1fc1fc2,0.0006,0.025,0.800379,0.102824913223077,-0.002271
1060,34,0.664775,0.1405911655593385,fc1,0.0001,0.025,0.7746215000000001,0.1596759667921256,0.1098465
1061,34,0.664775,0.1405911655593385,fc1,0.0002,0.025,0.753788,0.1390721879528757,0.089013
1062,34,0.664775,0.1405911655593385,fc1,0.0004,0.025,0.7102275,0.0897174436606393,0.0454525
1063,34,0.664775,0.1405911655593385,fc1,0.0006,0.025,0.7102275,0.0897174436606393,0.0454525
1064,34,0.664775,0.1405911655593385,fc1fc2,0.0001,0.025,0.7746215000000001,0.1596759667921256,0.1098465
1065,34,0.664775,0.1405911655593385,fc1fc2,0.0002,0.025,0.753788,0.1390721879528757,0.089013
1066,34,0.664775,0.1405911655593385,fc1fc2,0.0004,0.025,0.7102275,0.0897174436606393,0.0454525
1067,34,0.664775,0.1405911655593385,fc1fc2,0.0006,0.025,0.7102275,0.1567740803162308,0.0454525
1068,34,0.664775,0.1405911655593385,fc2,0.0001,0.025,0.7746215000000001,0.1596759667921256,0.1098465
1069,34,0.664775,0.1405911655593385,fc2,0.0002,0.025,0.753788,0.1390721879528757,0.089013
1070,34,0.664775,0.1405911655593385,fc2,0.0004,0.025,0.753788,0.1390721879528757,0.089013
1071,34,0.664775,0.1405911655593385,fc2,0.0006,0.025,0.73106075,0.1095211916217587,0.06628575
1072,34,0.664775,0.1405911655593385,r1,0.0001,0.025,0.7746215000000001,0.1596759667921256,0.1098465
1073,34,0.664775,0.1405911655593385,r1,0.0002,0.025,0.73106075,0.1095211916217587,0.06628575
1074,34,0.664775,0.1405911655593385,r1,0.0004,0.025,0.7784092499999999,0.1556720003541099,0.1136342499999999
1075,34,0.664775,0.1405911655593385,r1,0.0006,0.025,0.73295475,0.129065958696513,0.0681797499999999
1076,34,0.664775,0.1405911655593385,r1fc1fc2,0.0001,0.025,0.7746215000000001,0.1596759667921256,0.1098465
1077,34,0.664775,0.1405911655593385,r1fc1fc2,0.0002,0.025,0.7310607499999999,0.080531115478739,0.0662857499999999
1078,34,0.664775,0.1405911655593385,r1fc1fc2,0.0004,0.025,0.73295475,0.129065958696513,0.0681797499999999
1079,34,0.664775,0.1405911655593385,r1fc1fc2,0.0006,0.025,0.753788,0.2034197553778885,0.089013
1092,35,0.89205,0.0839964483376132,fc1,0.0001,0.025,0.95833325,0.0833335,0.06628325
1093,35,0.89205,0.0839964483376132,fc1,0.0002,0.025,0.95833325,0.0833335,0.06628325
1094,35,0.89205,0.0839964483376132,fc1,0.0004,0.025,0.95833325,0.0833335,0.06628325
1095,35,0.89205,0.0839964483376132,fc1,0.0006,0.025,0.95833325,0.0833335,0.06628325
1096,35,0.89205,0.0839964483376132,fc1fc2,0.0001,0.025,0.95833325,0.0833335,0.06628325
1097,35,0.89205,0.0839964483376132,fc1fc2,0.0002,0.025,0.95833325,0.0833335,0.06628325
1098,35,0.89205,0.0839964483376132,fc1fc2,0.0004,0.025,0.95833325,0.0833335,0.06628325
1099,35,0.89205,0.0839964483376132,fc1fc2,0.0006,0.025,0.95833325,0.0833335,0.06628325
1100,35,0.89205,0.0839964483376132,fc2,0.0001,0.025,0.91287875,0.1007889299588501,0.0208287499999999
1101,35,0.89205,0.0839964483376132,fc2,0.0002,0.025,0.935606,0.0805315388031298,0.0435559999999999
1102,35,0.89205,0.0839964483376132,fc2,0.0004,0.025,0.95833325,0.0833335,0.06628325
1103,35,0.89205,0.0839964483376132,fc2,0.0006,0.025,0.95833325,0.0833335,0.06628325
1104,35,0.89205,0.0839964483376132,r1,0.0001,0.025,0.95833325,0.0833335,0.06628325
1105,35,0.89205,0.0839964483376132,r1,0.0002,0.025,0.97916675,0.0416664999999999,0.0871167499999999
1106,35,0.89205,0.0839964483376132,r1,0.0004,0.025,0.95833325,0.0833335,0.06628325
1107,35,0.89205,0.0839964483376132,r1,0.0006,0.025,0.95833325,0.0833335,0.06628325
1108,35,0.89205,0.0839964483376132,r1fc1fc2,0.0001,0.025,0.95833325,0.0833335,0.06628325
1109,35,0.89205,0.0839964483376132,r1fc1fc2,0.0002,0.025,0.97916675,0.0416664999999999,0.0871167499999999
1110,35,0.89205,0.0839964483376132,r1fc1fc2,0.0004,0.025,0.95833325,0.0833335,0.06628325
1111,35,0.89205,0.0839964483376132,r1fc1fc2,0.0006,0.025,0.86742425,0.1729197419158668,-0.02462575
1124,36,0.8875,0.1314977819838291,fc1,0.0001,0.025,0.86666675,0.16329918010281,-0.0208332499999999
1125,36,0.8875,0.1314977819838291,fc1,0.0002,0.025,0.86666675,0.16329918010281,-0.0208332499999999
1126,36,0.8875,0.1314977819838291,fc1,0.0004,0.025,0.89166675,0.157232859867936,0.0041667499999999
1127,36,0.8875,0.1314977819838291,fc1,0.0006,0.025,0.89166675,0.157232859867936,0.0041667499999999
1128,36,0.8875,0.1314977819838291,fc1fc2,0.0001,0.025,0.86666675,0.16329918010281,-0.0208332499999999
1129,36,0.8875,0.1314977819838291,fc1fc2,0.0002,0.025,0.86666675,0.16329918010281,-0.0208332499999999
1130,36,0.8875,0.1314977819838291,fc1fc2,0.0004,0.025,0.86666675,0.16329918010281,-0.0208332499999999
1131,36,0.8875,0.1314977819838291,fc1fc2,0.0006,0.025,0.86666675,0.16329918010281,-0.0208332499999999
1132,36,0.8875,0.1314977819838291,fc2,0.0001,0.025,0.86666675,0.16329918010281,-0.0208332499999999
1133,36,0.8875,0.1314977819838291,fc2,0.0002,0.025,0.89166675,0.157232859867936,0.0041667499999999
1134,36,0.8875,0.1314977819838291,fc2,0.0004,0.025,0.89166675,0.157232859867936,0.0041667499999999
1135,36,0.8875,0.1314977819838291,fc2,0.0006,0.025,0.89166675,0.157232859867936,0.0041667499999999
1136,36,0.8875,0.1314977819838291,r1,0.0001,0.025,0.86666675,0.16329918010281,-0.0208332499999999
1137,36,0.8875,0.1314977819838291,r1,0.0002,0.025,0.8875,0.1314977819838291,0.0
1138,36,0.8875,0.1314977819838291,r1,0.0004,0.025,0.86477275,0.1119803698731017,-0.0227272499999999
1139,36,0.8875,0.1314977819838291,r1,0.0006,0.025,0.8439395000000001,0.1437078245712459,-0.0435604999999998
1140,36,0.8875,0.1314977819838291,r1fc1fc2,0.0001,0.025,0.86666675,0.16329918010281,-0.0208332499999999
1141,36,0.8875,0.1314977819838291,r1fc1fc2,0.0002,0.025,0.8875,0.1314977819838291,0.0
1142,36,0.8875,0.1314977819838291,r1fc1fc2,0.0004,0.025,0.8439395000000001,0.1437078245712459,-0.0435604999999998
1143,36,0.8875,0.1314977819838291,r1fc1fc2,0.0006,0.025,0.8439395000000001,0.1437078245712459,-0.0435604999999998
1156,37,0.6840999999999999,0.0775321868645532,fc1,0.0001,0.025,0.6821969999999999,0.1327831046958409,-0.0019029999999999
1157,37,0.6840999999999999,0.0775321868645532,fc1,0.0002,0.025,0.72992425,0.0831572535075363,0.0458242500000001
1158,37,0.6840999999999999,0.0775321868645532,fc1,0.0004,0.025,0.72386375,0.1791912577357407,0.0397637500000001
1159,37,0.6840999999999999,0.0775321868645532,fc1,0.0006,0.025,0.72386375,0.1791912577357407,0.0397637500000001
1160,37,0.6840999999999999,0.0775321868645532,fc1fc2,0.0001,0.025,0.6821969999999999,0.1327831046958409,-0.0019029999999999
1161,37,0.6840999999999999,0.0775321868645532,fc1fc2,0.0002,0.025,0.707197,0.1210435991395937,0.023097
1162,37,0.6840999999999999,0.0775321868645532,fc1fc2,0.0004,0.025,0.72386375,0.1791912577357407,0.0397637500000001
1163,37,0.6840999999999999,0.0775321868645532,fc1fc2,0.0006,0.025,0.72386375,0.1791912577357407,0.0397637500000001
1164,37,0.6840999999999999,0.0775321868645532,fc2,0.0001,0.025,0.70492425,0.1068179704493428,0.0208242500000001
1165,37,0.6840999999999999,0.0775321868645532,fc2,0.0002,0.025,0.707197,0.1210435991395937,0.023097
1166,37,0.6840999999999999,0.0775321868645532,fc2,0.0004,0.025,0.72803025,0.136987536103046,0.04393025
1167,37,0.6840999999999999,0.0775321868645532,fc2,0.0006,0.025,0.7488637499999999,0.1623327555226711,0.06476375
1168,37,0.6840999999999999,0.0775321868645532,r1,0.0001,0.025,0.6821969999999999,0.1327831046958409,-0.0019029999999999
1169,37,0.6840999999999999,0.0775321868645532,r1,0.0002,0.025,0.72992425,0.0831572535075363,0.0458242500000001
1170,37,0.6840999999999999,0.0775321868645532,r1,0.0004,0.025,0.7905305,0.2065959504225578,0.1064305000000001
1171,37,0.6840999999999999,0.0775321868645532,r1,0.0006,0.025,0.6594695,0.2361415254975992,-0.0246304999999998
1172,37,0.6840999999999999,0.0775321868645532,r1fc1fc2,0.0001,0.025,0.707197,0.1210435991395937,0.023097
1173,37,0.6840999999999999,0.0775321868645532,r1fc1fc2,0.0002,0.025,0.707197,0.1210435991395937,0.023097
1174,37,0.6840999999999999,0.0775321868645532,r1fc1fc2,0.0004,0.025,0.746591,0.1528495263867921,0.062491
1175,37,0.6840999999999999,0.0775321868645532,r1fc1fc2,0.0006,0.025,0.69053025,0.1470989804437248,0.00643025
1188,38,0.4579499999999999,0.2151791579126566,fc1,0.0001,0.025,0.476894,0.2974882553569691,0.018944
1189,38,0.4579499999999999,0.2151791579126566,fc1,0.0002,0.025,0.43522725,0.2551441994172119,-0.0227227499999999
1190,38,0.4579499999999999,0.2151791579126566,fc1,0.0004,0.025,0.52462125,0.251059654402926,0.06667125
1191,38,0.4579499999999999,0.2151791579126566,fc1,0.0006,0.025,0.46212125,0.2027136528922427,0.00417125
1192,38,0.4579499999999999,0.2151791579126566,fc1fc2,0.0001,0.025,0.43522725,0.2551441994172119,-0.0227227499999999
1193,38,0.4579499999999999,0.2151791579126566,fc1fc2,0.0002,0.025,0.43522725,0.2551441994172119,-0.0227227499999999
1194,38,0.4579499999999999,0.2151791579126566,fc1fc2,0.0004,0.025,0.46212125,0.2027136528922427,0.00417125
1195,38,0.4579499999999999,0.2151791579126566,fc1fc2,0.0006,0.025,0.441288,0.2018032599059457,-0.0166619999999999
1196,38,0.4579499999999999,0.2151791579126566,fc2,0.0001,0.025,0.476894,0.2974882553569691,0.018944
1197,38,0.4579499999999999,0.2151791579126566,fc2,0.0002,0.025,0.49772725,0.3246657576075996,0.03977725
1198,38,0.4579499999999999,0.2151791579126566,fc2,0.0004,0.025,0.475,0.3570714214271425,0.01705
1199,38,0.4579499999999999,0.2151791579126566,fc2,0.0006,0.025,0.476894,0.2974882553569691,0.018944
1200,38,0.4579499999999999,0.2151791579126566,r1,0.0001,0.025,0.47689375,0.3126633593834056,0.01894375
1201,38,0.4579499999999999,0.2151791579126566,r1,0.0002,0.025,0.47878775,0.2441886810185585,0.02083775
1202,38,0.4579499999999999,0.2151791579126566,r1,0.0004,0.025,0.48106075,0.2717084487072801,0.02311075
1203,38,0.4579499999999999,0.2151791579126566,r1,0.0006,0.025,0.52651525,0.1865445079837964,0.06856525
1204,38,0.4579499999999999,0.2151791579126566,r1fc1fc2,0.0001,0.025,0.43522725,0.2551441994172119,-0.0227227499999999
1205,38,0.4579499999999999,0.2151791579126566,r1fc1fc2,0.0002,0.025,0.4579545,0.2151671959360905,4.500000000073889e-06
1206,38,0.4579499999999999,0.2151791579126566,r1fc1fc2,0.0004,0.025,0.526515,0.2309052652193102,0.0685649999999999
1207,38,0.4579499999999999,0.2151791579126566,r1fc1fc2,0.0006,0.025,0.46212125,0.2027136528922427,0.00417125
1220,39,0.731425,0.1644794490708996,fc1,0.0001,0.025,0.80227275,0.1012734951978222,0.0708477499999999
1221,39,0.731425,0.1644794490708996,fc1,0.0002,0.025,0.84393925,0.0461894407007705,0.11251425
1222,39,0.731425,0.1644794490708996,fc1,0.0004,0.025,0.798106,0.0921910809605065,0.0666809999999999
1223,39,0.731425,0.1644794490708996,fc1,0.0006,0.025,0.798106,0.0921910809605065,0.0666809999999999
1224,39,0.731425,0.1644794490708996,fc1fc2,0.0001,0.025,0.80227275,0.1012734951978222,0.0708477499999999
1225,39,0.731425,0.1644794490708996,fc1fc2,0.0002,0.025,0.84393925,0.0461894407007705,0.11251425
