,subject_id,mean_pretrain_val_accuracy,std_pretrain_val_accuracy,layer unfrozen,learning_rate,dW_min,mean_finetune_val_accuracy,std_finetune_val_accuracy,Delta_accuracy
1623,51,0.7557,0.085785546568172,r1fc1fc2,0.0006,0.025,0.820076,0.0773507004105328,0.0643759999999999
1636,52,0.888275,0.0468538418915674,fc1,0.0001,0.025,0.88825775,0.0468534766933042,-1.72500000000797e-05
1637,52,0.888275,0.0468538418915674,fc1,0.0002,0.025,0.88825775,0.0468534766933042,-1.72500000000797e-05
1638,52,0.888275,0.0468538418915674,fc1,0.0004,0.025,0.88825775,0.0468534766933042,-1.72500000000797e-05
1639,52,0.888275,0.0468538418915674,fc1,0.0006,0.025,0.88825775,0.0468534766933042,-1.72500000000797e-05
1640,52,0.888275,0.0468538418915674,fc1fc2,0.0001,0.025,0.88825775,0.0468534766933042,-1.72500000000797e-05
1641,52,0.888275,0.0468538418915674,fc1fc2,0.0002,0.025,0.88825775,0.0468534766933042,-1.72500000000797e-05
1642,52,0.888275,0.0468538418915674,fc1fc2,0.0004,0.025,0.88825775,0.0468534766933042,-1.72500000000797e-05
1643,52,0.888275,0.0468538418915674,fc1fc2,0.0006,0.025,0.88825775,0.0468534766933042,-1.72500000000797e-05
1644,52,0.888275,0.0468538418915674,fc2,0.0001,0.025,0.88825775,0.0468534766933042,-1.72500000000797e-05
1645,52,0.888275,0.0468538418915674,fc2,0.0002,0.025,0.88825775,0.0468534766933042,-1.72500000000797e-05
1646,52,0.888275,0.0468538418915674,fc2,0.0004,0.025,0.88825775,0.0468534766933042,-1.72500000000797e-05
1647,52,0.888275,0.0468538418915674,fc2,0.0006,0.025,0.88825775,0.0468534766933042,-1.72500000000797e-05
1648,52,0.888275,0.0468538418915674,r1,0.0001,0.025,0.88825775,0.0468534766933042,-1.72500000000797e-05
1649,52,0.888275,0.0468538418915674,r1,0.0002,0.025,0.909091,0.0742268876755586,0.0208159999999999
1650,52,0.888275,0.0468538418915674,r1,0.0004,0.025,0.88825775,0.0468534766933042,-1.72500000000797e-05
1651,52,0.888275,0.0468538418915674,r1,0.0006,0.025,0.88825775,0.0468534766933042,-1.72500000000797e-05
1652,52,0.888275,0.0468538418915674,r1fc1fc2,0.0001,0.025,0.88825775,0.0468534766933042,-1.72500000000797e-05
1653,52,0.888275,0.0468538418915674,r1fc1fc2,0.0002,0.025,0.88825775,0.0468534766933042,-1.72500000000797e-05
1654,52,0.888275,0.0468538418915674,r1fc1fc2,0.0004,0.025,0.909091,0.0742268876755586,0.0208159999999999
1655,52,0.888275,0.0468538418915674,r1fc1fc2,0.0006,0.025,0.88825775,0.0468534766933042,-1.72500000000797e-05
1668,53,0.916675,0.1178511313762692,fc1,0.0001,0.025,0.91666675,0.1178511301978758,-8.250000000042945e-06
1669,53,0.916675,0.1178511313762692,fc1,0.0002,0.025,0.9375,0.125,0.0208249999999999
1670,53,0.916675,0.1178511313762692,fc1,0.0004,0.025,0.935606,0.0805315388031298,0.0189309999999999
1671,53,0.916675,0.1178511313762692,fc1,0.0006,0.025,0.9564395,0.0503943334413701,0.0397644999999999
1672,53,0.916675,0.1178511313762692,fc1fc2,0.0001,0.025,0.91666675,0.1178511301978758,-8.250000000042945e-06
1673,53,0.916675,0.1178511313762692,fc1fc2,0.0002,0.025,0.9375,0.125,0.0208249999999999
1674,53,0.916675,0.1178511313762692,fc1fc2,0.0004,0.025,0.935606,0.0805315388031298,0.0189309999999999
1675,53,0.916675,0.1178511313762692,fc1fc2,0.0006,0.025,0.9564395,0.0503943334413701,0.0397644999999999
1676,53,0.916675,0.1178511313762692,fc2,0.0001,0.025,0.91666675,0.1178511301978758,-8.250000000042945e-06
1677,53,0.916675,0.1178511313762692,fc2,0.0002,0.025,0.9375,0.125,0.0208249999999999
1678,53,0.916675,0.1178511313762692,fc2,0.0004,0.025,0.935606,0.0805315388031298,0.0189309999999999
1679,53,0.916675,0.1178511313762692,fc2,0.0006,0.025,0.935606,0.0805315388031298,0.0189309999999999
1680,53,0.916675,0.1178511313762692,r1,0.0001,0.025,0.91666675,0.1178511301978758,-8.250000000042945e-06
1681,53,0.916675,0.1178511313762692,r1,0.0002,0.025,0.9375,0.0797857083651786,0.0208249999999999
1682,53,0.916675,0.1178511313762692,r1,0.0004,0.025,0.91477275,0.0681468695508702,-0.0019022499999999
1683,53,0.916675,0.1178511313762692,r1,0.0006,0.025,0.9564395,0.0503943334413701,0.0397644999999999
1684,53,0.916675,0.1178511313762692,r1fc1fc2,0.0001,0.025,0.91666675,0.1178511301978758,-8.250000000042945e-06
1685,53,0.916675,0.1178511313762692,r1fc1fc2,0.0002,0.025,0.9375,0.0797857083651786,0.0208249999999999
1686,53,0.916675,0.1178511313762692,r1fc1fc2,0.0004,0.025,0.912879,0.0743556506214109,-0.003796
1687,53,0.916675,0.1178511313762692,r1fc1fc2,0.0006,0.025,0.871212,0.0861552225656305,-0.045463
1700,54,0.7985,0.084449551015187,fc1,0.0001,0.025,0.86477275,0.1119803698731017,0.0662727499999999
1701,54,0.7985,0.084449551015187,fc1,0.0002,0.025,0.8439395000000001,0.0822381025417455,0.0454395
1702,54,0.7985,0.084449551015187,fc1,0.0004,0.025,0.8439395000000001,0.0822381025417455,0.0454395
1703,54,0.7985,0.084449551015187,fc1,0.0006,0.025,0.8439395000000001,0.0822381025417455,0.0454395
1704,54,0.7985,0.084449551015187,fc1fc2,0.0001,0.025,0.86477275,0.1119803698731017,0.0662727499999999
1705,54,0.7985,0.084449551015187,fc1fc2,0.0002,0.025,0.8439395000000001,0.0822381025417455,0.0454395
1706,54,0.7985,0.084449551015187,fc1fc2,0.0004,0.025,0.8439395000000001,0.0822381025417455,0.0454395
1707,54,0.7985,0.084449551015187,fc1fc2,0.0006,0.025,0.8439395000000001,0.0822381025417455,0.0454395
1708,54,0.7985,0.084449551015187,fc2,0.0001,0.025,0.86477275,0.1119803698731017,0.0662727499999999
1709,54,0.7985,0.084449551015187,fc2,0.0002,0.025,0.8439395000000001,0.0822381025417455,0.0454395
1710,54,0.7985,0.084449551015187,fc2,0.0004,0.025,0.8439395000000001,0.0822381025417455,0.0454395
1711,54,0.7985,0.084449551015187,fc2,0.0006,0.025,0.8189394999999999,0.1104192261776302,0.0204394999999999
1712,54,0.7985,0.084449551015187,r1,0.0001,0.025,0.86477275,0.1119803698731017,0.0662727499999999
1713,54,0.7985,0.084449551015187,r1,0.0002,0.025,0.8439395000000001,0.0822381025417455,0.0454395
1714,54,0.7985,0.084449551015187,r1,0.0004,0.025,0.823106,0.0667742121530959,0.024606
1715,54,0.7985,0.084449551015187,r1,0.0006,0.025,0.823106,0.0667742121530959,0.024606
1716,54,0.7985,0.084449551015187,r1fc1fc2,0.0001,0.025,0.86477275,0.1119803698731017,0.0662727499999999
1717,54,0.7985,0.084449551015187,r1fc1fc2,0.0002,0.025,0.8439395000000001,0.0822381025417455,0.0454395
1718,54,0.7985,0.084449551015187,r1fc1fc2,0.0004,0.025,0.8439395000000001,0.0822381025417455,0.0454395
1719,54,0.7985,0.084449551015187,r1fc1fc2,0.0006,0.025,0.8189394999999999,0.1104192261776302,0.0204394999999999
1732,55,0.979175,0.04165,fc1,0.0001,0.025,0.9583335,0.048112329982379,-0.0208415
1733,55,0.979175,0.04165,fc1,0.0002,0.025,0.9375,0.0797857083651786,-0.041675
1734,55,0.979175,0.04165,fc1,0.0004,0.025,0.9125,0.0685499277364073,-0.066675
1735,55,0.979175,0.04165,fc1,0.0006,0.025,0.9125,0.0685499277364073,-0.066675
1736,55,0.979175,0.04165,fc1fc2,0.0001,0.025,0.9583335,0.048112329982379,-0.0208415
1737,55,0.979175,0.04165,fc1fc2,0.0002,0.025,0.9375,0.0797857083651786,-0.041675
1738,55,0.979175,0.04165,fc1fc2,0.0004,0.025,0.9125,0.0685499277364073,-0.066675
1739,55,0.979175,0.04165,fc1fc2,0.0006,0.025,0.88977275,0.0382384513666109,-0.08940225
1740,55,0.979175,0.04165,fc2,0.0001,0.025,0.9583335,0.048112329982379,-0.0208415
1741,55,0.979175,0.04165,fc2,0.0002,0.025,0.9375,0.0797857083651786,-0.041675
1742,55,0.979175,0.04165,fc2,0.0004,0.025,0.9375,0.0797857083651786,-0.041675
1743,55,0.979175,0.04165,fc2,0.0006,0.025,0.9375,0.0797857083651786,-0.041675
1744,55,0.979175,0.04165,r1,0.0001,0.025,0.9583335,0.048112329982379,-0.0208415
1745,55,0.979175,0.04165,r1,0.0002,0.025,0.9125,0.0685499277364073,-0.066675
1746,55,0.979175,0.04165,r1,0.0004,0.025,0.88977275,0.0382384513666109,-0.08940225
1747,55,0.979175,0.04165,r1,0.0006,0.025,0.88977275,0.0382384513666109,-0.08940225
1748,55,0.979175,0.04165,r1fc1fc2,0.0001,0.025,0.9583335,0.048112329982379,-0.0208415
1749,55,0.979175,0.04165,r1fc1fc2,0.0002,0.025,0.9333335,0.0451334646317637,-0.0458414999999999
1750,55,0.979175,0.04165,r1fc1fc2,0.0004,0.025,0.91060625,0.0079215718715837,-0.0685687499999999
1751,55,0.979175,0.04165,r1fc1fc2,0.0006,0.025,0.8689392499999999,0.0412817283906169,-0.11023575
1764,56,0.927275,0.0950563122575244,fc1,0.0001,0.025,0.9064395,0.0820458541081347,-0.0208355
1765,56,0.927275,0.0950563122575244,fc1,0.0002,0.025,0.88371225,0.0929351221959885,-0.04356275
1766,56,0.927275,0.0950563122575244,fc1,0.0004,0.025,0.85871225,0.1292971523439321,-0.0685627500000001
1767,56,0.927275,0.0950563122575244,fc1,0.0006,0.025,0.8814394999999999,0.1277790626159074,-0.0458355000000001
1768,56,0.927275,0.0950563122575244,fc1fc2,0.0001,0.025,0.9064395,0.0820458541081347,-0.0208355
1769,56,0.927275,0.0950563122575244,fc1fc2,0.0002,0.025,0.88371225,0.0929351221959885,-0.04356275
1770,56,0.927275,0.0950563122575244,fc1fc2,0.0004,0.025,0.837879,0.1029784578411103,-0.089396
1771,56,0.927275,0.0950563122575244,fc1fc2,0.0006,0.025,0.83560625,0.157111429568051,-0.09166875
1772,56,0.927275,0.0950563122575244,fc2,0.0001,0.025,0.9064395,0.0820458541081347,-0.0208355
1773,56,0.927275,0.0950563122575244,fc2,0.0002,0.025,0.9064395,0.0820458541081347,-0.0208355
1774,56,0.927275,0.0950563122575244,fc2,0.0004,0.025,0.88371225,0.0929351221959885,-0.04356275
1775,56,0.927275,0.0950563122575244,fc2,0.0006,0.025,0.85871225,0.1292971523439321,-0.0685627500000001
1776,56,0.927275,0.0950563122575244,r1,0.0001,0.025,0.9064395,0.0820458541081347,-0.0208355
1777,56,0.927275,0.0950563122575244,r1,0.0002,0.025,0.862879,0.0625510147479639,-0.0643960000000001
1778,56,0.927275,0.0950563122575244,r1,0.0004,0.025,0.837879,0.1029784578411103,-0.089396
1779,56,0.927275,0.0950563122575244,r1,0.0006,0.025,0.812879,0.1493201128872687,-0.114396
1780,56,0.927275,0.0950563122575244,r1fc1fc2,0.0001,0.025,0.9064395,0.0820458541081347,-0.0208355
1781,56,0.927275,0.0950563122575244,r1fc1fc2,0.0002,0.025,0.862879,0.0625510147479639,-0.0643960000000001
1782,56,0.927275,0.0950563122575244,r1fc1fc2,0.0004,0.025,0.83560625,0.157111429568051,-0.09166875
1783,56,0.927275,0.0950563122575244,r1fc1fc2,0.0006,0.025,0.83560625,0.157111429568051,-0.09166875
1796,57,0.95645,0.0503828343783872,fc1,0.0001,0.025,0.9564395,0.0503943334413701,-1.050000000002438e-05
1797,57,0.95645,0.0503828343783872,fc1,0.0002,0.025,0.935606,0.0805315388031297,-0.020844
1798,57,0.95645,0.0503828343783872,fc1,0.0004,0.025,0.935606,0.0805315388031297,-0.020844
1799,57,0.95645,0.0503828343783872,fc1,0.0006,0.025,0.935606,0.0805315388031297,-0.020844
1800,57,0.95645,0.0503828343783872,fc1fc2,0.0001,0.025,0.9564395,0.0503943334413701,-1.050000000002438e-05
1801,57,0.95645,0.0503828343783872,fc1fc2,0.0002,0.025,0.935606,0.0805315388031297,-0.020844
1802,57,0.95645,0.0503828343783872,fc1fc2,0.0004,0.025,0.935606,0.0805315388031297,-0.020844
1803,57,0.95645,0.0503828343783872,fc1fc2,0.0006,0.025,0.935606,0.0805315388031297,-0.020844
1804,57,0.95645,0.0503828343783872,fc2,0.0001,0.025,0.9564395,0.0503943334413701,-1.050000000002438e-05
1805,57,0.95645,0.0503828343783872,fc2,0.0002,0.025,0.9564395,0.0503943334413701,-1.050000000002438e-05
1806,57,0.95645,0.0503828343783872,fc2,0.0004,0.025,0.935606,0.0805315388031297,-0.020844
1807,57,0.95645,0.0503828343783872,fc2,0.0006,0.025,0.935606,0.0805315388031297,-0.020844
1808,57,0.95645,0.0503828343783872,r1,0.0001,0.025,0.9564395,0.0503943334413701,-1.050000000002438e-05
1809,57,0.95645,0.0503828343783872,r1,0.0002,0.025,0.935606,0.0805315388031297,-0.020844
1810,57,0.95645,0.0503828343783872,r1,0.0004,0.025,0.91477275,0.1179119865418694,-0.04167725
1811,57,0.95645,0.0503828343783872,r1,0.0006,0.025,0.935606,0.0805315388031297,-0.020844
1812,57,0.95645,0.0503828343783872,r1fc1fc2,0.0001,0.025,0.9564395,0.0503943334413701,-1.050000000002438e-05
1813,57,0.95645,0.0503828343783872,r1fc1fc2,0.0002,0.025,0.935606,0.0805315388031297,-0.020844
1814,57,0.95645,0.0503828343783872,r1fc1fc2,0.0004,0.025,0.935606,0.0805315388031297,-0.020844
1815,57,0.95645,0.0503828343783872,r1fc1fc2,0.0006,0.025,0.935606,0.0805315388031297,-0.020844
1828,58,0.7538,0.0912005482439661,fc1,0.0001,0.025,0.7992425,0.0886718162721391,0.0454424999999999
1829,58,0.7538,0.0912005482439661,fc1,0.0002,0.025,0.77651525,0.1195432394083831,0.0227152499999999
1830,58,0.7538,0.0912005482439661,fc1,0.0004,0.025,0.753788,0.1390721879528757,-1.2000000000012e-05
1831,58,0.7538,0.0912005482439661,fc1,0.0006,0.025,0.753788,0.1390721879528757,-1.2000000000012e-05
1832,58,0.7538,0.0912005482439661,fc1fc2,0.0001,0.025,0.7992425,0.0886718162721391,0.0454424999999999
1833,58,0.7538,0.0912005482439661,fc1fc2,0.0002,0.025,0.77651525,0.1195432394083831,0.0227152499999999
1834,58,0.7538,0.0912005482439661,fc1fc2,0.0004,0.025,0.753788,0.1390721879528757,-1.2000000000012e-05
1835,58,0.7538,0.0912005482439661,fc1fc2,0.0006,0.025,0.753788,0.1390721879528757,-1.2000000000012e-05
1836,58,0.7538,0.0912005482439661,fc2,0.0001,0.025,0.7992425,0.0886718162721391,0.0454424999999999
1837,58,0.7538,0.0912005482439661,fc2,0.0002,0.025,0.77651525,0.0571954926567644,0.0227152499999999
1838,58,0.7538,0.0912005482439661,fc2,0.0004,0.025,0.753788,0.0912239648009227,-1.2000000000012e-05
1839,58,0.7538,0.0912005482439661,fc2,0.0006,0.025,0.73106075,0.1095211916217586,-0.0227392499999999
1840,58,0.7538,0.0912005482439661,r1,0.0001,0.025,0.7992425,0.0886718162721391,0.0454424999999999
1841,58,0.7538,0.0912005482439661,r1,0.0002,0.025,0.753788,0.0912239648009227,-1.2000000000012e-05
1842,58,0.7538,0.0912005482439661,r1,0.0004,0.025,0.73295475,0.1290659586965129,-0.02084525
1843,58,0.7538,0.0912005482439661,r1,0.0006,0.025,0.753788,0.1390721879528757,-1.2000000000012e-05
1844,58,0.7538,0.0912005482439661,r1fc1fc2,0.0001,0.025,0.7992425,0.0886718162721391,0.0454424999999999
1845,58,0.7538,0.0912005482439661,r1fc1fc2,0.0002,0.025,0.755682,0.1134467023319761,0.0018819999999999
1846,58,0.7538,0.0912005482439661,r1fc1fc2,0.0004,0.025,0.73295475,0.1290659586965129,-0.02084525
1847,58,0.7538,0.0912005482439661,r1fc1fc2,0.0006,0.025,0.7765152500000001,0.175554773931813,0.02271525
1860,59,0.734875,0.0624650502281075,fc1,0.0001,0.025,0.68939425,0.0454544999999999,-0.0454807499999999
1861,59,0.734875,0.0624650502281075,fc1,0.0002,0.025,0.68750025,0.0953009532704158,-0.0473747499999999
1862,59,0.734875,0.0624650502281075,fc1,0.0004,0.025,0.7121215,0.0801742019791902,-0.0227534999999999
1863,59,0.734875,0.0624650502281075,fc1,0.0006,0.025,0.7121215,0.0801742019791902,-0.0227534999999999
1864,59,0.734875,0.0624650502281075,fc1fc2,0.0001,0.025,0.68939425,0.0454544999999999,-0.0454807499999999
1865,59,0.734875,0.0624650502281075,fc1fc2,0.0002,0.025,0.666667,0.0857098271611837,-0.0682079999999999
1866,59,0.734875,0.0624650502281075,fc1fc2,0.0004,0.025,0.7121215,0.132087714686113,-0.0227534999999999
1867,59,0.734875,0.0624650502281075,fc1fc2,0.0006,0.025,0.77651525,0.0937067512735874,0.04164025
1868,59,0.734875,0.0624650502281075,fc2,0.0001,0.025,0.7121215,0.0303029999999999,-0.0227534999999999
1869,59,0.734875,0.0624650502281075,fc2,0.0002,0.025,0.7121215,0.0801742019791902,-0.0227534999999999
1870,59,0.734875,0.0624650502281075,fc2,0.0004,0.025,0.73484875,0.0970169368834637,-2.6249999999894413e-05
1871,59,0.734875,0.0624650502281075,fc2,0.0006,0.025,0.7784092499999999,0.0468534766933042,0.04353425
1872,59,0.734875,0.0624650502281075,r1,0.0001,0.025,0.7348487499999999,0.0624712348865459,-2.625000000000544e-05
1873,59,0.734875,0.0624650502281075,r1,0.0002,0.025,0.666667,0.0857098271611837,-0.0682079999999999
1874,59,0.734875,0.0624650502281075,r1,0.0004,0.025,0.68939425,0.1143913164460047,-0.0454807499999999
1875,59,0.734875,0.0624650502281075,r1,0.0006,0.025,0.62310625,0.0788206990215767,-0.1117687499999999
1876,59,0.734875,0.0624650502281075,r1fc1fc2,0.0001,0.025,0.666667,0.0857098271611837,-0.0682079999999999
1877,59,0.734875,0.0624650502281075,r1fc1fc2,0.0002,0.025,0.73484875,0.0970169368834637,-2.6249999999894413e-05
1878,59,0.734875,0.0624650502281075,r1fc1fc2,0.0004,0.025,0.691288,0.1473382959790155,-0.0435869999999999
1879,59,0.734875,0.0624650502281075,r1fc1fc2,0.0006,0.025,0.7121215,0.132087714686113,-0.0227534999999999
1892,60,0.875,0.1443375672974064,fc1,0.0001,0.025,0.8064395,0.1183394362684449,-0.0685605
1893,60,0.875,0.1443375672974064,fc1,0.0002,0.025,0.7814395000000001,0.1013254928913088,-0.0935604999999999
1894,60,0.875,0.1443375672974064,fc1,0.0004,0.025,0.823106,0.0667742121530959,-0.0518939999999999
1895,60,0.875,0.1443375672974064,fc1,0.0006,0.025,0.823106,0.0667742121530959,-0.0518939999999999
1896,60,0.875,0.1443375672974064,fc1fc2,0.0001,0.025,0.8064395,0.1183394362684449,-0.0685605
1897,60,0.875,0.1443375672974064,fc1fc2,0.0002,0.025,0.7814395000000001,0.1013254928913088,-0.0935604999999999
1898,60,0.875,0.1443375672974064,fc1fc2,0.0004,0.025,0.823106,0.0667742121530959,-0.0518939999999999
1899,60,0.875,0.1443375672974064,fc1fc2,0.0006,0.025,0.823106,0.0667742121530959,-0.0518939999999999
1900,60,0.875,0.1443375672974064,fc2,0.0001,0.025,0.8314395,0.1508031459983511,-0.0435605
1901,60,0.875,0.1443375672974064,fc2,0.0002,0.025,0.7814395000000001,0.1013254928913088,-0.0935604999999999
1902,60,0.875,0.1443375672974064,fc2,0.0004,0.025,0.80227275,0.0750115206946017,-0.07272725
1903,60,0.875,0.1443375672974064,fc2,0.0006,0.025,0.823106,0.0667742121530959,-0.0518939999999999
1904,60,0.875,0.1443375672974064,r1,0.0001,0.025,0.8064395,0.1183394362684449,-0.0685605
1905,60,0.875,0.1443375672974064,r1,0.0002,0.025,0.823106,0.0667742121530959,-0.0518939999999999
1906,60,0.875,0.1443375672974064,r1,0.0004,0.025,0.823106,0.0667742121530959,-0.0518939999999999
1907,60,0.875,0.1443375672974064,r1,0.0006,0.025,0.823106,0.0667742121530959,-0.0518939999999999
1908,60,0.875,0.1443375672974064,r1fc1fc2,0.0001,0.025,0.8064395,0.1183394362684449,-0.0685605
1909,60,0.875,0.1443375672974064,r1fc1fc2,0.0002,0.025,0.823106,0.0667742121530959,-0.0518939999999999
1910,60,0.875,0.1443375672974064,r1fc1fc2,0.0004,0.025,0.823106,0.0667742121530959,-0.0518939999999999
1911,60,0.875,0.1443375672974064,r1fc1fc2,0.0006,0.025,0.80227275,0.0750115206946017,-0.07272725
1924,61,0.954175,0.0533515619890052,fc1,0.0001,0.025,0.97916675,0.0416664999999999,0.0249917499999999
1925,61,0.954175,0.0533515619890052,fc1,0.0002,0.025,0.9583335,0.048112329982379,0.0041584999999999
1926,61,0.954175,0.0533515619890052,fc1,0.0004,0.025,0.9583335,0.048112329982379,0.0041584999999999
1927,61,0.954175,0.0533515619890052,fc1,0.0006,0.025,0.97916675,0.0416664999999999,0.0249917499999999
1928,61,0.954175,0.0533515619890052,fc1fc2,0.0001,0.025,0.97916675,0.0416664999999999,0.0249917499999999
1929,61,0.954175,0.0533515619890052,fc1fc2,0.0002,0.025,0.9375,0.0797857083651786,-0.0166749999999999
1930,61,0.954175,0.0533515619890052,fc1fc2,0.0004,0.025,0.9583335,0.048112329982379,0.0041584999999999
1931,61,0.954175,0.0533515619890052,fc1fc2,0.0006,0.025,0.97916675,0.0416664999999999,0.0249917499999999
1932,61,0.954175,0.0533515619890052,fc2,0.0001,0.025,0.97916675,0.0416664999999999,0.0249917499999999
1933,61,0.954175,0.0533515619890052,fc2,0.0002,0.025,0.97916675,0.0416664999999999,0.0249917499999999
1934,61,0.954175,0.0533515619890052,fc2,0.0004,0.025,0.97916675,0.0416664999999999,0.0249917499999999
1935,61,0.954175,0.0533515619890052,fc2,0.0006,0.025,0.97916675,0.0416664999999999,0.0249917499999999
1936,61,0.954175,0.0533515619890052,r1,0.0001,0.025,0.97916675,0.0416664999999999,0.0249917499999999
1937,61,0.954175,0.0533515619890052,r1,0.0002,0.025,0.9375,0.0797857083651786,-0.0166749999999999
1938,61,0.954175,0.0533515619890052,r1,0.0004,0.025,0.9375,0.0797857083651786,-0.0166749999999999
1939,61,0.954175,0.0533515619890052,r1,0.0006,0.025,0.9375,0.0797857083651786,-0.0166749999999999
1940,61,0.954175,0.0533515619890052,r1fc1fc2,0.0001,0.025,0.9583335,0.048112329982379,0.0041584999999999
1941,61,0.954175,0.0533515619890052,r1fc1fc2,0.0002,0.025,0.9375,0.0797857083651786,-0.0166749999999999
1942,61,0.954175,0.0533515619890052,r1fc1fc2,0.0004,0.025,0.9583335,0.048112329982379,0.0041584999999999
1943,61,0.954175,0.0533515619890052,r1fc1fc2,0.0006,0.025,0.97916675,0.0416664999999999,0.0249917499999999
1956,62,0.8875,0.0896340337148785,fc1,0.0001,0.025,0.8875,0.0896238022290953,0.0
1957,62,0.8875,0.0896340337148785,fc1,0.0002,0.025,0.8875,0.0896238022290953,0.0
1958,62,0.8875,0.0896340337148785,fc1,0.0004,0.025,0.8875,0.0896238022290953,0.0
1959,62,0.8875,0.0896340337148785,fc1,0.0006,0.025,0.8625,0.1279287272637906,-0.0249999999999999
1960,62,0.8875,0.0896340337148785,fc1fc2,0.0001,0.025,0.8875,0.0896238022290953,0.0
1961,62,0.8875,0.0896340337148785,fc1fc2,0.0002,0.025,0.8875,0.0896238022290953,0.0
1962,62,0.8875,0.0896340337148785,fc1fc2,0.0004,0.025,0.8875,0.0896238022290953,0.0
1963,62,0.8875,0.0896340337148785,fc1fc2,0.0006,0.025,0.8875,0.0896238022290953,0.0
1964,62,0.8875,0.0896340337148785,fc2,0.0001,0.025,0.8875,0.0896238022290953,0.0
1965,62,0.8875,0.0896340337148785,fc2,0.0002,0.025,0.8625,0.1279287272637906,-0.0249999999999999
1966,62,0.8875,0.0896340337148785,fc2,0.0004,0.025,0.8625,0.1279287272637906,-0.0249999999999999
1967,62,0.8875,0.0896340337148785,fc2,0.0006,0.025,0.8625,0.1279287272637906,-0.0249999999999999
1968,62,0.8875,0.0896340337148785,r1,0.0001,0.025,0.8875,0.0896238022290953,0.0
1969,62,0.8875,0.0896340337148785,r1,0.0002,0.025,0.8625,0.1279287272637906,-0.0249999999999999
1970,62,0.8875,0.0896340337148785,r1,0.0004,0.025,0.8666665,0.0902671754460058,-0.0208334999999999
1971,62,0.8875,0.0896340337148785,r1,0.0006,0.025,0.84393925,0.0461894407007705,-0.0435607499999999
1972,62,0.8875,0.0896340337148785,r1fc1fc2,0.0001,0.025,0.8875,0.0896238022290953,0.0
1973,62,0.8875,0.0896340337148785,r1fc1fc2,0.0002,0.025,0.8666665,0.0902671754460058,-0.0208334999999999
1974,62,0.8875,0.0896340337148785,r1fc1fc2,0.0004,0.025,0.8666665,0.0902671754460058,-0.0208334999999999
1975,62,0.8875,0.0896340337148785,r1fc1fc2,0.0006,0.025,0.8875,0.0896238022290953,0.0
1988,63,0.729175,0.2083300006400102,fc1,0.0001,0.025,0.775,0.16583123951777,0.045825
1989,63,0.729175,0.2083300006400102,fc1,0.0002,0.025,0.775,0.16583123951777,0.045825
1990,63,0.729175,0.2083300006400102,fc1,0.0004,0.025,0.775,0.16583123951777,0.045825
1991,63,0.729175,0.2083300006400102,fc1,0.0006,0.025,0.75,0.2041241452319315,0.0208249999999999
1992,63,0.729175,0.2083300006400102,fc1fc2,0.0001,0.025,0.775,0.16583123951777,0.045825
1993,63,0.729175,0.2083300006400102,fc1fc2,0.0002,0.025,0.775,0.16583123951777,0.045825
1994,63,0.729175,0.2083300006400102,fc1fc2,0.0004,0.025,0.775,0.16583123951777,0.045825
1995,63,0.729175,0.2083300006400102,fc1fc2,0.0006,0.025,0.75,0.2041241452319315,0.0208249999999999
1996,63,0.729175,0.2083300006400102,fc2,0.0001,0.025,0.775,0.16583123951777,0.045825
1997,63,0.729175,0.2083300006400102,fc2,0.0002,0.025,0.775,0.16583123951777,0.045825
1998,63,0.729175,0.2083300006400102,fc2,0.0004,0.025,0.775,0.16583123951777,0.045825
1999,63,0.729175,0.2083300006400102,fc2,0.0006,0.025,0.75,0.2041241452319315,0.0208249999999999
2000,63,0.729175,0.2083300006400102,r1,0.0001,0.025,0.775,0.16583123951777,0.045825
2001,63,0.729175,0.2083300006400102,r1,0.0002,0.025,0.79583325,0.1668748449854461,0.06665825
2002,63,0.729175,0.2083300006400102,r1,0.0004,0.025,0.79583325,0.1668748449854461,0.06665825
2003,63,0.729175,0.2083300006400102,r1,0.0006,0.025,0.75,0.2041241452319315,0.0208249999999999
2004,63,0.729175,0.2083300006400102,r1fc1fc2,0.0001,0.025,0.775,0.16583123951777,0.045825
2005,63,0.729175,0.2083300006400102,r1fc1fc2,0.0002,0.025,0.8166665,0.1644294062194067,0.0874914999999999
2006,63,0.729175,0.2083300006400102,r1fc1fc2,0.0004,0.025,0.75416675,0.174999944444515,0.0249917499999999
2007,63,0.729175,0.2083300006400102,r1fc1fc2,0.0006,0.025,0.75416675,0.174999944444515,0.0249917499999999
2020,64,0.619725,0.0586280009892883,fc1,0.0001,0.025,0.7030305,0.166625338402257,0.0833055
2021,64,0.619725,0.0586280009892883,fc1,0.0002,0.025,0.64242425,0.0750574478488533,0.02269925
2022,64,0.619725,0.0586280009892883,fc1,0.0004,0.025,0.66325775,0.0639287562962344,0.04353275
2023,64,0.619725,0.0586280009892883,fc1,0.0006,0.025,0.64242425,0.0750574478488533,0.02269925
2024,64,0.619725,0.0586280009892883,fc1fc2,0.0001,0.025,0.70492425,0.1068179704493428,0.08519925
2025,64,0.619725,0.0586280009892883,fc1fc2,0.0002,0.025,0.64242425,0.0750574478488533,0.02269925
2026,64,0.619725,0.0586280009892883,fc1fc2,0.0004,0.025,0.66325775,0.0639287562962344,0.04353275
