q_vals,mean_x,std_x
2,73.92740740740742,2.8967035494172992
4,77.81121693121693,2.679310380009551
8,78.57693121693121,2.570194351831558
16,78.73079365079366,2.4036769608599178
32,78.66772486772486,2.5748238955312126
