q_vals,mean_x,std_x
2,77.99830687830688,2.5253558516436154
4,79.20190476190476,2.714487024930494
8,80.00275132275132,2.968696463258936
16,79.94984126984127,2.93382632503387
32,80.31619047619047,2.989233081325388
