x_plot,mean_plot,std_plot
1.0,56.213919999999995,5.494487780093791
2.0,66.3677,8.153689973993371
3.0,70.96936,10.647276864926546
4.0,74.2384,7.582805714773394
5.0,77.82088,2.5552759940170824
6.0,78.29444000000001,1.9681941597311978
7.0,79.07924,1.3005035264850333
8.0,79.67554,1.3120605757357393
9.0,79.18522,1.7735070289119255
10.0,79.99716,0.787150058375146
11.0,79.86074,1.671754906198872
12.0,80.10318,1.2174430506598606
13.0,80.02029999999999,1.425816508531166
14.0,80.83406,0.5909647082525321
15.0,80.13247999999999,1.1920680138314221
16.0,80.54137999999999,0.9009118012325048
17.0,80.45885999999999,1.0460201634767852
18.0,80.43026,1.0321491512373588
19.0,80.59202,1.3519809353685417
20.0,80.45629999999998,0.976782313517191
