Export_timestamp:	2025-11-13T19:55:46
Instrument_IDN:	Keysight Technologies,B2912B,MY63320353,5.0.2331.95
Chip:	NASA-FTJ-04
Device:	05-29
Area:	8300.0
Data_path:	C:\Scratch\Data\Nathan\NextCloud\06 - FeCAP-FTJ\02 - Data\00 - SMU\01 - PWR\NASA-FTJ-04
Device_area_m2:	8300.0
Vwrite_step_V:	0.05
Vmax_pos_V:	1
Vmax_neg_V:	-1.25
Vread_min_V:	
Vread_max_V:	
Read_points:	20
read_tail_avg_points:	10
pulse_duration_s:	0.0005
idle_between_ops_s:	1
nplc:	20
settle_s:	0.25
four_wire:	False
current_limit_A:	0.0008
Cycles_measured:	460

cycle	V_write	R_neg_ohm	R_pos_ohm	I_neg_A	I_pos_A	J_neg_A_per_m2	J_pos_A_per_m2	Vread_min_V	Vread_max_V
146	0.35000000000000003	26439120.64872198	37863651.11570823	3.0258192419825072e-09	2.6410553935860057e-09	3.6455653517861534e-13	3.181994450103621e-13	-0.08	0.1
147	0.4	32574217.933863893	47647359.53058322	2.455930029154519e-09	2.0987521865889214e-09	2.9589518423548423e-13	2.528617092275809e-13	-0.08	0.1
148	0.45	39299528.863957174	59022531.80849856	2.0356478134110787e-09	1.694268221574344e-09	2.4525877270013e-13	2.0412870139449928e-13	-0.08	0.1
149	0.5	46450781.13150312	71597650.42812473	1.7222530612244894e-09	1.3966938775510205e-09	2.0750036882222764e-13	1.6827637078927957e-13	-0.08	0.1
150	0.55	53587721.38134461	86079685.19429415	1.4928793002915449e-09	1.1617142857142856e-09	1.7986497593874033e-13	1.3996557659208262e-13	-0.08	0.1
151	0.6000000000000001	60259802.319738865	99157594.0840787	1.3275848396501458e-09	1.0084956268221575e-09	1.5994998068074046e-13	1.2150549720748887e-13	-0.08	0.1
152	0.65	66409033.17741086	112421419.72192907	1.2046553935860058e-09	8.895102040816326e-10	1.4513920404650671e-13	1.071699041062208e-13	-0.08	0.1
153	0.7000000000000001	71557918.10269292	124535261.99604973	1.1179755102040815e-09	8.029854227405247e-10	1.3469584460290139e-13	9.674523165548491e-14	-0.08	0.1
154	0.75	76787033.5131747	136431617.13231084	1.0418425655976675e-09	7.329679300291545e-10	1.2552320067441777e-13	8.83093891601391e-14	-0.08	0.1
155	0.8	81055278.28191167	145327898.71958917	9.869807580174928e-10	6.880991253644315e-10	1.1891334433945697e-13	8.290350908005199e-14	-0.08	0.1
156	0.8500000000000001	84137917.50068684	154058982.5819028	9.508198250728864e-10	6.491020408163265e-10	1.1455660543046824e-13	7.820506515859356e-14	-0.08	0.1
157	0.9	86774810.51214848	161126665.2887127	9.219265306122448e-10	6.206297376093294e-10	1.1107548561593311e-13	7.477466718184691e-14	-0.08	0.1
158	0.9500000000000001	88902942.86884354	168464273.78636965	8.998577259475219e-10	5.935976676384839e-10	1.0841659348765323e-13	7.151779128174505e-14	-0.08	0.1
159	1.0	91101289.76053376	175098269.4369289	8.78143440233236e-10	5.711078717201166e-10	1.0580041448593205e-13	6.880817731567671e-14	-0.08	0.1
160	-0.05	89564554.37064579	171537738.30242658	8.932104956268223e-10	5.829620991253643e-10	1.0761572236467738e-13	7.023639748498365e-14	-0.08	0.1
161	-0.1	88789256.24113403	170791216.45172533	9.01009912536443e-10	5.855102040816327e-10	1.0855541114896904e-13	7.054339808212442e-14	-0.08	0.1
162	-0.15000000000000002	84224277.21819244	161357093.12609375	9.498448979591837e-10	6.197434402332362e-10	1.1443914433243178e-13	7.466788436545014e-14	-0.08	0.1
163	-0.2	74235675.54464746	140926085.70606846	1.0776489795918367e-09	7.095918367346938e-10	1.298372264568478e-13	8.549299237767395e-14	-0.08	0.1
164	-0.25	62535096.22747461	118083670.71524966	1.2792816326530612e-09	8.468571428571429e-10	1.5413031718711582e-13	1.0203098106712565e-13	-0.08	0.1
165	-0.3	51050934.84233746	95597498.29986958	1.5670623906705536e-09	1.0460524781341107e-09	1.8880269767115105e-13	1.260304190523025e-13	-0.08	0.1
166	-0.35000000000000003	40957962.562272824	76274427.83060406	1.9532221574344022e-09	1.3110553935860058e-09	2.353279707752292e-13	1.5795848115494044e-13	-0.08	0.1
167	-0.4	32281806.0494034	60425196.07359544	2.4781760932944606e-09	1.6549387755102037e-09	2.9857543292704343e-13	1.99390213916892e-13	-0.08	0.1
168	-0.45	25444877.345305532	47981691.417572215	3.1440513119533526e-09	2.0841282798833817e-09	3.788013628859461e-13	2.5109979275703394e-13	-0.08	0.1
169	-0.5	20447435.188187942	38646668.04878269	3.912471137026239e-09	2.587545189504373e-09	4.713820647019565e-13	3.117524324704064e-13	-0.08	0.1
170	-0.55	16874772.46115851	31560544.718439464	4.7408046647230306e-09	3.168513119533527e-09	5.711812849063893e-13	3.817485686184972e-13	-0.08	0.1
171	-0.6000000000000001	14168261.112377856	26408179.606418036	5.64642332361516e-09	3.786705539358601e-09	6.802919667006217e-13	4.562295830552532e-13	-0.08	0.1
172	-0.6500000000000001	12585668.77601986	23198529.36203368	6.3564361516034996e-09	4.31061807580175e-09	7.658356809160843e-13	5.193515753978012e-13	-0.08	0.1
173	-0.7000000000000001	11441357.538753849	20776420.277301613	6.9921772594752175e-09	4.813148688046646e-09	8.424309951174961e-13	5.798974322947767e-13	-0.08	0.1
174	-0.7500000000000001	10679629.18334775	19161304.66697876	7.490896793002915e-09	5.218851311953352e-09	9.025176859039657e-13	6.287772665004039e-13	-0.08	0.1
175	-0.8	10103783.233493423	17961387.729282614	7.917826239067055e-09	5.5674985422740524e-09	9.539549685622957e-13	6.707829569004883e-13	-0.08	0.1
176	-0.8500000000000001	9704881.07418038	17030141.86157821	8.243274635568511e-09	5.8719416909621e-09	9.931656187431941e-13	7.074628543327831e-13	-0.08	0.1
177	-0.9000000000000001	9369910.403987922	16317435.48904258	8.537968513119533e-09	6.128413994169096e-09	1.0286709051951244e-12	7.38363131827602e-13	-0.08	0.1
178	-0.9500000000000001	9157171.774125945	15815386.942115685	8.736321865889212e-09	6.3229562682215745e-09	1.0525688995047244e-12	7.618019600266957e-13	-0.08	0.1
179	-1.0	8984537.689218817	15399590.182334742	8.904186588921282e-09	6.493679300291544e-09	1.072793564930275e-12	7.823710000351258e-13	-0.08	0.1
180	-1.05	8839190.13432992	15084840.131479993	9.050602915451895e-09	6.6291720116618086e-09	1.0904340861990234e-12	7.986954230917842e-13	-0.08	0.1
181	-1.1	8728330.583357848	14831521.696829861	9.165555685131195e-09	6.7423965014577254e-09	1.1042838174856861e-12	8.12336927886473e-13	-0.08	0.1
182	-1.1500000000000001	8639606.981003948	14615621.926671337	9.259680466472304e-09	6.84199416909621e-09	1.1156241525870246e-12	8.243366468790614e-13	-0.08	0.1
183	-1.2000000000000002	8568175.448255464	14461309.882682096	9.336876967930029e-09	6.9150029154518955e-09	1.1249249358951842e-12	8.331328813797464e-13	-0.08	0.1
184	-1.2500000000000002	8508248.53610995	14331807.671319421	9.402640233236151e-09	6.977486880466472e-09	1.1328482208718255e-12	8.406610699357196e-13	-0.08	0.1
185	0.0	10767919.010180237	14659059.341410778	7.429476384839649e-09	6.821720116618074e-09	8.951176367276685e-13	8.218939899539848e-13	-0.08	0.1
186	0.05	10949482.980098119	14821779.97910259	7.306281049562682e-09	6.7468279883381916e-09	8.802748252485159e-13	8.128708419684569e-13	-0.08	0.1
187	0.1	11063017.268628122	14959091.464159241	7.231300291545189e-09	6.684897959183672e-09	8.712409989813481e-13	8.054093926727316e-13	-0.08	0.1
188	0.15000000000000002	11901159.998778654	16155636.715780433	6.7220338192419835e-09	6.189790087463556e-09	8.098835926797571e-13	7.457578418630791e-13	-0.08	0.1
189	0.2	14006014.010914074	19139364.70701148	5.711832069970845e-09	5.2248338192419825e-09	6.881725385507042e-13	6.294980505110822e-13	-0.08	0.1
190	0.25	17084940.54639931	23704805.371799164	4.6824862973760934e-09	4.218553935860058e-09	5.641549755874811e-13	5.082595103445852e-13	-0.08	0.1
191	0.30000000000000004	21162702.31049818	29748585.42440737	3.78023556851312e-09	3.361504373177843e-09	4.554500684955566e-13	4.0500052688889676e-13	-0.08	0.1
192	0.35000000000000003	26299687.624118425	37644156.266050905	3.041861224489796e-09	2.6564548104956263e-09	3.664893041553971e-13	3.2005479644525617e-13	-0.08	0.1
193	0.4	32202339.598550428	47034108.64193468	2.4842915451895043e-09	2.126116618075802e-09	2.993122343601812e-13	2.561586286838316e-13	-0.08	0.1
194	0.45	38866327.03011404	58268128.522843495	2.058337026239067e-09	1.7162040816326528e-09	2.4799241279988757e-13	2.067715761003196e-13	-0.08	0.1
195	0.5	45874749.895678416	70689292.73610842	1.743878717201166e-09	1.4146413994169097e-09	2.1010586954230916e-13	1.704387228213144e-13	-0.08	0.1
196	0.55	53105346.763980016	83981352.71188764	1.5064396501457727e-09	1.1907405247813411e-09	1.8149875302961116e-13	1.4346271382907725e-13	-0.08	0.1
197	0.6000000000000001	59301726.49283021	96942495.85945317	1.3490332361516032e-09	1.031539358600583e-09	1.6253412483754256e-13	1.242818504338052e-13	-0.08	0.1
198	0.65	65422307.671766944	110508273.62235166	1.2228244897959183e-09	9.049096209912537e-10	1.4732825178264075e-13	1.090252555411149e-13	-0.08	0.1
199	0.7000000000000001	70347718.72397852	121615680.26776725	1.1372081632653061e-09	8.222623906705539e-10	1.3701303171871159e-13	9.906775791211493e-14	-0.08	0.1
200	0.75	75069159.92576252	132955012.36520378	1.0656839650145772e-09	7.52134110787172e-10	1.2839565843549123e-13	9.061856756471952e-14	-0.08	0.1
201	0.8	79122683.9890751	142505775.01537237	1.01108804664723e-09	7.017259475218658e-10	1.218178369454494e-13	8.454529488215251e-14	-0.08	0.1
202	0.8500000000000001	82598058.10279727	150564066.54668367	9.68545772594752e-10	6.641690962099124e-10	1.1669226175840385e-13	8.002037303733884e-14	-0.08	0.1
203	0.9	84905613.67203164	158106775.082741	9.422227405247815e-10	6.324839650145774e-10	1.1352081211141946e-13	7.62028873511539e-14	-0.08	0.1
204	0.9500000000000001	87413478.49577461	165863943.20973328	9.151906705539357e-10	6.029037900874636e-10	1.1026393621131755e-13	7.263901085391128e-14	-0.08	0.1
205	1.0	89422585.59018908	168244469.51488698	8.946285714285713e-10	5.943731778425655e-10	1.0778657487091221e-13	7.161122624609223e-14	-0.08	0.1
206	-0.05	87813170.43947549	167775386.42144397	9.110250728862972e-10	5.960349854227405e-10	1.0976205697425267e-13	7.181144402683621e-14	-0.08	0.1
207	-0.1	87143423.3391937	164924461.7115601	9.180268221574345e-10	6.063381924198251e-10	1.1060564122378728e-13	7.30527942674488e-14	-0.08	0.1
208	-0.15000000000000002	82484837.69965902	155117989.16435272	9.698752186588918e-10	6.446705539358601e-10	1.1685243598299902e-13	7.767115107660964e-14	-0.08	0.1
209	-0.2	72681502.45167632	137407760.5339273	1.1006927113702627e-09	7.277609329446065e-10	1.3261357968316417e-13	8.768204011380801e-14	-0.08	0.1
210	-0.25	61178770.43156896	114911722.33575664	1.3076431486880467e-09	8.702332361516035e-10	1.5754736731181286e-13	1.0484737784959078e-13	-0.08	0.1
211	-0.3	49996210.19980993	93218174.0108818	1.6001212827988338e-09	1.0727521865889213e-09	1.9278569672275105e-13	1.2924725139625556e-13	-0.08	0.1
212	-0.35000000000000003	40020908.883008264	74932058.68731268	1.9989551020408163e-09	1.334542274052478e-09	2.4083796410130317e-13	1.607882257894552e-13	-0.08	0.1
213	-0.4	31474704.614944156	59188955.99654876	2.5417236151603496e-09	1.6895043731778425e-09	3.062317608626927e-13	2.0355474375636656e-13	-0.08	0.1
214	-0.45	25135939.26336309	47292862.776242726	3.18269387755102e-09	2.1144839650145767e-09	3.8345709368084575e-13	2.547571042186237e-13	-0.08	0.1
215	-0.5	20248818.425362147	37971964.955086805	3.950847813411079e-09	2.633521865889213e-09	4.760057606519372e-13	3.172917910709895e-13	-0.08	0.1
216	-0.55	16724071.350836886	31134889.41214061	4.783524198250729e-09	3.2118309037900873e-09	5.763282166567143e-13	3.8696757876989006e-13	-0.08	0.1
217	-0.6000000000000001	13978467.45462296	25983234.374834295	5.72308804664723e-09	3.848635568513119e-09	6.895286803189434e-13	4.636910323509782e-13	-0.08	0.1
218	-0.6500000000000001	12535156.912389852	22972985.644228164	6.382050145772594e-09	4.352938775510203e-09	7.689217043099511e-13	5.244504548807473e-13	-0.08	0.1
219	-0.7000000000000001	11412570.064196542	20680740.020789273	7.009814577259473e-09	4.83541690962099e-09	8.445559731637919e-13	5.825803505567458e-13	-0.08	0.1
220	-0.7500000000000001	10641981.406627938	19054115.91124226	7.517397084548105e-09	5.248209912536443e-09	9.057104921142295e-13	6.323144472935474e-13	-0.08	0.1
221	-0.8	10075812.41011083	17818848.289390564	7.939806413994169e-09	5.612034985422741e-09	9.56603182408936e-13	6.761487934244267e-13	-0.08	0.1
222	-0.8500000000000001	9668911.658283183	16934608.71179468	8.273940524781343e-09	5.905067055393587e-09	9.968603041905233e-13	7.114538620956129e-13	-0.08	0.1
223	-0.9000000000000001	9390283.164947031	16286227.35953248	8.519444897959185e-09	6.140157434402331e-09	1.0264391443324318e-12	7.397780041448592e-13	-0.08	0.1
224	-0.9500000000000001	9143258.060061878	15778341.443308832	8.749616326530611e-09	6.337801749271138e-09	1.054170641750676e-12	7.635905722013419e-13	-0.08	0.1
225	-1.0	8967934.535646625	15376766.647031032	8.920671720116618e-09	6.503317784256559e-09	1.0747797253152552e-12	7.835322631634408e-13	-0.08	0.1
226	-1.05	8823464.344200516	15043107.493748123	9.066733527696792e-09	6.647562682215742e-09	1.0923775334574448e-12	8.009111665320171e-13	-0.08	0.1
227	-1.1	8713921.696648825	14789722.910444995	9.180711370262389e-09	6.761451895043732e-09	1.1061098036460709e-12	8.146327584390038e-13	-0.08	0.1
228	-1.1500000000000001	8629035.017278196	14580209.002832728	9.271025072886297e-09	6.858612244897959e-09	1.1169909726369033e-12	8.263388246865011e-13	-0.08	0.1
229	-1.2000000000000002	8568012.785573367	14427331.675522162	9.337054227405245e-09	6.931288629737609e-09	1.1249462924584633e-12	8.350950156310372e-13	-0.08	0.1
230	-1.2500000000000002	8515713.601903548	14318394.336094044	9.394397667638483e-09	6.98402332361516e-09	1.1318551406793353e-12	8.414485932066458e-13	-0.08	0.1
231	0.0	10749453.12548968	14650493.888223993	7.442239067055394e-09	6.825708454810496e-09	8.966553092837824e-13	8.223745126277706e-13	-0.08	0.1
232	0.05	10922057.269791376	14811807.990603356	7.324627405247811e-09	6.75137026239067e-09	8.824852295479291e-13	8.134181039024904e-13	-0.08	0.1
233	0.1	11028414.081902213	14931623.611641966	7.253989504373177e-09	6.697195335276968e-09	8.739746390811057e-13	8.068910042502371e-13	-0.08	0.1
234	0.15000000000000002	11911368.307148004	16179672.670598846	6.716272886297375e-09	6.180594752186589e-09	8.091895043731777e-13	7.446499701429625e-13	-0.08	0.1
235	0.2	13999280.037026668	19168629.16917685	5.714579591836734e-09	5.216857142857141e-09	6.885035652815342e-13	6.285370051635109e-13	-0.08	0.1
236	0.25	16998711.46793538	23485236.48195266	4.706239067055392e-09	4.2579941690962095e-09	5.670167550669147e-13	5.130113456742421e-13	-0.08	0.1
237	0.30000000000000004	21021252.91570294	29487164.056952354	3.805672303206997e-09	3.3913061224489795e-09	4.585147353261441e-13	4.085910990902385e-13	-0.08	0.1
238	0.35000000000000003	26003444.8878592	37203510.79661069	3.0765154518950433e-09	2.6879183673469385e-09	3.706645122765112e-13	3.23845586427342e-13	-0.08	0.1
239	0.4	31848967.18349276	46469912.42521461	2.511855393586006e-09	2.151930029154519e-09	3.026331799501212e-13	2.5926867821138783e-13	-0.08	0.1
240	0.45	38359252.855695404	57248149.86664354	2.085546355685131e-09	1.7467813411078713e-09	2.512706452632688e-13	2.104555832660086e-13	-0.08	0.1
241	0.5	45242422.883432835	69626008.86665909	1.7682518950437316e-09	1.4362448979591836e-09	2.1304239699322068e-13	1.7304155397098597e-13	-0.08	0.1
242	0.55	52157146.59351489	82696434.16833426	1.533826239067055e-09	1.2092419825072886e-09	1.8479834205627167e-13	1.4569180512136008e-13	-0.08	0.1
243	0.6000000000000001	58479532.1637427	94694878.19422667	1.3679999999999998e-09	1.0560233236151601e-09	1.648192771084337e-13	1.272317257367663e-13	-0.08	0.1
244	0.65	64326651.86340996	107648369.5822741	1.2436524781341107e-09	9.289504373177844e-10	1.4983764796796514e-13	1.1192173943587765e-13	-0.08	0.1
245	0.7000000000000001	69518759.93125142	118658022.73529227	1.1507685131195336e-09	8.427580174927115e-10	1.3864680880958236e-13	1.0153711054129055e-13	-0.08	0.1
246	0.75	74095516.24916832	130343910.31730953	1.0796874635568513e-09	7.672011661807581e-10	1.300828269345604e-13	9.243387544346483e-14	-0.08	0.1
247	0.8	77772839.819694	138334341.6011293	1.0286367346938775e-09	7.228862973760932e-10	1.2393213671010573e-13	8.709473462362569e-14	-0.08	0.1
248	0.8500000000000001	80960765.8935661	147200192.26147562	9.88132944606414e-10	6.793469387755101e-10	1.1905216200077277e-13	8.184902876813375e-14	-0.08	0.1
249	0.9	84043908.65431736	153822695.79880172	9.518833819241983e-10	6.500991253644315e-10	1.1468474481014437e-13	7.832519582703994e-14	-0.08	0.1
250	0.9500000000000001	86161853.66049719	159757801.58360502	9.284851311953352e-10	6.259475218658893e-10	1.118656784572693e-13	7.541536408022763e-14	-0.08	0.1
251	1.0	87915805.8777996	164773928.2488807	9.099615160349854e-10	6.068921282798833e-10	1.0963391759457656e-13	7.311953352769679e-14	-0.08	0.1
252	-0.05	86409302.98175076	162431452.03299776	9.258262390670555e-10	6.156443148688047e-10	1.1154533000807897e-13	7.417401383961502e-14	-0.08	0.1
253	-0.1	85363304.2318298	161443673.57312974	9.371708454810497e-10	6.194110787172013e-10	1.129121500579578e-13	7.462784080930136e-14	-0.08	0.1
254	-0.15000000000000002	81457592.18007116	153196126.7731447	9.821061224489796e-10	6.527580174927113e-10	1.1832603884927466e-13	7.864554427623028e-14	-0.08	0.1
255	-0.2	71489908.04271887	133013790.00108583	1.1190390670553934e-09	7.51801749271137e-10	1.3482398398257752e-13	9.057852400857072e-14	-0.08	0.1
256	-0.25	60087310.541031055	111698005.06711651	1.3313959183673469e-09	8.95271137026239e-10	1.604091467912466e-13	1.0786399241279989e-13	-0.08	0.1
257	-0.3	49197775.05572402	91350225.57912849	1.626089795918367e-09	1.0946880466472303e-09	1.9591443324317676e-13	1.3189012610207592e-13	-0.08	0.1
258	-0.35000000000000003	39452405.21645913	72922247.45091036	2.0277597667638482e-09	1.3713236151603498e-09	2.443084056341986e-13	1.6521971266992166e-13	-0.08	0.1
259	-0.4	31390421.80307315	58362315.98004452	2.548548104956268e-09	1.7134344023323614e-09	3.07053988548948e-13	2.0643787979907968e-13	-0.08	0.1
260	-0.45	24938707.491500482	46272188.3912118	3.20786472303207e-09	2.1611253644314865e-09	3.8648972566651446e-13	2.603765499315044e-13	-0.08	0.1
261	-0.5	20155674.67448292	37466029.34365634	3.9691055393586e-09	2.669084548104956e-09	4.782054866697109e-13	3.215764515789104e-13	-0.08	0.1
262	-0.55	16657407.155594755	30831793.241814744	4.802668221574343e-09	3.243405247813411e-09	5.786347254908847e-13	3.9077171660402545e-13	-0.08	0.1
263	-0.6000000000000001	13920691.829974374	25762239.316932622	5.746840816326531e-09	3.881650145772596e-09	6.923904597983772e-13	4.676686922617585e-13	-0.08	0.1
264	-0.6500000000000001	12474868.413778659	22752932.3421988	6.41289329446064e-09	4.395037900874635e-09	7.726377463205591e-13	5.295226386595945e-13	-0.08	0.1
265	-0.7000000000000001	11398446.488115374	20547042.54375981	7.01850029154519e-09	4.866880466472303e-09	8.456024447644807e-13	5.863711405388318e-13	-0.08	0.1
266	-0.7500000000000001	10634709.210464308	18938975.638845332	7.522537609329445e-09	5.280116618075801e-09	9.063298324493306e-13	6.361586286838315e-13	-0.08	0.1
267	-0.8	10075137.615217866	17756453.927437708	7.940338192419823e-09	5.631755102040817e-09	9.56667252098774e-13	6.78524711089255e-13	-0.08	0.1
268	-0.8500000000000001	9677723.348029556	16867519.648447454	8.266406997084546e-09	5.928553935860058e-09	9.9595265025115e-13	7.142836067301275e-13	-0.08	0.1
269	-0.9000000000000001	9379354.700396612	16213093.940462492	8.52937142857143e-09	6.167854227405249e-09	1.0276351118760759e-12	7.431149671572589e-13	-0.08	0.1
270	-0.9500000000000001	9150024.115515454	15709141.804545302	8.74314635568513e-09	6.365720116618076e-09	1.0533911271909796e-12	7.669542309178404e-13	-0.08	0.1
271	-1.0	8977478.307480989	15329238.981494972	8.91118833819242e-09	6.523481049562682e-09	1.0736371491798097e-12	7.859615722364677e-13	-0.08	0.1
272	-1.05	8828728.838077512	15005595.380901512	9.061327113702622e-09	6.664180758017492e-09	1.0917261582774244e-12	8.029133443394568e-13	-0.08	0.1
273	-1.1	8721836.478025803	14779068.013874229	9.172380174927113e-09	6.7663265306122445e-09	1.1051060451719413e-12	8.152200639291861e-13	-0.08	0.1
274	-1.1500000000000001	8635722.079804145	14573147.000990806	9.26384606413994e-09	6.8619358600583085e-09	1.1161260318240891e-12	8.26739260247989e-13	-0.08	0.1
275	-1.2000000000000002	8564273.247757185	14391906.29400441	9.341131195335277e-09	6.948349854227404e-09	1.1254374934138887e-12	8.371505848466753e-13	-0.08	0.1
276	-1.2500000000000002	8514910.278166976	14265442.029069893	9.395283965014577e-09	7.009947521865889e-09	1.1319619234957321e-12	8.445719905862517e-13	-0.08	0.1
277	0.0	10731815.985962914	14607343.533205517	7.454469970845478e-09	6.845871720116618e-09	8.981289121500576e-13	8.248038217007974e-13	-0.08	0.1
278	0.05	10907143.63849592	14770361.78343291	7.3346425655976686e-09	6.770314868804664e-09	8.836918753732131e-13	8.157005866029716e-13	-0.08	0.1
279	0.1	11023565.361707926	14897860.61509488	7.257180174927114e-09	6.712373177842565e-09	8.743590572201342e-13	8.087196599810319e-13	-0.08	0.1
280	0.15000000000000002	11860345.29856604	16071354.941730797	6.745166180758017e-09	6.2222507288629735e-09	8.126706241877129e-13	7.496687625136113e-13	-0.08	0.1
281	0.2	13890700.034585008	18995571.761171944	5.759248979591837e-09	5.264384839650146e-09	6.938854192279321e-13	6.342632336927887e-13	-0.08	0.1
282	0.25	16924765.224393774	23366682.516952768	4.7268011661807565e-09	4.279597667638484e-09	5.694941164073201e-13	5.156141768239138e-13	-0.08	0.1
283	0.30000000000000004	20949533.002538376	29371065.304808293	3.8187008746355685e-09	3.404711370262391e-09	4.60084442727177e-13	4.102061891882399e-13	-0.08	0.1
284	0.35000000000000003	25782107.367819723	36906880.60462724	3.1029271137026237e-09	2.7095218658892133e-09	3.738466402051354e-13	3.2644841757701365e-13	-0.08	0.1
285	0.4	31537387.895159792	46149168.10406302	2.5366717201166183e-09	2.166886297376093e-09	3.0562309880923114e-13	2.610706382380835e-13	-0.08	0.1
286	0.45	37912952.74476515	56998710.46649208	2.110096793002915e-09	1.7544256559766762e-09	2.542285292774596e-13	2.1137658505743087e-13	-0.08	0.1
287	0.5	44873556.00036632	69273336.83402675	1.7827871720116615e-09	1.443556851311953e-09	2.1479363518212788e-13	1.7392251220625942e-13	-0.08	0.1
288	0.55	51596637.644184776	81281546.956089	1.5504886297376092e-09	1.2302915451895044e-09	1.8680585900453123e-13	1.4822789701078367e-13	-0.08	0.1
289	0.6000000000000001	58013469.94969911	93877439.30809866	1.3789900874635567e-09	1.065218658892128e-09	1.6614338403175382e-13	1.283395974568829e-13	-0.08	0.1
290	0.65	63431593.74190924	105892958.58134311	1.2612011661807578e-09	9.44349854227405e-10	1.5195194773262142e-13	1.137770908707717e-13	-0.08	0.1
291	0.7000000000000001	68750977.14581221	117606720.38402197	1.163619825072886e-09	8.502915451895042e-10	1.4019515964733567e-13	1.0244476448066315e-13	-0.08	0.1
292	0.75	73069827.48703703	127041742.28675136	1.0948431486880466e-09	7.871428571428572e-10	1.3190881309494538e-13	9.483648881239244e-14	-0.08	0.1
293	0.8	76931013.29134649	135632093.00486377	1.0398927113702624e-09	7.372886297376094e-10	1.2528827847834487e-13	8.882995539007342e-14	-0.08	0.1
294	0.8500000000000001	79667394.43489572	144213385.35666537	1.0041749271137025e-09	6.934169096209912e-10	1.209849309775545e-13	8.354420597843267e-14	-0.08	0.1
295	0.9	82394484.61409114	151499090.12208268	9.70938775510204e-10	6.60069970845481e-10	1.1698057536267518e-13	7.952650251150374e-14	-0.08	0.1
296	0.9500000000000001	85250432.4657507	157252888.3183569	9.384116618075803e-10	6.359183673469386e-10	1.1306164600091329e-13	7.66166707646914e-14	-0.08	0.1
297	1.0	87143423.3391937	159138148.61554453	9.180268221574345e-10	6.283848396501457e-10	1.1060564122378728e-13	7.570901682531876e-14	-0.08	0.1
298	-0.05	85452199.08618464	158134474.2374507	9.36195918367347e-10	6.323731778425656e-10	1.1279468895992133e-13	7.618953949910428e-14	-0.08	0.1
299	-0.1	84730271.1862732	157444894.28699955	9.441725947521866e-10	6.351428571428571e-10	1.1375573430749236e-13	7.652323580034424e-14	-0.08	0.1
300	-0.15000000000000002	80098640.42482638	148191032.49833664	9.987685131195335e-10	6.748046647230321e-10	1.2033355579753416e-13	8.130176683410025e-14	-0.08	0.1
301	-0.2	70042025.21512908	130513530.79053912	1.1421714285714286e-09	7.66204081632653e-10	1.3761101549053356e-13	9.231374477501844e-14	-0.08	0.1
302	-0.25	59461895.8463352	109516085.77376468	1.345399416909621e-09	9.131078717201166e-10	1.6209631529031578e-13	1.1001299659278513e-13	-0.08	0.1
303	-0.3	48633166.96914702	88911700.0539173	1.644967930029154e-09	1.1247113702623906e-09	1.981889072324282e-13	1.3550739400751695e-13	-0.08	0.1
304	-0.35000000000000003	39091883.02067426	72152804.07253145	2.0464606413994167e-09	1.3859475218658894e-09	2.4656152306017067e-13	1.669816291404686e-13	-0.08	0.1
305	-0.4	31058825.233891975	57364574.44851404	2.575757434402332e-09	1.7432361516034988e-09	3.1033222101232915e-13	2.1002845200042153e-13	-0.08	0.1
306	-0.45	24664760.600813437	45742237.82229608	3.24349387755102e-09	2.186163265306122e-09	3.9078239488566506e-13	2.633931644947135e-13	-0.08	0.1
307	-0.5	20021995.007927075	36959773.112249956	3.99560583090379e-09	2.7056443148688047e-09	4.813982928799747e-13	3.2598124275527765e-13	-0.08	0.1
308	-0.55	16562959.04265131	30485040.99926943	4.830054810495627e-09	3.280297376093294e-09	5.819343145175454e-13	3.9521655133654144e-13	-0.08	0.1
309	-0.6000000000000001	13861262.902491877	25481511.417648662	5.771479883381923e-09	3.924413994169096e-09	6.953590220942076e-13	4.728209631529031e-13	-0.08	0.1
310	-0.6500000000000001	12437396.02264404	22587812.5909604	6.432214577259475e-09	4.427166180758018e-09	7.74965611718009e-13	5.33393515753978e-13	-0.08	0.1
311	-0.7000000000000001	11348431.931245046	20343285.529577833	7.049432069970845e-09	4.915626822157435e-09	8.493291650567283e-13	5.922441954406548e-13	-0.08	0.1
312	-0.7500000000000001	10606716.556373307	18823255.66590972	7.542390670553936e-09	5.312577259475217e-09	9.087217675366188e-13	6.400695493343635e-13	-0.08	0.1
313	-0.8	10039279.045126999	17608887.61114648	7.96869970845481e-09	5.678950437317783e-09	9.600843022234711e-13	6.842108960623835e-13	-0.08	0.1
314	-0.8500000000000001	9665080.992251594	16775044.211778332	8.277219825072886e-09	5.961236151603498e-09	9.97255400611191e-13	7.182212230847589e-13	-0.08	0.1
315	-0.9000000000000001	9352919.747040335	16116694.263960442	8.553478717201164e-09	6.2047463556851315e-09	1.030539604482068e-12	7.475598018897749e-13	-0.08	0.1
316	-0.9500000000000001	9143258.060061878	15639733.495293492	8.749616326530611e-09	6.3939708454810485e-09	1.054170641750676e-12	7.703579331904877e-13	-0.08	0.1
317	-1.0	8965440.448826157	15259785.615583312	8.923153352769677e-09	6.553172011661808e-09	1.0750787172011659e-12	7.895387965857599e-13	-0.08	0.1
