Phase,Epoch,BatchIdx,SamplesSeen,Val_Accuracy,Class0_Accuracy,Class1_Accuracy,Test_Accuracy,LTP_crossings,LTD_crossings
finetune,0,0,0,0.792402,0.749326,0.836066,0.794709
finetune,1,1,64,0.792402,0.749326,0.836066,0.794709,0,0
finetune,1,6,384,0.792402,0.749326,0.836066,0.794709,0,0
finetune,1,11,704,0.792402,0.749326,0.836066,0.794709,0,0
finetune,1,16,1024,0.785617,0.752022,0.819672,0.791534,100,62
finetune,1,21,1344,0.713704,0.964960,0.459016,0.719577,4523,5343
finetune,1,26,1664,0.767978,0.951482,0.581967,0.756614,8159,11054
finetune,1,31,1984,0.795115,0.814016,0.775956,0.814815,13135,16304
finetune,1,36,2304,0.795115,0.722372,0.868852,0.810582,17387,20573
finetune,1,41,2624,0.788331,0.722372,0.855191,0.820106,20766,23865
finetune,1,47,2953,0.796472,0.816712,0.775956,0.804233,25193,27936
finetune,2,1,3017,0.799186,0.811321,0.786885,0.798942,708,658
finetune,2,6,3337,0.784261,0.765499,0.803279,0.808466,4081,3840
finetune,2,11,3657,0.782904,0.749326,0.816940,0.817989,7120,6706
finetune,2,16,3977,0.785617,0.770889,0.800546,0.809524,10159,9424
finetune,2,21,4297,0.789688,0.797844,0.781421,0.800000,13362,12271
finetune,2,26,4617,0.797829,0.835580,0.759563,0.798942,16425,15029
finetune,2,31,4937,0.792402,0.797844,0.786885,0.808466,19352,17558
finetune,2,36,5257,0.782904,0.760108,0.806011,0.810582,22248,20017
finetune,2,41,5577,0.792402,0.778976,0.806011,0.804233,24879,22319
finetune,2,47,5906,0.795115,0.805930,0.784153,0.803175,28303,25430
finetune,3,1,5970,0.793758,0.814016,0.773224,0.800000,634,601
finetune,3,6,6290,0.797829,0.867925,0.726776,0.791534,3429,3351
finetune,3,11,6610,0.796472,0.876011,0.715847,0.792593,5743,5810
finetune,3,16,6930,0.801900,0.865229,0.737705,0.792593,7846,8040
finetune,3,21,7250,0.797829,0.792453,0.803279,0.808466,10160,10532
finetune,3,26,7570,0.773406,0.652291,0.896175,0.820106,13418,13643
finetune,3,31,7890,0.761194,0.622642,0.901639,0.810582,15616,15800
finetune,3,36,8210,0.770692,0.681941,0.860656,0.819048,17817,17937
finetune,3,41,8530,0.782904,0.797844,0.767760,0.810582,20896,20878
finetune,3,47,8859,0.791045,0.876011,0.704918,0.793651,24280,24020
finetune,4,1,8923,0.792402,0.878706,0.704918,0.789418,508,533
finetune,4,6,9243,0.797829,0.851752,0.743169,0.803175,3145,2821
finetune,4,11,9563,0.803256,0.819407,0.786885,0.801058,5459,4730
finetune,4,16,9883,0.803256,0.797844,0.808743,0.802116,7562,6558
finetune,4,21,10203,0.799186,0.784367,0.814208,0.807407,9704,8502
finetune,4,26,10523,0.800543,0.784367,0.816940,0.808466,12048,10669
finetune,4,31,10843,0.804613,0.773585,0.836066,0.810582,14188,12658
finetune,4,36,11163,0.796472,0.752022,0.841530,0.810582,16317,14608
finetune,4,41,11483,0.793758,0.757412,0.830601,0.814815,18285,16588
finetune,4,47,11812,0.792402,0.757412,0.827869,0.811640,20842,19257
