Phase,Epoch,BatchIdx,SamplesSeen,Val_Accuracy,Class0_Accuracy,Class1_Accuracy,Test_Accuracy,LTP_crossings,LTD_crossings
pretrain,1,1,64,0.504685,1.000000,0.000000,0.501111,0,0
pretrain,1,6,384,0.504685,1.000000,0.000000,0.501111,0,0
pretrain,1,11,704,0.504685,1.000000,0.000000,0.501111,0,0
pretrain,1,16,1024,0.504685,1.000000,0.000000,0.501111,0,0
pretrain,1,21,1344,0.504685,1.000000,0.000000,0.501111,0,0
pretrain,1,26,1664,0.504685,1.000000,0.000000,0.501111,0,0
pretrain,1,31,1984,0.504685,1.000000,0.000000,0.501111,0,0
pretrain,1,36,2304,0.504685,1.000000,0.000000,0.501111,0,5
pretrain,1,41,2624,0.504685,1.000000,0.000000,0.501111,78,61
pretrain,1,47,2988,0.504685,1.000000,0.000000,0.501111,602,193
pretrain,2,1,3052,0.504685,1.000000,0.000000,0.501111,43,42
pretrain,2,6,3372,0.504685,1.000000,0.000000,0.501111,240,258
pretrain,2,11,3692,0.504685,1.000000,0.000000,0.501111,527,590
pretrain,2,16,4012,0.504685,1.000000,0.000000,0.501111,957,919
pretrain,2,21,4332,0.504685,1.000000,0.000000,0.501111,1509,1401
pretrain,2,26,4652,0.504685,1.000000,0.000000,0.501111,1897,1957
pretrain,2,31,4972,0.504685,1.000000,0.000000,0.501111,2233,2402
pretrain,2,36,5292,0.504685,1.000000,0.000000,0.501111,2577,2831
pretrain,2,41,5612,0.504685,1.000000,0.000000,0.501111,2840,3157
pretrain,2,47,5976,0.504685,1.000000,0.000000,0.501111,3230,3510
pretrain,3,1,6040,0.504685,1.000000,0.000000,0.501111,65,42
pretrain,3,6,6360,0.504685,1.000000,0.000000,0.501111,426,302
pretrain,3,11,6680,0.504685,1.000000,0.000000,0.501111,784,528
pretrain,3,16,7000,0.507363,1.000000,0.005405,0.502222,1160,711
pretrain,3,21,7320,0.511379,1.000000,0.013514,0.507778,1460,914
pretrain,3,26,7640,0.516734,1.000000,0.024324,0.522222,1807,1100
pretrain,3,31,7960,0.532798,0.994695,0.062162,0.542222,2132,1305
pretrain,3,36,8280,0.551539,0.984085,0.110811,0.582222,2372,1529
pretrain,3,41,8600,0.571620,0.957560,0.178378,0.625556,2568,1770
pretrain,3,47,8964,0.598394,0.960212,0.229730,0.640000,2842,1962
pretrain,4,1,9028,0.609103,0.962865,0.248649,0.652222,43,38
pretrain,4,6,9348,0.602410,0.960212,0.237838,0.652222,253,229
pretrain,4,11,9668,0.623829,0.936340,0.305405,0.666667,454,452
pretrain,4,16,9988,0.625167,0.928382,0.316216,0.665556,691,705
pretrain,4,21,10308,0.627845,0.925729,0.324324,0.674444,952,932
pretrain,4,26,10628,0.643909,0.907162,0.375676,0.694444,1384,1273
pretrain,4,31,10948,0.634538,0.891247,0.372973,0.675556,1896,1757
pretrain,4,36,11268,0.653280,0.875332,0.427027,0.684444,2915,2332
pretrain,4,41,11588,0.654618,0.875332,0.429730,0.680000,3777,2880
pretrain,4,47,11952,0.669344,0.870027,0.464865,0.677778,5058,3735
pretrain,5,1,12016,0.669344,0.870027,0.464865,0.684444,157,115
pretrain,5,6,12336,0.680054,0.835544,0.521622,0.702222,1143,876
pretrain,5,11,12656,0.680054,0.785146,0.572973,0.717778,2360,1766
pretrain,5,16,12976,0.689424,0.774536,0.602703,0.720000,3694,2715
pretrain,5,21,13296,0.678715,0.824934,0.529730,0.698889,5162,3903
pretrain,5,26,13616,0.649264,0.891247,0.402703,0.675556,6736,5185
pretrain,5,31,13936,0.651941,0.904509,0.394595,0.671111,8282,6490
pretrain,5,36,14256,0.659973,0.891247,0.424324,0.684444,10085,7937
pretrain,5,41,14576,0.690763,0.835544,0.543243,0.708889,11948,9468
pretrain,5,47,14940,0.725569,0.694960,0.756757,0.722222,14643,11571
pretrain,6,1,15004,0.726908,0.689655,0.764865,0.722222,399,302
pretrain,6,6,15324,0.717537,0.610080,0.827027,0.721111,2420,1795
pretrain,6,11,15644,0.728246,0.689655,0.767568,0.742222,4401,3399
pretrain,6,16,15964,0.728246,0.785146,0.670270,0.737778,6463,5221
pretrain,6,21,16284,0.744311,0.734748,0.754054,0.740000,8414,7207
pretrain,6,26,16604,0.746988,0.694960,0.800000,0.745556,10487,9378
pretrain,6,31,16924,0.757697,0.758621,0.756757,0.750000,12949,11800
pretrain,6,36,17244,0.745649,0.832891,0.656757,0.773333,15759,14652
pretrain,6,41,17564,0.708166,0.915119,0.497297,0.758889,18490,17778
pretrain,6,47,17928,0.759036,0.737401,0.781081,0.783333,21937,21833
pretrain,7,1,17992,0.742972,0.676393,0.810811,0.770000,554,613
pretrain,7,6,18312,0.745649,0.604775,0.889189,0.755556,3042,3394
pretrain,7,11,18632,0.752343,0.729443,0.775676,0.783333,5514,6167
pretrain,7,16,18952,0.712182,0.938992,0.481081,0.754444,8531,9320
pretrain,7,21,19272,0.726908,0.899204,0.551351,0.760000,10320,11773
pretrain,7,26,19592,0.768407,0.750663,0.786486,0.767778,13063,15067
pretrain,7,31,19912,0.744311,0.641910,0.848649,0.767778,14782,17312
pretrain,7,36,20232,0.759036,0.687003,0.832432,0.781111,16087,19101
pretrain,7,41,20552,0.776439,0.779841,0.772973,0.781111,17904,21229
pretrain,7,47,20916,0.733601,0.904509,0.559459,0.765556,20702,24624
pretrain,8,1,20980,0.724230,0.915119,0.529730,0.768889,369,417
pretrain,8,6,21300,0.728246,0.920424,0.532432,0.771111,1670,1807
pretrain,8,11,21620,0.753681,0.864721,0.640541,0.784444,3218,3337
pretrain,8,16,21940,0.769746,0.755968,0.783784,0.770000,5163,5147
pretrain,8,21,22260,0.767068,0.687003,0.848649,0.783333,6767,6704
pretrain,8,26,22580,0.765730,0.684350,0.848649,0.783333,7973,7993
pretrain,8,31,22900,0.773762,0.716180,0.832432,0.786667,9027,9383
pretrain,8,36,23220,0.791165,0.793103,0.789189,0.790000,10423,11123
pretrain,8,41,23540,0.776439,0.819629,0.732432,0.788889,11583,12571
pretrain,8,47,23904,0.779116,0.814324,0.743243,0.786667,13054,14085
pretrain,9,1,23968,0.776439,0.809019,0.743243,0.788889,191,204
pretrain,9,6,24288,0.777778,0.793103,0.762162,0.783333,1234,1202
pretrain,9,11,24608,0.787149,0.782493,0.791892,0.781111,2324,2118
pretrain,9,16,24928,0.787149,0.771883,0.802703,0.782222,3278,3084
pretrain,9,21,25248,0.783133,0.758621,0.808108,0.784444,3974,3975
pretrain,9,26,25568,0.788487,0.774536,0.802703,0.786667,4695,4937
pretrain,9,31,25888,0.788487,0.798408,0.778378,0.792222,5623,6011
