Phase,Epoch,Train_Loss,Val_Accuracy,Class0_Accuracy,Class1_Accuracy,Test_Accuracy,learning_rate
pretrain,1,0.703483,0.534600,0.208108,0.863760,0.504762,0.00010000
pretrain,2,0.692414,0.533243,0.981081,0.081744,0.550265,0.00009945
pretrain,3,0.687855,0.594301,0.956757,0.228883,0.576720,0.00009780
pretrain,4,0.663198,0.731343,0.929730,0.531335,0.713228,0.00009510
pretrain,5,0.570523,0.761194,0.810811,0.711172,0.772487,0.00009141
pretrain,6,0.509498,0.805970,0.840541,0.771117,0.796825,0.00008682
pretrain,7,0.479220,0.784261,0.902703,0.664850,0.788360,0.00008145
pretrain,8,0.465396,0.799186,0.740541,0.858311,0.800000,0.00007543
pretrain,9,0.447448,0.795115,0.856757,0.732970,0.813757,0.00006891
pretrain,10,0.430354,0.812754,0.797297,0.828338,0.811640,0.00006204
pretrain,11,0.430768,0.811398,0.832432,0.790191,0.819048,0.00005500
pretrain,12,0.433978,0.804613,0.824324,0.784741,0.826455,0.00004796
pretrain,13,0.418515,0.812754,0.813514,0.811989,0.819048,0.00004109
pretrain,14,0.414490,0.810041,0.816216,0.803815,0.817989,0.00003457
pretrain,15,0.410019,0.799186,0.827027,0.771117,0.820106,0.00002855
pretrain,16,0.412127,0.805970,0.824324,0.787466,0.823280,0.00002318
pretrain,17,0.407158,0.808684,0.816216,0.801090,0.816931,0.00001859
pretrain,18,0.409732,0.797829,0.816216,0.779292,0.819048,0.00001490
pretrain,19,0.399495,0.800543,0.821622,0.779292,0.822222,0.00001220
pretrain,20,0.399895,0.801900,0.824324,0.779292,0.816931,0.00001055
