Phase,Epoch,Train_Loss,Val_Accuracy,Class0_Accuracy,Class1_Accuracy,Test_Accuracy,learning_rate
pretrain,1,0.710758,0.504749,1.000000,0.000000,0.499471,0.00010000
pretrain,2,0.695833,0.495251,0.000000,1.000000,0.500529,0.00009945
pretrain,3,0.691164,0.495251,0.000000,1.000000,0.500529,0.00009780
pretrain,4,0.681664,0.567164,0.147849,0.994521,0.546032,0.00009510
pretrain,5,0.615312,0.743555,0.583333,0.906849,0.702646,0.00009141
pretrain,6,0.497278,0.782904,0.844086,0.720548,0.748148,0.00008682
pretrain,7,0.468848,0.781547,0.706989,0.857534,0.755556,0.00008145
pretrain,8,0.432006,0.789688,0.790323,0.789041,0.778836,0.00007543
pretrain,9,0.433111,0.788331,0.741935,0.835616,0.780952,0.00006891
pretrain,10,0.415311,0.796472,0.741935,0.852055,0.777778,0.00006204
pretrain,11,0.402515,0.797829,0.806452,0.789041,0.790476,0.00005500
pretrain,12,0.392125,0.792402,0.725806,0.860274,0.776720,0.00004796
pretrain,13,0.388096,0.803256,0.779570,0.827397,0.778836,0.00004109
pretrain,14,0.383373,0.791045,0.736559,0.846575,0.778836,0.00003457
pretrain,15,0.379550,0.805970,0.795699,0.816438,0.779894,0.00002855
pretrain,16,0.369908,0.799186,0.758065,0.841096,0.777778,0.00002318
pretrain,17,0.368485,0.800543,0.752688,0.849315,0.784127,0.00001859
pretrain,18,0.363769,0.799186,0.766129,0.832877,0.777778,0.00001490
pretrain,19,0.360388,0.801900,0.758065,0.846575,0.774603,0.00001220
pretrain,20,0.358056,0.800543,0.760753,0.841096,0.782011,0.00001055
