Phase,Epoch,Train_Loss,Val_Accuracy,Class0_Accuracy,Class1_Accuracy,Test_Accuracy,learning_rate
pretrain,1,0.728915,0.496608,0.000000,1.000000,0.493122,0.00010000
pretrain,2,0.698184,0.496608,0.000000,1.000000,0.493122,0.00009945
pretrain,3,0.693316,0.496608,0.000000,1.000000,0.493122,0.00009780
pretrain,4,0.693139,0.503392,1.000000,0.000000,0.506878,0.00009510
pretrain,5,0.693368,0.503392,1.000000,0.000000,0.506878,0.00009141
pretrain,6,0.693333,0.496608,0.000000,1.000000,0.493122,0.00008682
pretrain,7,0.693243,0.503392,1.000000,0.000000,0.506878,0.00008145
pretrain,8,0.693199,0.503392,1.000000,0.000000,0.506878,0.00007543
pretrain,9,0.692859,0.503392,1.000000,0.000000,0.506878,0.00006891
pretrain,10,0.693400,0.503392,1.000000,0.000000,0.506878,0.00006204
pretrain,11,0.693093,0.503392,1.000000,0.000000,0.506878,0.00005500
pretrain,12,0.693336,0.503392,1.000000,0.000000,0.506878,0.00004796
pretrain,13,0.693166,0.496608,0.000000,1.000000,0.493122,0.00004109
pretrain,14,0.693232,0.504749,1.000000,0.002732,0.506878,0.00003457
pretrain,15,0.693010,0.503392,1.000000,0.000000,0.506878,0.00002855
pretrain,16,0.693076,0.503392,1.000000,0.000000,0.506878,0.00002318
pretrain,17,0.693105,0.503392,1.000000,0.000000,0.506878,0.00001859
pretrain,18,0.693228,0.503392,1.000000,0.000000,0.506878,0.00001490
pretrain,19,0.693005,0.503392,1.000000,0.000000,0.506878,0.00001220
pretrain,20,0.693283,0.503392,1.000000,0.000000,0.506878,0.00001055
