Phase,Epoch,Train_Loss,Val_Accuracy,Class0_Accuracy,Class1_Accuracy,Test_Accuracy,learning_rate
pretrain,1,0.715987,0.504685,1.000000,0.000000,0.501111,0.00010000
pretrain,2,0.698189,0.504685,1.000000,0.000000,0.501111,0.00009945
pretrain,3,0.693304,0.504685,1.000000,0.000000,0.501111,0.00009780
pretrain,4,0.692394,0.504685,1.000000,0.000000,0.501111,0.00009510
pretrain,5,0.691314,0.504685,1.000000,0.000000,0.501111,0.00009141
pretrain,6,0.686693,0.579652,0.994695,0.156757,0.562222,0.00008682
pretrain,7,0.641071,0.775100,0.766578,0.783784,0.765556,0.00008145
pretrain,8,0.528078,0.710843,0.968170,0.448649,0.716667,0.00007543
pretrain,9,0.487537,0.783133,0.843501,0.721622,0.793333,0.00006891
pretrain,10,0.448809,0.779116,0.795756,0.762162,0.797778,0.00006204
pretrain,11,0.433790,0.775100,0.740053,0.810811,0.803333,0.00005500
pretrain,12,0.414345,0.792503,0.740053,0.845946,0.800000,0.00004796
pretrain,13,0.407708,0.792503,0.785146,0.800000,0.805556,0.00004109
pretrain,14,0.397524,0.785810,0.732095,0.840541,0.804444,0.00003457
pretrain,15,0.396160,0.788487,0.766578,0.810811,0.811111,0.00002855
pretrain,16,0.387935,0.777778,0.726790,0.829730,0.807778,0.00002318
pretrain,17,0.379267,0.787149,0.753316,0.821622,0.810000,0.00001859
pretrain,18,0.390290,0.781794,0.748011,0.816216,0.810000,0.00001490
pretrain,19,0.386450,0.784471,0.753316,0.816216,0.810000,0.00001220
pretrain,20,0.381458,0.789826,0.763926,0.816216,0.813333,0.00001055
