Phase,Epoch,Train_Loss,Val_Accuracy,Class0_Accuracy,Class1_Accuracy,Test_Accuracy,learning_rate
pretrain,1,0.695709,0.633199,0.832891,0.429730,0.630000,0.00010000
pretrain,2,0.650746,0.730924,0.687003,0.775676,0.733333,0.00009945
pretrain,3,0.525187,0.721553,0.949602,0.489189,0.710000,0.00009780
pretrain,4,0.490379,0.781794,0.779841,0.783784,0.748889,0.00009510
pretrain,5,0.428002,0.789826,0.742706,0.837838,0.746667,0.00009141
pretrain,6,0.412172,0.793842,0.793103,0.794595,0.757778,0.00008682
pretrain,7,0.393194,0.797858,0.803714,0.791892,0.763333,0.00008145
pretrain,8,0.378918,0.804552,0.774536,0.835135,0.771111,0.00007543
pretrain,9,0.366760,0.805890,0.830239,0.781081,0.764444,0.00006891
pretrain,10,0.367847,0.803213,0.824934,0.781081,0.755556,0.00006204
pretrain,11,0.356169,0.801874,0.729443,0.875676,0.757778,0.00005500
pretrain,12,0.349247,0.808568,0.824934,0.791892,0.757778,0.00004796
pretrain,13,0.340011,0.811245,0.782493,0.840541,0.752222,0.00004109
pretrain,14,0.326162,0.812584,0.809019,0.816216,0.761111,0.00003457
pretrain,15,0.316512,0.801874,0.771883,0.832432,0.761111,0.00002855
pretrain,16,0.319078,0.792503,0.790451,0.794595,0.761111,0.00002318
pretrain,17,0.313574,0.799197,0.785146,0.813514,0.758889,0.00001859
pretrain,18,0.306009,0.801874,0.769231,0.835135,0.751111,0.00001490
pretrain,19,0.308477,0.804552,0.785146,0.824324,0.754444,0.00001220
pretrain,20,0.300962,0.801874,0.785146,0.818919,0.763333,0.00001055
