Phase,Epoch,BatchIdx,SamplesSeen,Val_Accuracy,Class0_Accuracy,Class1_Accuracy,Test_Accuracy,LTP_crossings,LTD_crossings
pretrain,1,1,64,0.495251,0.000000,1.000000,0.500529,0,0
pretrain,1,6,384,0.495251,0.000000,1.000000,0.500529,0,0
pretrain,1,11,704,0.493894,0.000000,0.997260,0.500529,0,0
pretrain,1,16,1024,0.495251,0.000000,1.000000,0.500529,19,11
pretrain,1,21,1344,0.495251,0.000000,1.000000,0.501587,5333,4304
pretrain,1,26,1664,0.495251,0.000000,1.000000,0.501587,12178,12107
pretrain,1,31,1984,0.495251,0.000000,1.000000,0.499471,16925,17214
pretrain,1,36,2304,0.492537,0.000000,0.994521,0.502646,22103,21081
pretrain,1,41,2624,0.493894,0.000000,0.997260,0.499471,27442,26342
pretrain,1,47,2953,0.491180,0.000000,0.991781,0.502646,34591,33492
pretrain,2,1,3017,0.491180,0.000000,0.991781,0.502646,929,825
pretrain,2,6,3337,0.489824,0.000000,0.989041,0.498413,6767,5681
pretrain,2,11,3657,0.493894,0.000000,0.997260,0.501587,13472,11790
pretrain,2,16,3977,0.491180,0.000000,0.991781,0.500529,19503,17284
pretrain,2,21,4297,0.489824,0.000000,0.989041,0.499471,23993,21668
pretrain,2,26,4617,0.491180,0.000000,0.991781,0.499471,28261,25940
pretrain,2,31,4937,0.489824,0.000000,0.989041,0.501587,33086,30303
pretrain,2,36,5257,0.489824,0.000000,0.989041,0.502646,37194,34189
pretrain,2,41,5577,0.491180,0.000000,0.991781,0.496296,41132,37570
pretrain,2,47,5906,0.489824,0.000000,0.989041,0.497354,44589,41064
pretrain,3,1,5970,0.487110,0.000000,0.983562,0.502646,370,414
pretrain,3,6,6290,0.493894,0.005376,0.991781,0.501587,2514,2440
pretrain,3,11,6610,0.492537,0.002688,0.991781,0.496296,4614,4238
pretrain,3,16,6930,0.491180,0.000000,0.991781,0.499471,6340,5764
pretrain,3,21,7250,0.491180,0.000000,0.991781,0.500529,7784,7129
pretrain,3,26,7570,0.489824,0.000000,0.989041,0.500529,9191,8728
pretrain,3,31,7890,0.491180,0.005376,0.986301,0.500529,10342,10256
pretrain,3,36,8210,0.487110,0.005376,0.978082,0.498413,11348,11517
pretrain,3,41,8530,0.489824,0.013441,0.975342,0.496296,12221,12684
pretrain,3,47,8859,0.485753,0.008065,0.972603,0.494180,13118,13889
pretrain,4,1,8923,0.489824,0.013441,0.975342,0.501587,133,168
pretrain,4,6,9243,0.492537,0.005376,0.989041,0.502646,833,880
pretrain,4,11,9563,0.483039,0.002688,0.972603,0.506878,1539,1724
pretrain,4,16,9883,0.497965,0.018817,0.986301,0.499471,2196,2458
pretrain,4,21,10203,0.495251,0.032258,0.967123,0.501587,2890,3136
pretrain,4,26,10523,0.491180,0.043011,0.947945,0.495238,3634,3869
pretrain,4,31,10843,0.493894,0.163978,0.830137,0.506878,4306,4571
pretrain,4,36,11163,0.522388,0.814516,0.224658,0.508995,4808,5159
pretrain,4,41,11483,0.526459,0.913978,0.131507,0.524868,5170,5553
pretrain,4,47,11812,0.541384,0.836022,0.241096,0.499471,5454,5876
pretrain,5,1,11876,0.523745,0.825269,0.216438,0.511111,48,66
pretrain,5,6,12196,0.507463,0.615591,0.397260,0.518519,241,366
pretrain,5,11,12516,0.531886,0.344086,0.723288,0.510053,406,586
pretrain,5,16,12836,0.507463,0.193548,0.827397,0.499471,585,748
pretrain,5,21,13156,0.493894,0.177419,0.816438,0.481481,801,998
pretrain,5,26,13476,0.459973,0.137097,0.789041,0.494180,1119,1318
pretrain,5,31,13796,0.480326,0.139785,0.827397,0.504762,1393,1631
