Phase,Epoch,Train_Loss,Val_Accuracy,Class0_Accuracy,Class1_Accuracy,Test_Accuracy,learning_rate
pretrain,1,0.701043,0.500678,0.965054,0.027397,0.491005,0.00010000
pretrain,2,0.695969,0.507463,1.000000,0.005479,0.499471,0.00009945
pretrain,3,0.693412,0.504749,1.000000,0.000000,0.499471,0.00009780
pretrain,4,0.693318,0.507463,0.997312,0.008219,0.500529,0.00009510
pretrain,5,0.691950,0.552239,0.983871,0.112329,0.536508,0.00009141
pretrain,6,0.689097,0.704206,0.801075,0.605479,0.650794,0.00008682
pretrain,7,0.677485,0.740841,0.793011,0.687671,0.700529,0.00008145
pretrain,8,0.640539,0.773406,0.879032,0.665753,0.738624,0.00007543
pretrain,9,0.536969,0.804613,0.760753,0.849315,0.753439,0.00006891
pretrain,10,0.488526,0.812754,0.809140,0.816438,0.776720,0.00006204
pretrain,11,0.456435,0.827680,0.846774,0.808219,0.761905,0.00005500
pretrain,12,0.441130,0.818182,0.817204,0.819178,0.780952,0.00004796
pretrain,13,0.437329,0.823609,0.803763,0.843836,0.774603,0.00004109
pretrain,14,0.426413,0.823609,0.817204,0.830137,0.779894,0.00003457
pretrain,15,0.423585,0.820896,0.811828,0.830137,0.778836,0.00002855
pretrain,16,0.430444,0.822252,0.825269,0.819178,0.780952,0.00002318
pretrain,17,0.425595,0.827680,0.817204,0.838356,0.779894,0.00001859
pretrain,18,0.431763,0.823609,0.814516,0.832877,0.777778,0.00001490
pretrain,19,0.418442,0.819539,0.801075,0.838356,0.777778,0.00001220
pretrain,20,0.421378,0.818182,0.806452,0.830137,0.784127,0.00001055
