Phase,Epoch,Train_Loss,Val_Accuracy,Class0_Accuracy,Class1_Accuracy,Test_Accuracy,learning_rate
pretrain,1,0.701789,0.504685,1.000000,0.000000,0.501111,0.00010000
pretrain,2,0.695167,0.504685,1.000000,0.000000,0.501111,0.00009945
pretrain,3,0.693376,0.495315,0.000000,1.000000,0.498889,0.00009780
pretrain,4,0.692995,0.504685,1.000000,0.000000,0.501111,0.00009510
pretrain,5,0.693258,0.504685,1.000000,0.000000,0.501111,0.00009141
pretrain,6,0.692734,0.504685,1.000000,0.000000,0.501111,0.00008682
pretrain,7,0.692870,0.506024,0.997347,0.005405,0.511111,0.00008145
pretrain,8,0.691179,0.638554,0.912467,0.359459,0.672222,0.00007543
pretrain,9,0.687719,0.697456,0.819629,0.572973,0.721111,0.00006891
pretrain,10,0.674490,0.737617,0.713528,0.762162,0.743333,0.00006204
pretrain,11,0.635921,0.726908,0.912467,0.537838,0.758889,0.00005500
pretrain,12,0.559291,0.764391,0.814324,0.713514,0.780000,0.00004796
pretrain,13,0.498429,0.769746,0.726790,0.813514,0.777778,0.00004109
pretrain,14,0.481880,0.777778,0.811671,0.743243,0.788889,0.00003457
pretrain,15,0.457020,0.788487,0.769231,0.808108,0.782222,0.00002855
pretrain,16,0.456458,0.789826,0.777188,0.802703,0.785556,0.00002318
pretrain,17,0.446653,0.791165,0.771883,0.810811,0.785556,0.00001859
pretrain,18,0.443848,0.788487,0.769231,0.808108,0.788889,0.00001490
pretrain,19,0.441896,0.793842,0.777188,0.810811,0.786667,0.00001220
pretrain,20,0.441847,0.789826,0.779841,0.800000,0.790000,0.00001055
