Phase,Epoch,BatchIdx,SamplesSeen,Val_Accuracy,Class0_Accuracy,Class1_Accuracy,Test_Accuracy,LTP_crossings,LTD_crossings
pretrain,1,1,64,0.502035,1.000000,0.000000,0.511111,0,0
pretrain,1,6,384,0.502035,1.000000,0.000000,0.512169,0,0
pretrain,1,11,704,0.502035,1.000000,0.000000,0.511111,0,0
pretrain,1,16,1024,0.502035,1.000000,0.000000,0.511111,3,0
pretrain,1,21,1344,0.503392,1.000000,0.002725,0.512169,1983,907
pretrain,1,26,1664,0.563094,0.235135,0.893733,0.608466,5938,4177
pretrain,1,31,1984,0.561737,0.229730,0.896458,0.602116,10397,7537
pretrain,1,36,2304,0.610583,0.667568,0.553134,0.655026,14261,10597
pretrain,1,41,2624,0.567164,0.905405,0.226158,0.595767,17525,13284
pretrain,1,47,2953,0.568521,0.918919,0.215259,0.590476,20695,16346
pretrain,2,1,3017,0.575305,0.916216,0.231608,0.591534,567,517
pretrain,2,6,3337,0.587517,0.910811,0.261580,0.586243,3322,3305
pretrain,2,11,3657,0.602442,0.891892,0.310627,0.603175,5495,5710
pretrain,2,16,3977,0.626866,0.800000,0.452316,0.646561,8173,7969
pretrain,2,21,4297,0.648575,0.724324,0.572207,0.667725,10982,10230
pretrain,2,26,4617,0.645862,0.564865,0.727520,0.665608,13808,12379
pretrain,2,31,4937,0.629579,0.483784,0.776567,0.666667,16033,14409
pretrain,2,36,5257,0.630936,0.464865,0.798365,0.664550,18078,16335
pretrain,2,41,5577,0.601085,0.372973,0.831063,0.641270,20116,18485
pretrain,2,47,5906,0.605156,0.340541,0.871935,0.639153,22975,21412
pretrain,3,1,5970,0.607870,0.351351,0.866485,0.642328,472,540
pretrain,3,6,6290,0.618725,0.416216,0.822888,0.652910,2992,3307
pretrain,3,11,6610,0.632293,0.416216,0.850136,0.659259,5823,6133
pretrain,3,16,6930,0.687924,0.594595,0.782016,0.693122,8939,9204
pretrain,3,21,7250,0.696065,0.743243,0.648501,0.712169,12081,12277
pretrain,3,26,7570,0.706920,0.670270,0.743869,0.706878,15859,15551
pretrain,3,31,7890,0.697422,0.562162,0.833787,0.710053,19838,19019
pretrain,3,36,8210,0.725916,0.694595,0.757493,0.722751,23669,22999
pretrain,3,41,8530,0.713704,0.908108,0.517711,0.725926,27732,27352
pretrain,3,47,8859,0.750339,0.864865,0.634877,0.749206,32319,32145
pretrain,4,1,8923,0.757123,0.802703,0.711172,0.752381,981,894
pretrain,4,6,9243,0.743555,0.621622,0.866485,0.766138,5243,5146
pretrain,4,11,9563,0.743555,0.816216,0.670300,0.752381,9025,9654
pretrain,4,16,9883,0.716418,0.943243,0.487738,0.718519,13033,14539
pretrain,4,21,10203,0.736771,0.632432,0.841962,0.779894,17693,20154
pretrain,4,26,10523,0.689281,0.418919,0.961853,0.716402,21823,25366
pretrain,4,31,10843,0.744912,0.651351,0.839237,0.773545,25503,30152
pretrain,4,36,11163,0.735414,0.854054,0.615804,0.755556,29637,35445
pretrain,4,41,11483,0.731343,0.867568,0.594005,0.758730,32710,39084
pretrain,4,47,11812,0.753053,0.797297,0.708447,0.773545,36411,43183
pretrain,5,1,11876,0.746269,0.770270,0.722071,0.775661,668,718
pretrain,5,6,12196,0.761194,0.708108,0.814714,0.784127,3714,4125
pretrain,5,11,12516,0.763908,0.713514,0.814714,0.782011,6352,6932
pretrain,5,16,12836,0.766621,0.759459,0.773842,0.788360,9054,10105
pretrain,5,21,13156,0.761194,0.843243,0.678474,0.779894,12187,13534
pretrain,5,26,13476,0.774763,0.797297,0.752044,0.794709,15072,16251
pretrain,5,31,13796,0.774763,0.745946,0.803815,0.797884,17829,18688
pretrain,5,36,14116,0.774763,0.729730,0.820163,0.792593,20398,21018
pretrain,5,41,14436,0.774763,0.751351,0.798365,0.806349,22919,23323
pretrain,5,47,14765,0.774763,0.835135,0.713896,0.794709,26444,26291
pretrain,6,1,14829,0.766621,0.845946,0.686649,0.790476,674,563
pretrain,6,6,15149,0.765265,0.848649,0.681199,0.788360,3249,2985
pretrain,6,11,15469,0.765265,0.767568,0.762943,0.804233,5803,5286
pretrain,6,16,15789,0.773406,0.672973,0.874659,0.788360,8376,7599
pretrain,6,21,16109,0.773406,0.678378,0.869210,0.792593,10018,9152
pretrain,6,26,16429,0.765265,0.772973,0.757493,0.814815,12533,11190
pretrain,6,31,16749,0.761194,0.875676,0.645777,0.789418,14922,13409
pretrain,6,36,17069,0.757123,0.891892,0.621253,0.780952,16730,15083
pretrain,6,41,17389,0.759837,0.862162,0.656676,0.798942,18821,16837
pretrain,6,47,17718,0.776119,0.754054,0.798365,0.807407,22241,19932
pretrain,7,1,17782,0.774763,0.740541,0.809264,0.804233,533,513
pretrain,7,6,18102,0.770692,0.672973,0.869210,0.798942,3022,2674
pretrain,7,11,18422,0.767978,0.667568,0.869210,0.802116,4736,4242
pretrain,7,16,18742,0.776119,0.694595,0.858311,0.801058,6531,5882
pretrain,7,21,19062,0.770692,0.718919,0.822888,0.801058,8367,7579
pretrain,7,26,19382,0.770692,0.781081,0.760218,0.808466,10606,9585
pretrain,7,31,19702,0.765265,0.843243,0.686649,0.819048,12969,11768
pretrain,7,36,20022,0.762551,0.867568,0.656676,0.803175,14586,13275
pretrain,7,41,20342,0.769335,0.856757,0.681199,0.808466,15725,14590
pretrain,7,47,20671,0.782904,0.827027,0.738420,0.823280,17548,16488
pretrain,8,1,20735,0.786974,0.824324,0.749319,0.820106,279,299
pretrain,8,6,21055,0.776119,0.772973,0.779292,0.822222,1700,1952
pretrain,8,11,21375,0.773406,0.737838,0.809264,0.819048,3021,3489
pretrain,8,16,21695,0.780190,0.702703,0.858311,0.810582,4414,5285
pretrain,8,21,22015,0.777476,0.705405,0.850136,0.811640,5732,6796
pretrain,8,26,22335,0.770692,0.727027,0.814714,0.809524,6988,8043
pretrain,8,31,22655,0.776119,0.756757,0.795640,0.808466,8345,9342
pretrain,8,36,22975,0.772049,0.767568,0.776567,0.814815,9504,10327
pretrain,8,41,23295,0.767978,0.775676,0.760218,0.810582,10377,11188
pretrain,8,47,23624,0.766621,0.797297,0.735695,0.809524,11607,12247
pretrain,9,1,23688,0.765265,0.808108,0.722071,0.806349,237,190
pretrain,9,6,24008,0.758480,0.816216,0.700272,0.811640,1361,1368
pretrain,9,11,24328,0.769335,0.829730,0.708447,0.814815,2517,2665
pretrain,9,16,24648,0.773406,0.813514,0.732970,0.820106,3760,3931
pretrain,9,21,24968,0.774763,0.810811,0.738420,0.823280,4827,5039
pretrain,9,26,25288,0.774763,0.797297,0.752044,0.824339,5920,6015
pretrain,9,31,25608,0.786974,0.791892,0.782016,0.821164,7054,6991
pretrain,9,36,25928,0.786974,0.778378,0.795640,0.819048,8102,7977
pretrain,9,41,26248,0.791045,0.770270,0.811989,0.815873,9057,9000
pretrain,9,47,26577,0.781547,0.745946,0.817439,0.813757,10199,10549
pretrain,10,1,26641,0.780190,0.743243,0.817439,0.810582,208,237
pretrain,10,6,26961,0.774763,0.743243,0.806540,0.813757,1229,1266
pretrain,10,11,27281,0.770692,0.764865,0.776567,0.819048,2367,2301
pretrain,10,16,27601,0.776119,0.786486,0.765668,0.820106,3296,3265
pretrain,10,21,27921,0.767978,0.789189,0.746594,0.820106,4153,4059
pretrain,10,26,28241,0.772049,0.786486,0.757493,0.817989,5024,4775
pretrain,10,31,28561,0.769335,0.778378,0.760218,0.819048,5887,5437
pretrain,10,36,28881,0.778833,0.783784,0.773842,0.816931,6759,6268
pretrain,10,41,29201,0.788331,0.789189,0.787466,0.821164,7682,7067
pretrain,10,47,29530,0.780190,0.781081,0.779292,0.826455,8642,8128
pretrain,11,1,29594,0.782904,0.783784,0.782016,0.822222,163,162
pretrain,11,6,29914,0.780190,0.770270,0.790191,0.828571,968,888
pretrain,11,11,30234,0.786974,0.778378,0.795640,0.828571,1643,1579
pretrain,11,16,30554,0.784261,0.775676,0.792916,0.829630,2261,2216
pretrain,11,21,30874,0.785617,0.772973,0.798365,0.829630,2726,2774
pretrain,11,26,31194,0.784261,0.772973,0.795640,0.831746,3246,3327
pretrain,11,31,31514,0.785617,0.772973,0.798365,0.825397,3755,3901
