Phase,Epoch,Train_Loss,Val_Accuracy,Class0_Accuracy,Class1_Accuracy,Test_Accuracy,learning_rate
pretrain,1,0.710622,0.496608,0.000000,1.000000,0.493122,0.00010000
pretrain,2,0.694165,0.624152,0.768194,0.478142,0.635979,0.00009945
pretrain,3,0.692689,0.637720,0.851752,0.420765,0.640212,0.00009780
pretrain,4,0.690964,0.664858,0.838275,0.489071,0.659259,0.00009510
pretrain,5,0.681194,0.708277,0.797844,0.617486,0.711111,0.00009141
pretrain,6,0.640143,0.713704,0.921833,0.502732,0.723810,0.00008682
pretrain,7,0.570483,0.769335,0.649596,0.890710,0.760847,0.00008145
pretrain,8,0.501186,0.785617,0.789757,0.781421,0.788360,0.00007543
pretrain,9,0.479159,0.800543,0.816712,0.784153,0.793651,0.00006891
pretrain,10,0.452351,0.788331,0.789757,0.786885,0.802116,0.00006204
pretrain,11,0.454942,0.789688,0.765499,0.814208,0.808466,0.00005500
pretrain,12,0.429526,0.791045,0.795148,0.786885,0.803175,0.00004796
pretrain,13,0.426555,0.791045,0.784367,0.797814,0.803175,0.00004109
pretrain,14,0.416474,0.791045,0.789757,0.792350,0.803175,0.00003457
pretrain,15,0.416264,0.795115,0.787062,0.803279,0.805291,0.00002855
pretrain,16,0.414510,0.796472,0.784367,0.808743,0.808466,0.00002318
pretrain,17,0.416385,0.792402,0.776280,0.808743,0.807407,0.00001859
pretrain,18,0.413970,0.795115,0.784367,0.806011,0.808466,0.00001490
pretrain,19,0.417234,0.796472,0.789757,0.803279,0.806349,0.00001220
pretrain,20,0.412679,0.797829,0.784367,0.811475,0.808466,0.00001055
