Phase,Epoch,Train_Loss,Val_Accuracy,Class0_Accuracy,Class1_Accuracy,Test_Accuracy,learning_rate
pretrain,1,0.712785,0.503392,1.000000,0.000000,0.506878,0.00010000
pretrain,2,0.695524,0.503392,1.000000,0.000000,0.506878,0.00009945
pretrain,3,0.691770,0.503392,1.000000,0.000000,0.506878,0.00009780
pretrain,4,0.685324,0.514247,0.994609,0.027322,0.516402,0.00009510
pretrain,5,0.648122,0.672999,0.948787,0.393443,0.677249,0.00009141
pretrain,6,0.551844,0.770692,0.878706,0.661202,0.764021,0.00008682
pretrain,7,0.485274,0.797829,0.754717,0.841530,0.797884,0.00008145
pretrain,8,0.454304,0.786974,0.805930,0.767760,0.796825,0.00007543
pretrain,9,0.437693,0.782904,0.795148,0.770492,0.801058,0.00006891
pretrain,10,0.432331,0.785617,0.811321,0.759563,0.792593,0.00006204
pretrain,11,0.429899,0.772049,0.681941,0.863388,0.812698,0.00005500
pretrain,12,0.412110,0.793758,0.787062,0.800546,0.801058,0.00004796
pretrain,13,0.405511,0.781547,0.784367,0.778689,0.810582,0.00004109
pretrain,14,0.408661,0.791045,0.727763,0.855191,0.821164,0.00003457
pretrain,15,0.393186,0.795115,0.765499,0.825137,0.810582,0.00002855
pretrain,16,0.389921,0.796472,0.765499,0.827869,0.813757,0.00002318
pretrain,17,0.389664,0.786974,0.757412,0.816940,0.816931,0.00001859
pretrain,18,0.385117,0.788331,0.765499,0.811475,0.814815,0.00001490
pretrain,19,0.389996,0.793758,0.770889,0.816940,0.814815,0.00001220
pretrain,20,0.388184,0.796472,0.770889,0.822404,0.816931,0.00001055
