Phase,Epoch,Train_Loss,Val_Accuracy,Class0_Accuracy,Class1_Accuracy,Test_Accuracy,learning_rate
pretrain,1,0.712608,0.480589,0.708223,0.248649,0.455556,0.00010000
pretrain,2,0.697022,0.495315,0.000000,1.000000,0.498889,0.00009945
pretrain,3,0.694307,0.495315,0.000000,1.000000,0.498889,0.00009780
pretrain,4,0.690844,0.495315,0.000000,1.000000,0.498889,0.00009510
pretrain,5,0.680168,0.677376,0.429708,0.929730,0.665556,0.00009141
pretrain,6,0.590238,0.764391,0.901857,0.624324,0.728889,0.00008682
pretrain,7,0.501423,0.714859,0.480106,0.954054,0.665556,0.00008145
pretrain,8,0.481948,0.793842,0.737401,0.851351,0.743333,0.00007543
pretrain,9,0.435487,0.804552,0.848806,0.759459,0.741111,0.00006891
pretrain,10,0.438194,0.787149,0.697613,0.878378,0.740000,0.00006204
pretrain,11,0.410288,0.819277,0.822281,0.816216,0.751111,0.00005500
pretrain,12,0.399639,0.811245,0.785146,0.837838,0.752222,0.00004796
pretrain,13,0.393580,0.817938,0.816976,0.818919,0.756667,0.00004109
pretrain,14,0.390728,0.816600,0.816976,0.816216,0.755556,0.00003457
pretrain,15,0.380395,0.815261,0.809019,0.821622,0.755556,0.00002855
pretrain,16,0.378516,0.805890,0.803714,0.808108,0.748889,0.00002318
pretrain,17,0.376041,0.816600,0.819629,0.813514,0.755556,0.00001859
pretrain,18,0.370854,0.819277,0.835544,0.802703,0.756667,0.00001490
pretrain,19,0.368819,0.815261,0.830239,0.800000,0.750000,0.00001220
pretrain,20,0.366540,0.815261,0.824934,0.805405,0.753333,0.00001055
