Phase,Epoch,Train_Loss,Val_Accuracy,Class0_Accuracy,Class1_Accuracy,Test_Accuracy,learning_rate
pretrain,1,0.698557,0.504749,1.000000,0.000000,0.499471,0.00010000
pretrain,2,0.690491,0.621438,0.892473,0.345205,0.597884,0.00009945
pretrain,3,0.678056,0.720488,0.803763,0.635616,0.673016,0.00009780
pretrain,4,0.619132,0.774763,0.639785,0.912329,0.728042,0.00009510
pretrain,5,0.518770,0.804613,0.836022,0.772603,0.746032,0.00009141
pretrain,6,0.466262,0.786974,0.672043,0.904110,0.739683,0.00008682
pretrain,7,0.459000,0.795115,0.728495,0.863014,0.765079,0.00008145
pretrain,8,0.444920,0.803256,0.774194,0.832877,0.765079,0.00007543
pretrain,9,0.445754,0.795115,0.752688,0.838356,0.756614,0.00006891
pretrain,10,0.439067,0.805970,0.814516,0.797260,0.757672,0.00006204
pretrain,11,0.438221,0.812754,0.782258,0.843836,0.755556,0.00005500
pretrain,12,0.436213,0.811398,0.771505,0.852055,0.748148,0.00004796
pretrain,13,0.444129,0.808684,0.787634,0.830137,0.744974,0.00004109
pretrain,14,0.436899,0.818182,0.776882,0.860274,0.740741,0.00003457
pretrain,15,0.434690,0.819539,0.768817,0.871233,0.739683,0.00002855
pretrain,16,0.437673,0.826323,0.782258,0.871233,0.736508,0.00002318
pretrain,17,0.438146,0.815468,0.774194,0.857534,0.747090,0.00001859
pretrain,18,0.440156,0.811398,0.758065,0.865753,0.740741,0.00001490
pretrain,19,0.435527,0.819539,0.760753,0.879452,0.736508,0.00001220
pretrain,20,0.440571,0.808684,0.750000,0.868493,0.733333,0.00001055
