Phase,Epoch,Train_Loss,Val_Accuracy,Class0_Accuracy,Class1_Accuracy,Test_Accuracy,learning_rate
pretrain,1,0.715868,0.504685,1.000000,0.000000,0.501111,0.00010000
pretrain,2,0.698350,0.504685,1.000000,0.000000,0.501111,0.00009945
pretrain,3,0.693343,0.504685,1.000000,0.000000,0.501111,0.00009780
pretrain,4,0.692627,0.504685,1.000000,0.000000,0.501111,0.00009510
pretrain,5,0.691797,0.504685,1.000000,0.000000,0.501111,0.00009141
pretrain,6,0.688839,0.512718,1.000000,0.016216,0.506667,0.00008682
pretrain,7,0.657320,0.769746,0.748011,0.791892,0.762222,0.00008145
pretrain,8,0.543900,0.730924,0.941645,0.516216,0.742222,0.00007543
pretrain,9,0.494701,0.783133,0.875332,0.689189,0.776667,0.00006891
pretrain,10,0.454027,0.776439,0.835544,0.716216,0.796667,0.00006204
pretrain,11,0.436737,0.780455,0.795756,0.764865,0.798889,0.00005500
pretrain,12,0.420379,0.791165,0.755968,0.827027,0.803333,0.00004796
pretrain,13,0.404809,0.785810,0.782493,0.789189,0.800000,0.00004109
pretrain,14,0.404007,0.793842,0.745358,0.843243,0.810000,0.00003457
pretrain,15,0.400522,0.795181,0.785146,0.805405,0.811111,0.00002855
pretrain,16,0.389497,0.787149,0.777188,0.797297,0.813333,0.00002318
pretrain,17,0.389281,0.791165,0.785146,0.797297,0.810000,0.00001859
pretrain,18,0.387901,0.792503,0.785146,0.800000,0.808889,0.00001490
pretrain,19,0.382130,0.788487,0.777188,0.800000,0.811111,0.00001220
pretrain,20,0.384810,0.792503,0.785146,0.800000,0.813333,0.00001055
