Phase,Epoch,BatchIdx,SamplesSeen,Val_Accuracy,Class0_Accuracy,Class1_Accuracy,Test_Accuracy,LTP_crossings,LTD_crossings
pretrain,1,1,64,0.518072,0.984085,0.043243,0.516667,0,0
pretrain,1,6,384,0.516734,0.986737,0.037838,0.513333,0,0
pretrain,1,11,704,0.520750,0.984085,0.048649,0.512222,0,0
pretrain,1,16,1024,0.523427,0.978780,0.059459,0.516667,5,10
pretrain,1,21,1344,0.564926,0.925729,0.197297,0.571111,1263,1587
pretrain,1,26,1664,0.633199,0.779841,0.483784,0.637778,4427,5700
pretrain,1,31,1984,0.572959,0.270557,0.881081,0.583333,8278,9487
pretrain,1,36,2304,0.560910,0.188329,0.940541,0.565556,12363,13262
pretrain,1,41,2624,0.638554,0.511936,0.767568,0.632222,16010,16995
pretrain,1,47,2988,0.657296,0.742706,0.570270,0.641111,19459,20457
pretrain,2,1,3052,0.657296,0.771883,0.540541,0.644444,650,443
pretrain,2,6,3372,0.630522,0.854111,0.402703,0.625556,3608,2542
pretrain,2,11,3692,0.638554,0.838196,0.435135,0.644444,6330,4657
pretrain,2,16,4012,0.661312,0.742706,0.578378,0.658889,8983,7138
pretrain,2,21,4332,0.680054,0.692308,0.667568,0.657778,11418,9668
pretrain,2,26,4652,0.662651,0.596817,0.729730,0.647778,13970,12283
pretrain,2,31,4972,0.650602,0.474801,0.829730,0.642222,16749,14745
pretrain,2,36,5292,0.654618,0.472149,0.840541,0.642222,19602,17058
pretrain,2,41,5612,0.638554,0.413793,0.867568,0.628889,22124,19392
pretrain,2,47,5976,0.678715,0.572944,0.786486,0.670000,25645,22509
pretrain,3,1,6040,0.686747,0.618037,0.756757,0.673333,670,657
pretrain,3,6,6360,0.704150,0.700265,0.708108,0.687778,3708,3629
pretrain,3,11,6680,0.706827,0.763926,0.648649,0.690000,6809,6936
pretrain,3,16,7000,0.712182,0.761273,0.662162,0.694444,9840,10050
pretrain,3,21,7320,0.709505,0.641910,0.778378,0.711111,13392,13714
pretrain,3,26,7640,0.724230,0.578249,0.872973,0.712222,17470,17710
pretrain,3,31,7960,0.697456,0.474801,0.924324,0.680000,21520,22198
pretrain,3,36,8280,0.722892,0.867374,0.575676,0.725556,26405,27185
pretrain,3,41,8600,0.742972,0.803714,0.681081,0.738889,30382,32914
pretrain,3,47,8964,0.746988,0.787798,0.705405,0.741111,35510,40638
pretrain,4,1,9028,0.749665,0.816976,0.681081,0.741111,843,1138
pretrain,4,6,9348,0.749665,0.774536,0.724324,0.733333,4659,6310
pretrain,4,11,9668,0.759036,0.729443,0.789189,0.744444,8199,11196
pretrain,4,16,9988,0.741633,0.901857,0.578378,0.736667,12487,16106
pretrain,4,21,10308,0.764391,0.740053,0.789189,0.748889,16005,20431
pretrain,4,26,10628,0.712182,0.474801,0.954054,0.695556,19736,25172
pretrain,4,31,10948,0.741633,0.572944,0.913514,0.724444,22833,28932
pretrain,4,36,11268,0.682731,0.968170,0.391892,0.672222,30249,35266
pretrain,4,41,11588,0.665328,0.970822,0.354054,0.664444,33705,38759
pretrain,4,47,11952,0.772423,0.891247,0.651351,0.727778,39889,44825
pretrain,5,1,12016,0.792503,0.862069,0.721622,0.734444,1166,1264
pretrain,5,6,12336,0.752343,0.607427,0.900000,0.726667,6768,7186
pretrain,5,11,12656,0.722892,0.482759,0.967568,0.694444,10122,11503
pretrain,5,16,12976,0.737617,0.530504,0.948649,0.701111,11963,14231
pretrain,5,21,13296,0.756359,0.612732,0.902703,0.724444,14603,17444
pretrain,5,26,13616,0.773762,0.716180,0.832432,0.740000,17759,21441
pretrain,5,31,13936,0.783133,0.806366,0.759459,0.728889,21130,25971
pretrain,5,36,14256,0.787149,0.859416,0.713514,0.724444,24195,30066
pretrain,5,41,14576,0.767068,0.893899,0.637838,0.721111,26651,33284
pretrain,5,47,14940,0.761714,0.909814,0.610811,0.727778,29168,36574
pretrain,6,1,15004,0.765730,0.915119,0.613514,0.725556,420,426
pretrain,6,6,15324,0.767068,0.885942,0.645946,0.730000,2780,2951
pretrain,6,11,15644,0.785810,0.851459,0.718919,0.741111,5527,5700
pretrain,6,16,15964,0.781794,0.793103,0.770270,0.735556,7518,7941
pretrain,6,21,16284,0.784471,0.766578,0.802703,0.741111,9347,9875
pretrain,6,26,16604,0.780455,0.755968,0.805405,0.743333,10938,11668
pretrain,6,31,16924,0.780455,0.753316,0.808108,0.742222,12427,13269
pretrain,6,36,17244,0.785810,0.782493,0.789189,0.746667,14145,14902
pretrain,6,41,17564,0.799197,0.809019,0.789189,0.747778,15831,16674
pretrain,6,47,17928,0.799197,0.824934,0.772973,0.745556,17914,18816
pretrain,7,1,17992,0.792503,0.814324,0.770270,0.748889,349,336
pretrain,7,6,18312,0.793842,0.822281,0.764865,0.750000,2053,1893
pretrain,7,11,18632,0.797858,0.811671,0.783784,0.748889,3712,3399
pretrain,7,16,18952,0.793842,0.793103,0.794595,0.753333,5344,4923
pretrain,7,21,19272,0.785810,0.777188,0.794595,0.753333,6772,6369
pretrain,7,26,19592,0.789826,0.779841,0.800000,0.754444,8105,7654
pretrain,7,31,19912,0.795181,0.801061,0.789189,0.750000,9600,9270
pretrain,7,36,20232,0.797858,0.827586,0.767568,0.754444,11142,10723
pretrain,7,41,20552,0.797858,0.848806,0.745946,0.752222,12580,11941
pretrain,7,47,20916,0.805890,0.846154,0.764865,0.754444,14312,13301
pretrain,8,1,20980,0.804552,0.843501,0.764865,0.756667,239,214
