Phase,Epoch,Train_Loss,Val_Accuracy,Class0_Accuracy,Class1_Accuracy,Test_Accuracy,learning_rate
pretrain,1,0.700320,0.511533,0.994624,0.019178,0.505820,0.00010000
pretrain,2,0.692660,0.565807,0.965054,0.158904,0.542857,0.00009945
pretrain,3,0.686175,0.659430,0.857527,0.457534,0.643386,0.00009780
pretrain,4,0.660579,0.766621,0.623656,0.912329,0.715344,0.00009510
pretrain,5,0.551672,0.800543,0.776882,0.824658,0.758730,0.00009141
pretrain,6,0.473176,0.819539,0.849462,0.789041,0.761905,0.00008682
pretrain,7,0.447383,0.815468,0.768817,0.863014,0.757672,0.00008145
pretrain,8,0.426693,0.815468,0.793011,0.838356,0.774603,0.00007543
pretrain,9,0.416112,0.805970,0.739247,0.873973,0.767196,0.00006891
pretrain,10,0.408615,0.801900,0.825269,0.778082,0.792593,0.00006204
pretrain,11,0.399515,0.822252,0.766129,0.879452,0.773545,0.00005500
pretrain,12,0.385227,0.816825,0.803763,0.830137,0.779894,0.00004796
pretrain,13,0.393069,0.820896,0.793011,0.849315,0.774603,0.00004109
pretrain,14,0.380135,0.808684,0.793011,0.824658,0.766138,0.00003457
pretrain,15,0.375471,0.814111,0.806452,0.821918,0.777778,0.00002855
pretrain,16,0.383811,0.812754,0.798387,0.827397,0.775661,0.00002318
pretrain,17,0.376769,0.811398,0.795699,0.827397,0.775661,0.00001859
pretrain,18,0.381955,0.808684,0.793011,0.824658,0.778836,0.00001490
pretrain,19,0.369053,0.807327,0.784946,0.830137,0.771429,0.00001220
pretrain,20,0.371147,0.803256,0.782258,0.824658,0.773545,0.00001055
