Phase,Epoch,Train_Loss,Val_Accuracy,Class0_Accuracy,Class1_Accuracy,Test_Accuracy,learning_rate
pretrain,1,0.697118,0.657296,0.742706,0.570270,0.641111,0.00010000
pretrain,2,0.684879,0.678715,0.572944,0.786486,0.670000,0.00009945
pretrain,3,0.621031,0.746988,0.787798,0.705405,0.741111,0.00009780
pretrain,4,0.523409,0.772423,0.891247,0.651351,0.727778,0.00009510
pretrain,5,0.497224,0.761714,0.909814,0.610811,0.727778,0.00009141
pretrain,6,0.437492,0.799197,0.824934,0.772973,0.745556,0.00008682
pretrain,7,0.411874,0.805890,0.846154,0.764865,0.754444,0.00008145
pretrain,8,0.400317,0.808568,0.840849,0.775676,0.754444,0.00007543
pretrain,9,0.390122,0.801874,0.795756,0.808108,0.745556,0.00006891
pretrain,10,0.381446,0.808568,0.793103,0.824324,0.754444,0.00006204
pretrain,11,0.367715,0.796519,0.750663,0.843243,0.747778,0.00005500
pretrain,12,0.362594,0.807229,0.806366,0.808108,0.757778,0.00004796
pretrain,13,0.356694,0.796519,0.766578,0.827027,0.752222,0.00004109
pretrain,14,0.355407,0.799197,0.777188,0.821622,0.755556,0.00003457
pretrain,15,0.346439,0.803213,0.787798,0.818919,0.750000,0.00002855
pretrain,16,0.343584,0.795181,0.771883,0.818919,0.750000,0.00002318
pretrain,17,0.345219,0.793842,0.774536,0.813514,0.747778,0.00001859
pretrain,18,0.335151,0.801874,0.779841,0.824324,0.746667,0.00001490
pretrain,19,0.339394,0.801874,0.777188,0.827027,0.745556,0.00001220
pretrain,20,0.335793,0.800535,0.777188,0.824324,0.745556,0.00001055
