Phase,Epoch,Train_Loss,Val_Accuracy,Class0_Accuracy,Class1_Accuracy,Test_Accuracy,learning_rate
pretrain,1,0.699485,0.546811,0.965054,0.120548,0.532275,0.00010000
pretrain,2,0.689993,0.568521,0.922043,0.208219,0.548148,0.00009945
pretrain,3,0.670934,0.778833,0.873656,0.682192,0.723810,0.00009780
pretrain,4,0.560876,0.789688,0.876344,0.701370,0.731217,0.00009510
pretrain,5,0.482219,0.808684,0.744624,0.873973,0.769312,0.00009141
pretrain,6,0.434587,0.819539,0.803763,0.835616,0.789418,0.00008682
pretrain,7,0.426531,0.815468,0.811828,0.819178,0.773545,0.00008145
pretrain,8,0.413135,0.820896,0.784946,0.857534,0.771429,0.00007543
pretrain,9,0.397902,0.814111,0.779570,0.849315,0.773545,0.00006891
pretrain,10,0.392816,0.811398,0.827957,0.794521,0.775661,0.00006204
pretrain,11,0.379348,0.812754,0.801075,0.824658,0.782011,0.00005500
pretrain,12,0.376562,0.807327,0.814516,0.800000,0.774603,0.00004796
pretrain,13,0.367496,0.812754,0.776882,0.849315,0.780952,0.00004109
pretrain,14,0.366684,0.807327,0.817204,0.797260,0.779894,0.00003457
pretrain,15,0.352864,0.811398,0.811828,0.810959,0.778836,0.00002855
pretrain,16,0.360385,0.812754,0.806452,0.819178,0.776720,0.00002318
pretrain,17,0.358293,0.804613,0.790323,0.819178,0.770370,0.00001859
pretrain,18,0.356521,0.804613,0.787634,0.821918,0.774603,0.00001490
pretrain,19,0.347055,0.810041,0.787634,0.832877,0.772487,0.00001220
pretrain,20,0.348839,0.810041,0.793011,0.827397,0.773545,0.00001055
