Phase,Epoch,Train_Loss,Val_Accuracy,Class0_Accuracy,Class1_Accuracy,Test_Accuracy,learning_rate
pretrain,1,0.701141,0.504685,1.000000,0.000000,0.501111,0.00010000
pretrain,2,0.691916,0.637216,0.867374,0.402703,0.654444,0.00009945
pretrain,3,0.674998,0.732262,0.859416,0.602703,0.761111,0.00009780
pretrain,4,0.561678,0.761714,0.753316,0.770270,0.770000,0.00009510
pretrain,5,0.466035,0.761714,0.824934,0.697297,0.795556,0.00009141
pretrain,6,0.442864,0.781794,0.846154,0.716216,0.791111,0.00008682
pretrain,7,0.427192,0.791165,0.840849,0.740541,0.797778,0.00008145
pretrain,8,0.414366,0.807229,0.753316,0.862162,0.790000,0.00007543
pretrain,9,0.402425,0.804552,0.795756,0.813514,0.796667,0.00006891
pretrain,10,0.395958,0.807229,0.801061,0.813514,0.802222,0.00006204
pretrain,11,0.388401,0.816600,0.822281,0.810811,0.804444,0.00005500
pretrain,12,0.379345,0.811245,0.790451,0.832432,0.808889,0.00004796
pretrain,13,0.376003,0.809906,0.801061,0.818919,0.815556,0.00004109
pretrain,14,0.370239,0.815261,0.777188,0.854054,0.810000,0.00003457
pretrain,15,0.360475,0.819277,0.798408,0.840541,0.811111,0.00002855
pretrain,16,0.363920,0.812584,0.790451,0.835135,0.813333,0.00002318
pretrain,17,0.361769,0.817938,0.785146,0.851351,0.818889,0.00001859
pretrain,18,0.355987,0.813922,0.785146,0.843243,0.821111,0.00001490
pretrain,19,0.354625,0.811245,0.782493,0.840541,0.818889,0.00001220
pretrain,20,0.353527,0.811245,0.782493,0.840541,0.816667,0.00001055
