Phase,Epoch,Train_Loss,Val_Accuracy,Class0_Accuracy,Class1_Accuracy,Test_Accuracy,learning_rate
pretrain,1,0.707477,0.503392,1.000000,0.000000,0.507937,0.00010000
pretrain,2,0.695795,0.503392,1.000000,0.000000,0.506878,0.00009945
pretrain,3,0.691640,0.503392,1.000000,0.000000,0.506878,0.00009780
pretrain,4,0.687639,0.503392,1.000000,0.000000,0.506878,0.00009510
pretrain,5,0.678172,0.683853,0.902965,0.461749,0.697354,0.00009141
pretrain,6,0.620984,0.778833,0.757412,0.800546,0.778836,0.00008682
pretrain,7,0.527598,0.778833,0.665768,0.893443,0.790476,0.00008145
pretrain,8,0.491022,0.791045,0.733154,0.849727,0.797884,0.00007543
pretrain,9,0.465623,0.801900,0.735849,0.868852,0.802116,0.00006891
pretrain,10,0.441528,0.793758,0.784367,0.803279,0.807407,0.00006204
pretrain,11,0.442838,0.788331,0.757412,0.819672,0.804233,0.00005500
pretrain,12,0.423760,0.799186,0.805930,0.792350,0.812698,0.00004796
pretrain,13,0.415377,0.791045,0.768194,0.814208,0.805291,0.00004109
pretrain,14,0.405460,0.785617,0.773585,0.797814,0.812698,0.00003457
pretrain,15,0.402620,0.796472,0.795148,0.797814,0.812698,0.00002855
pretrain,16,0.407835,0.793758,0.781671,0.806011,0.807407,0.00002318
pretrain,17,0.405821,0.793758,0.784367,0.803279,0.807407,0.00001859
pretrain,18,0.402344,0.796472,0.792453,0.800546,0.809524,0.00001490
pretrain,19,0.402869,0.799186,0.800539,0.797814,0.806349,0.00001220
pretrain,20,0.401608,0.795115,0.789757,0.800546,0.806349,0.00001055
