Phase,Epoch,BatchIdx,SamplesSeen,Val_Accuracy,Class0_Accuracy,Class1_Accuracy,Test_Accuracy,LTP_crossings,LTD_crossings
pretrain,1,1,64,0.497965,0.000000,1.000000,0.488889,0,0
pretrain,1,6,384,0.497965,0.000000,1.000000,0.488889,0,0
pretrain,1,11,704,0.497965,0.000000,1.000000,0.488889,0,0
pretrain,1,16,1024,0.497965,0.000000,1.000000,0.488889,14,1
pretrain,1,21,1344,0.519674,0.070270,0.972752,0.498413,2076,2100
pretrain,1,26,1664,0.584803,0.656757,0.512262,0.573545,5586,7398
pretrain,1,31,1984,0.602442,0.737838,0.465940,0.595767,9368,11541
pretrain,1,36,2304,0.573948,0.848649,0.297003,0.600000,12116,14599
pretrain,1,41,2624,0.594301,0.872973,0.313351,0.608466,14490,17061
pretrain,1,47,2953,0.584803,0.908108,0.258856,0.602116,17231,20000
pretrain,2,1,3017,0.591588,0.929730,0.250681,0.601058,508,517
pretrain,2,6,3337,0.586160,0.954054,0.215259,0.574603,2898,2835
pretrain,2,11,3657,0.573948,0.964865,0.179837,0.564021,5302,4852
pretrain,2,16,3977,0.571235,0.956757,0.182561,0.565079,7404,6944
pretrain,2,21,4297,0.572592,0.945946,0.196185,0.571429,9326,8719
pretrain,2,26,4617,0.571235,0.937838,0.201635,0.572487,10949,10518
pretrain,2,31,4937,0.579376,0.954054,0.201635,0.576720,12703,12330
pretrain,2,36,5257,0.556309,0.978378,0.130790,0.561905,14452,14083
pretrain,2,41,5577,0.544098,0.975676,0.108992,0.548148,16341,15909
pretrain,2,47,5906,0.584803,0.935135,0.231608,0.586243,18712,18352
pretrain,3,1,5970,0.594301,0.935135,0.250681,0.590476,383,425
pretrain,3,6,6290,0.640434,0.905405,0.373297,0.624339,2411,2721
pretrain,3,11,6610,0.660787,0.824324,0.495913,0.661376,4435,5192
pretrain,3,16,6930,0.655360,0.864865,0.444142,0.641270,6606,7754
pretrain,3,21,7250,0.663501,0.875676,0.449591,0.641270,8656,10484
pretrain,3,26,7570,0.686567,0.772973,0.599455,0.679365,10906,13057
pretrain,3,31,7890,0.678426,0.829730,0.525886,0.676190,13273,15458
pretrain,3,36,8210,0.701493,0.810811,0.591281,0.698413,15923,17807
pretrain,3,41,8530,0.743555,0.786486,0.700272,0.705820,18555,20574
pretrain,3,47,8859,0.758480,0.778378,0.738420,0.734392,22360,24609
pretrain,4,1,8923,0.750339,0.710811,0.790191,0.744974,663,722
pretrain,4,6,9243,0.754410,0.624324,0.885559,0.746032,3958,3981
pretrain,4,11,9563,0.776119,0.724324,0.828338,0.765079,7222,7953
pretrain,4,16,9883,0.758480,0.832432,0.683924,0.764021,10603,12092
pretrain,4,21,10203,0.770692,0.781081,0.760218,0.768254,14491,16372
pretrain,4,26,10523,0.758480,0.832432,0.683924,0.754497,18700,21257
pretrain,4,31,10843,0.778833,0.732432,0.825613,0.761905,22759,25701
pretrain,4,36,11163,0.772049,0.829730,0.713896,0.775661,26435,30164
pretrain,4,41,11483,0.772049,0.910811,0.632153,0.762963,29758,34223
pretrain,4,47,11812,0.781547,0.789189,0.773842,0.774603,33670,39050
pretrain,5,1,11876,0.785617,0.783784,0.787466,0.769312,589,768
pretrain,5,6,12196,0.781547,0.778378,0.784741,0.774603,3026,4511
pretrain,5,11,12516,0.785617,0.824324,0.746594,0.777778,5793,8054
pretrain,5,16,12836,0.782904,0.821622,0.743869,0.783069,8434,11244
pretrain,5,21,13156,0.786974,0.767568,0.806540,0.784127,11182,14759
pretrain,5,26,13476,0.788331,0.789189,0.787466,0.793651,13778,17843
pretrain,5,31,13796,0.793758,0.840541,0.746594,0.780952,16327,20701
pretrain,5,36,14116,0.796472,0.781081,0.811989,0.795767,18767,23473
pretrain,5,41,14436,0.770692,0.643243,0.899183,0.778836,21240,26266
pretrain,5,47,14765,0.786974,0.743243,0.831063,0.791534,24099,29281
pretrain,6,1,14829,0.782904,0.764865,0.801090,0.805291,601,596
pretrain,6,6,15149,0.799186,0.894595,0.702997,0.794709,2983,3053
pretrain,6,11,15469,0.810041,0.867568,0.752044,0.803175,4834,4938
pretrain,6,16,15789,0.791045,0.740541,0.841962,0.792593,7292,7404
pretrain,6,21,16109,0.780190,0.700000,0.861035,0.791534,8872,9251
pretrain,6,26,16429,0.781547,0.713514,0.850136,0.791534,10205,10852
pretrain,6,31,16749,0.803256,0.778378,0.828338,0.798942,12015,12769
pretrain,6,36,17069,0.801900,0.862162,0.741144,0.804233,14492,15082
pretrain,6,41,17389,0.797829,0.908108,0.686649,0.791534,16449,17044
pretrain,6,47,17718,0.791045,0.894595,0.686649,0.801058,18035,18817
pretrain,7,1,17782,0.793758,0.889189,0.697548,0.801058,273,306
pretrain,7,6,18102,0.804613,0.872973,0.735695,0.805291,1679,1843
pretrain,7,11,18422,0.797829,0.818919,0.776567,0.810582,3232,3375
pretrain,7,16,18742,0.793758,0.786486,0.801090,0.804233,4685,4950
pretrain,7,21,19062,0.795115,0.759459,0.831063,0.797884,6038,6437
pretrain,7,26,19382,0.796472,0.751351,0.841962,0.794709,7342,7780
pretrain,7,31,19702,0.803256,0.762162,0.844687,0.796825,8517,8925
pretrain,7,36,20022,0.793758,0.764865,0.822888,0.802116,9824,10113
pretrain,7,41,20342,0.796472,0.775676,0.817439,0.803175,10936,11310
pretrain,7,47,20671,0.800543,0.813514,0.787466,0.815873,12820,13108
pretrain,8,1,20735,0.801900,0.854054,0.749319,0.816931,488,417
pretrain,8,6,21055,0.789688,0.921622,0.656676,0.800000,2558,2121
pretrain,8,11,21375,0.786974,0.929730,0.643052,0.798942,3891,3270
pretrain,8,16,21695,0.786974,0.916216,0.656676,0.803175,5002,4357
pretrain,8,21,22015,0.795115,0.886486,0.702997,0.810582,6434,5613
pretrain,8,26,22335,0.808684,0.808108,0.809264,0.813757,8417,7336
pretrain,8,31,22655,0.799186,0.737838,0.861035,0.800000,10241,8801
pretrain,8,36,22975,0.797829,0.721622,0.874659,0.796825,11542,9819
pretrain,8,41,23295,0.799186,0.727027,0.871935,0.800000,12849,10698
pretrain,8,47,23624,0.814111,0.778378,0.850136,0.810582,14877,12270
pretrain,9,1,23688,0.814111,0.778378,0.850136,0.809524,299,291
pretrain,9,6,24008,0.812754,0.794595,0.831063,0.813757,1985,1797
pretrain,9,11,24328,0.812754,0.808108,0.817439,0.813757,3471,3193
pretrain,9,16,24648,0.805970,0.816216,0.795640,0.810582,4923,4492
pretrain,9,21,24968,0.800543,0.821622,0.779292,0.810582,6124,5521
pretrain,9,26,25288,0.801900,0.827027,0.776567,0.812698,7332,6608
pretrain,9,31,25608,0.799186,0.818919,0.779292,0.814815,8270,7565
pretrain,9,36,25928,0.803256,0.821622,0.784741,0.817989,9187,8411
pretrain,9,41,26248,0.808684,0.824324,0.792916,0.820106,10197,9264
pretrain,9,47,26577,0.808684,0.821622,0.795640,0.820106,11426,10391
pretrain,10,1,26641,0.810041,0.818919,0.801090,0.822222,225,193
pretrain,10,6,26961,0.814111,0.816216,0.811989,0.819048,1302,1233
pretrain,10,11,27281,0.814111,0.818919,0.809264,0.817989,2414,2237
pretrain,10,16,27601,0.814111,0.816216,0.811989,0.817989,3488,3157
pretrain,10,21,27921,0.816825,0.827027,0.806540,0.815873,4458,3978
pretrain,10,26,28241,0.812754,0.829730,0.795640,0.823280,5290,4684
pretrain,10,31,28561,0.812754,0.829730,0.795640,0.822222,6083,5359
pretrain,10,36,28881,0.814111,0.824324,0.803815,0.815873,6821,5969
pretrain,10,41,29201,0.819539,0.827027,0.811989,0.819048,7528,6651
pretrain,10,47,29530,0.807327,0.797297,0.817439,0.807407,8536,7645
pretrain,11,1,29594,0.808684,0.794595,0.822888,0.807407,148,157
pretrain,11,6,29914,0.799186,0.772973,0.825613,0.803175,1040,1033
pretrain,11,11,30234,0.799186,0.781081,0.817439,0.812698,1868,1711
pretrain,11,16,30554,0.805970,0.800000,0.811989,0.809524,2640,2401
pretrain,11,21,30874,0.799186,0.794595,0.803815,0.805291,3359,2965
pretrain,11,26,31194,0.810041,0.808108,0.811989,0.811640,4044,3726
pretrain,11,31,31514,0.814111,0.808108,0.820163,0.815873,4826,4425
pretrain,11,36,31834,0.815468,0.808108,0.822888,0.820106,5670,5035
pretrain,11,41,32154,0.816825,0.808108,0.825613,0.816931,6344,5602
pretrain,11,47,32483,0.818182,0.805405,0.831063,0.815873,7062,6285
pretrain,12,1,32547,0.815468,0.802703,0.828338,0.814815,142,133
