Phase,Epoch,Train_Loss,Val_Accuracy,Class0_Accuracy,Class1_Accuracy,Test_Accuracy,learning_rate
pretrain,1,0.697034,0.619813,0.854111,0.381081,0.625556,0.00010000
pretrain,2,0.685343,0.692102,0.729443,0.654054,0.681111,0.00009945
pretrain,3,0.628617,0.736278,0.856764,0.613514,0.738889,0.00009780
pretrain,4,0.537372,0.698795,0.968170,0.424324,0.698889,0.00009510
pretrain,5,0.518811,0.791165,0.795756,0.786486,0.746667,0.00009141
pretrain,6,0.439632,0.793842,0.795756,0.791892,0.742222,0.00008682
pretrain,7,0.421499,0.780455,0.854111,0.705405,0.747778,0.00008145
pretrain,8,0.406855,0.804552,0.814324,0.794595,0.747778,0.00007543
pretrain,9,0.396806,0.807229,0.803714,0.810811,0.751111,0.00006891
pretrain,10,0.386663,0.809906,0.779841,0.840541,0.744444,0.00006204
pretrain,11,0.372661,0.800535,0.771883,0.829730,0.747778,0.00005500
pretrain,12,0.367917,0.800535,0.766578,0.835135,0.753333,0.00004796
pretrain,13,0.365721,0.797858,0.766578,0.829730,0.756667,0.00004109
pretrain,14,0.355470,0.803213,0.779841,0.827027,0.747778,0.00003457
pretrain,15,0.356529,0.801874,0.787798,0.816216,0.746667,0.00002855
pretrain,16,0.356546,0.807229,0.795756,0.818919,0.743333,0.00002318
pretrain,17,0.348466,0.801874,0.793103,0.810811,0.748889,0.00001859
pretrain,18,0.341759,0.807229,0.801061,0.813514,0.743333,0.00001490
pretrain,19,0.341334,0.808568,0.790451,0.827027,0.746667,0.00001220
pretrain,20,0.338125,0.803213,0.793103,0.813514,0.750000,0.00001055
