Phase,Epoch,BatchIdx,SamplesSeen,Val_Accuracy,Class0_Accuracy,Class1_Accuracy,Test_Accuracy,LTP_crossings,LTD_crossings
pretrain,1,1,64,0.504749,1.000000,0.000000,0.499471,0,0
pretrain,1,6,384,0.504749,1.000000,0.000000,0.499471,0,0
pretrain,1,11,704,0.504749,1.000000,0.000000,0.499471,0,0
pretrain,1,16,1024,0.504749,1.000000,0.000000,0.499471,81,55
pretrain,1,21,1344,0.504749,1.000000,0.000000,0.499471,9567,7664
pretrain,1,26,1664,0.504749,1.000000,0.000000,0.499471,21174,16896
pretrain,1,31,1984,0.504749,1.000000,0.000000,0.499471,28362,24038
pretrain,1,36,2304,0.504749,1.000000,0.000000,0.499471,32930,28900
pretrain,1,41,2624,0.504749,1.000000,0.000000,0.499471,36161,32356
pretrain,1,47,2953,0.504749,1.000000,0.000000,0.499471,38874,36190
pretrain,2,1,3017,0.504749,1.000000,0.000000,0.500529,402,568
pretrain,2,6,3337,0.541384,0.975806,0.098630,0.525926,2276,2991
pretrain,2,11,3657,0.563094,0.263441,0.868493,0.566138,4123,5001
pretrain,2,16,3977,0.495251,0.002688,0.997260,0.501587,6353,6875
pretrain,2,21,4297,0.495251,0.000000,1.000000,0.500529,8504,9211
pretrain,2,26,4617,0.495251,0.000000,1.000000,0.500529,10347,10865
pretrain,2,31,4937,0.495251,0.000000,1.000000,0.500529,12168,12478
pretrain,2,36,5257,0.495251,0.000000,1.000000,0.500529,14088,13924
pretrain,2,41,5577,0.495251,0.000000,1.000000,0.500529,15780,15129
pretrain,2,47,5906,0.495251,0.000000,1.000000,0.500529,17148,16396
pretrain,3,1,5970,0.495251,0.000000,1.000000,0.500529,209,242
pretrain,3,6,6290,0.495251,0.000000,1.000000,0.500529,1126,1422
pretrain,3,11,6610,0.495251,0.000000,1.000000,0.500529,2148,2830
pretrain,3,16,6930,0.495251,0.000000,1.000000,0.500529,3210,4260
pretrain,3,21,7250,0.495251,0.000000,1.000000,0.500529,4141,5445
pretrain,3,26,7570,0.495251,0.000000,1.000000,0.500529,4861,6255
pretrain,3,31,7890,0.495251,0.000000,1.000000,0.500529,5676,7108
pretrain,3,36,8210,0.495251,0.000000,1.000000,0.500529,6716,7781
pretrain,3,41,8530,0.496608,0.002688,1.000000,0.499471,7735,8450
pretrain,3,47,8859,0.496608,0.002688,1.000000,0.500529,8891,9298
pretrain,4,1,8923,0.496608,0.002688,1.000000,0.500529,164,150
pretrain,4,6,9243,0.499322,0.008065,1.000000,0.498413,1020,848
pretrain,4,11,9563,0.502035,0.018817,0.994521,0.511111,2013,1531
pretrain,4,16,9883,0.527815,0.086022,0.978082,0.537566,3066,2346
pretrain,4,21,10203,0.544098,0.131720,0.964384,0.556614,4229,3462
pretrain,4,26,10523,0.580733,0.206989,0.961644,0.576720,5578,4831
pretrain,4,31,10843,0.598372,0.244624,0.958904,0.595767,7033,6405
pretrain,4,36,11163,0.599729,0.241935,0.964384,0.601058,8844,8289
pretrain,4,41,11483,0.635007,0.327957,0.947945,0.633862,10939,10123
pretrain,4,47,11812,0.712347,0.524194,0.904110,0.694180,13840,12431
pretrain,5,1,11876,0.687924,0.456989,0.923288,0.667725,480,406
pretrain,5,6,12196,0.648575,0.354839,0.947945,0.644444,2683,2543
pretrain,5,11,12516,0.644505,0.349462,0.945205,0.642328,5087,5028
pretrain,5,16,12836,0.743555,0.733871,0.753425,0.725926,7784,7958
pretrain,5,21,13156,0.751696,0.870968,0.630137,0.693122,10220,10813
pretrain,5,26,13476,0.740841,0.806452,0.673973,0.725926,12860,14298
pretrain,5,31,13796,0.757123,0.717742,0.797260,0.736508,16048,17922
pretrain,5,36,14116,0.757123,0.784946,0.728767,0.754497,19135,21749
pretrain,5,41,14436,0.770692,0.712366,0.830137,0.740741,22377,25378
pretrain,5,47,14765,0.766621,0.685484,0.849315,0.735450,26459,29740
pretrain,6,1,14829,0.772049,0.693548,0.852055,0.741799,577,815
pretrain,6,6,15149,0.754410,0.809140,0.698630,0.740741,3700,4420
pretrain,6,11,15469,0.763908,0.715054,0.813699,0.748148,6853,7953
pretrain,6,16,15789,0.751696,0.612903,0.893151,0.719577,9764,10801
pretrain,6,21,16109,0.763908,0.715054,0.813699,0.754497,12556,13557
pretrain,6,26,16429,0.758480,0.803763,0.712329,0.740741,15606,16403
pretrain,6,31,16749,0.777476,0.725806,0.830137,0.757672,18032,19088
