Phase,Epoch,Train_Loss,Val_Accuracy,Class0_Accuracy,Class1_Accuracy,Test_Accuracy,learning_rate
pretrain,1,0.694244,0.561737,0.937838,0.182561,0.584127,0.00010000
pretrain,2,0.688996,0.599729,0.327027,0.874659,0.637037,0.00009945
pretrain,3,0.657352,0.739484,0.675676,0.803815,0.765079,0.00009780
pretrain,4,0.547326,0.723202,0.889189,0.555858,0.748148,0.00009510
pretrain,5,0.489442,0.766621,0.667568,0.866485,0.790476,0.00009141
pretrain,6,0.452373,0.772049,0.705405,0.839237,0.803175,0.00008682
pretrain,7,0.437367,0.773406,0.751351,0.795640,0.815873,0.00008145
pretrain,8,0.425959,0.784261,0.775676,0.792916,0.820106,0.00007543
pretrain,9,0.418964,0.782904,0.756757,0.809264,0.812698,0.00006891
pretrain,10,0.404957,0.788331,0.786486,0.790191,0.825397,0.00006204
pretrain,11,0.403520,0.795115,0.781081,0.809264,0.819048,0.00005500
pretrain,12,0.398620,0.801900,0.794595,0.809264,0.825397,0.00004796
pretrain,13,0.384799,0.789688,0.810811,0.768392,0.822222,0.00004109
pretrain,14,0.387008,0.800543,0.794595,0.806540,0.829630,0.00003457
pretrain,15,0.380030,0.796472,0.794595,0.798365,0.833862,0.00002855
pretrain,16,0.375142,0.804613,0.810811,0.798365,0.835979,0.00002318
pretrain,17,0.375217,0.799186,0.800000,0.798365,0.831746,0.00001859
pretrain,18,0.374262,0.800543,0.800000,0.801090,0.834921,0.00001490
pretrain,19,0.369240,0.800543,0.786486,0.814714,0.833862,0.00001220
pretrain,20,0.377271,0.800543,0.802703,0.798365,0.837037,0.00001055
