Phase,Epoch,Train_Loss,Val_Accuracy,Class0_Accuracy,Class1_Accuracy,Test_Accuracy,learning_rate
pretrain,1,0.710925,0.496608,0.000000,1.000000,0.493122,0.00010000
pretrain,2,0.695794,0.496608,0.000000,1.000000,0.493122,0.00009945
pretrain,3,0.693306,0.497965,0.002695,1.000000,0.493122,0.00009780
pretrain,4,0.692789,0.550882,0.134771,0.972678,0.539683,0.00009510
pretrain,5,0.692125,0.687924,0.493261,0.885246,0.660317,0.00009141
pretrain,6,0.689001,0.697422,0.533693,0.863388,0.677249,0.00008682
pretrain,7,0.683413,0.732700,0.768194,0.696721,0.711111,0.00008145
pretrain,8,0.656245,0.744912,0.876011,0.612022,0.738624,0.00007543
pretrain,9,0.593686,0.774763,0.816712,0.732240,0.783069,0.00006891
pretrain,10,0.519537,0.795115,0.760108,0.830601,0.792593,0.00006204
pretrain,11,0.501811,0.800543,0.762803,0.838798,0.800000,0.00005500
pretrain,12,0.464434,0.788331,0.808625,0.767760,0.798942,0.00004796
pretrain,13,0.458723,0.792402,0.784367,0.800546,0.803175,0.00004109
pretrain,14,0.450235,0.785617,0.795148,0.775956,0.802116,0.00003457
pretrain,15,0.441240,0.784261,0.803235,0.765027,0.801058,0.00002855
pretrain,16,0.444815,0.789688,0.797844,0.781421,0.802116,0.00002318
pretrain,17,0.439379,0.781547,0.792453,0.770492,0.804233,0.00001859
pretrain,18,0.437200,0.780190,0.795148,0.765027,0.801058,0.00001490
pretrain,19,0.438476,0.784261,0.795148,0.773224,0.802116,0.00001220
pretrain,20,0.434729,0.788331,0.795148,0.781421,0.805291,0.00001055
