Phase,Epoch,BatchIdx,SamplesSeen,Val_Accuracy,Class0_Accuracy,Class1_Accuracy,Test_Accuracy,LTP_crossings,LTD_crossings
pretrain,1,1,64,0.496608,0.000000,1.000000,0.493122,0,0
pretrain,1,6,384,0.496608,0.000000,1.000000,0.493122,0,0
pretrain,1,11,704,0.496608,0.000000,1.000000,0.493122,0,0
pretrain,1,16,1024,0.496608,0.000000,1.000000,0.493122,101,0
pretrain,1,21,1344,0.496608,0.000000,1.000000,0.493122,10664,0
pretrain,1,26,1664,0.504749,0.026954,0.989071,0.499471,25072,0
pretrain,1,31,1984,0.550882,0.150943,0.956284,0.532275,33548,0
pretrain,1,36,2304,0.584803,0.291105,0.882514,0.550265,38645,44
pretrain,1,41,2624,0.632293,0.668464,0.595628,0.616931,42097,396
pretrain,1,47,2953,0.503392,1.000000,0.000000,0.507937,45392,1357
pretrain,2,1,3017,0.503392,1.000000,0.000000,0.506878,453,168
pretrain,2,6,3337,0.503392,1.000000,0.000000,0.506878,2817,1052
pretrain,2,11,3657,0.503392,1.000000,0.000000,0.506878,4802,1775
pretrain,2,16,3977,0.503392,1.000000,0.000000,0.506878,6617,2389
pretrain,2,21,4297,0.503392,1.000000,0.000000,0.506878,8255,2942
pretrain,2,26,4617,0.503392,1.000000,0.000000,0.506878,9677,3415
pretrain,2,31,4937,0.503392,1.000000,0.000000,0.506878,10961,3702
pretrain,2,36,5257,0.503392,1.000000,0.000000,0.506878,12420,3894
pretrain,2,41,5577,0.503392,1.000000,0.000000,0.506878,13983,4113
pretrain,2,47,5906,0.503392,1.000000,0.000000,0.506878,15915,4420
pretrain,3,1,5970,0.503392,1.000000,0.000000,0.506878,431,56
pretrain,3,6,6290,0.503392,1.000000,0.000000,0.506878,2383,292
pretrain,3,11,6610,0.503392,1.000000,0.000000,0.506878,3493,553
pretrain,3,16,6930,0.503392,1.000000,0.000000,0.506878,4363,784
pretrain,3,21,7250,0.503392,1.000000,0.000000,0.506878,5100,1026
pretrain,3,26,7570,0.503392,1.000000,0.000000,0.506878,5719,1294
pretrain,3,31,7890,0.503392,1.000000,0.000000,0.506878,6233,1572
pretrain,3,36,8210,0.503392,1.000000,0.000000,0.506878,6798,1805
pretrain,3,41,8530,0.503392,1.000000,0.000000,0.506878,7374,2063
pretrain,3,47,8859,0.503392,1.000000,0.000000,0.506878,8049,2407
pretrain,4,1,8923,0.503392,1.000000,0.000000,0.506878,97,48
pretrain,4,6,9243,0.503392,1.000000,0.000000,0.506878,548,306
pretrain,4,11,9563,0.503392,1.000000,0.000000,0.506878,1031,678
pretrain,4,16,9883,0.503392,1.000000,0.000000,0.506878,1531,1196
pretrain,4,21,10203,0.503392,1.000000,0.000000,0.506878,2115,1709
pretrain,4,26,10523,0.503392,1.000000,0.000000,0.506878,2823,2207
pretrain,4,31,10843,0.503392,1.000000,0.000000,0.506878,3682,2760
pretrain,4,36,11163,0.503392,1.000000,0.000000,0.506878,4780,3305
pretrain,4,41,11483,0.503392,1.000000,0.000000,0.506878,6128,3894
pretrain,4,47,11812,0.503392,1.000000,0.000000,0.506878,7643,4655
pretrain,5,1,11876,0.503392,1.000000,0.000000,0.506878,309,119
pretrain,5,6,12196,0.503392,1.000000,0.000000,0.506878,1882,768
pretrain,5,11,12516,0.503392,1.000000,0.000000,0.506878,3660,1461
pretrain,5,16,12836,0.506106,1.000000,0.005464,0.505820,5469,2186
