Phase,Epoch,Train_Loss,Val_Accuracy,Class0_Accuracy,Class1_Accuracy,Test_Accuracy,learning_rate
pretrain,1,0.704318,0.504685,1.000000,0.000000,0.500000,0.00010000
pretrain,2,0.695870,0.504685,1.000000,0.000000,0.501111,0.00009945
pretrain,3,0.693138,0.504685,1.000000,0.000000,0.501111,0.00009780
pretrain,4,0.692813,0.503347,0.997347,0.000000,0.500000,0.00009510
pretrain,5,0.693408,0.503347,0.997347,0.000000,0.498889,0.00009141
pretrain,6,0.693010,0.502008,0.992042,0.002703,0.500000,0.00008682
pretrain,7,0.693130,0.489960,0.920424,0.051351,0.491111,0.00008145
pretrain,8,0.693009,0.480589,0.915119,0.037838,0.497778,0.00007543
pretrain,9,0.692334,0.503347,0.997347,0.000000,0.501111,0.00006891
pretrain,10,0.693310,0.503347,0.997347,0.000000,0.501111,0.00006204
pretrain,11,0.693015,0.503347,0.997347,0.000000,0.498889,0.00005500
pretrain,12,0.693343,0.491299,0.931034,0.043243,0.496667,0.00004796
pretrain,13,0.692900,0.483266,0.928382,0.029730,0.496667,0.00004109
pretrain,14,0.693059,0.481928,0.835544,0.121622,0.478889,0.00003457
pretrain,15,0.692811,0.499331,0.970822,0.018919,0.493333,0.00002855
pretrain,16,0.692614,0.496653,0.973475,0.010811,0.493333,0.00002318
pretrain,17,0.692639,0.492637,0.970822,0.005405,0.494444,0.00001859
pretrain,18,0.692072,0.502008,0.989390,0.005405,0.495556,0.00001490
pretrain,19,0.692673,0.496653,0.984085,0.000000,0.497778,0.00001220
pretrain,20,0.692901,0.503347,0.994695,0.002703,0.495556,0.00001055
