Phase,Epoch,Train_Loss,Val_Accuracy,Class0_Accuracy,Class1_Accuracy,Test_Accuracy,learning_rate
pretrain,1,0.701782,0.580991,0.962865,0.191892,0.593333,0.00010000
pretrain,2,0.693754,0.599732,0.904509,0.289189,0.626667,0.00009945
pretrain,3,0.688318,0.666667,0.846154,0.483784,0.680000,0.00009780
pretrain,4,0.660328,0.722892,0.835544,0.608108,0.750000,0.00009510
pretrain,5,0.548368,0.755020,0.803714,0.705405,0.787778,0.00009141
pretrain,6,0.469509,0.761714,0.803714,0.718919,0.798889,0.00008682
pretrain,7,0.447941,0.795181,0.816976,0.772973,0.792222,0.00008145
pretrain,8,0.436899,0.795181,0.745358,0.845946,0.788889,0.00007543
pretrain,9,0.441244,0.785810,0.811671,0.759459,0.788889,0.00006891
pretrain,10,0.432083,0.792503,0.795756,0.789189,0.798889,0.00006204
pretrain,11,0.429595,0.801874,0.811671,0.791892,0.803333,0.00005500
pretrain,12,0.432784,0.807229,0.803714,0.810811,0.803333,0.00004796
pretrain,13,0.425886,0.805890,0.801061,0.810811,0.796667,0.00004109
pretrain,14,0.436139,0.792503,0.787798,0.797297,0.793333,0.00003457
pretrain,15,0.434857,0.792503,0.790451,0.794595,0.796667,0.00002855
pretrain,16,0.432882,0.807229,0.806366,0.808108,0.800000,0.00002318
pretrain,17,0.437093,0.801874,0.801061,0.802703,0.788889,0.00001859
pretrain,18,0.431101,0.799197,0.809019,0.789189,0.790000,0.00001490
pretrain,19,0.437201,0.808568,0.803714,0.813514,0.795556,0.00001220
pretrain,20,0.432691,0.804552,0.801061,0.808108,0.798889,0.00001055
