Phase,Epoch,Train_Loss,Val_Accuracy,Class0_Accuracy,Class1_Accuracy,Test_Accuracy,learning_rate
pretrain,1,0.694367,0.568521,0.918919,0.215259,0.590476,0.00010000
pretrain,2,0.689380,0.605156,0.340541,0.871935,0.639153,0.00009945
pretrain,3,0.660052,0.750339,0.864865,0.634877,0.749206,0.00009780
pretrain,4,0.542876,0.753053,0.797297,0.708447,0.773545,0.00009510
pretrain,5,0.474028,0.774763,0.835135,0.713896,0.794709,0.00009141
pretrain,6,0.458842,0.776119,0.754054,0.798365,0.807407,0.00008682
pretrain,7,0.446650,0.782904,0.827027,0.738420,0.823280,0.00008145
pretrain,8,0.426757,0.766621,0.797297,0.735695,0.809524,0.00007543
pretrain,9,0.420298,0.781547,0.745946,0.817439,0.813757,0.00006891
pretrain,10,0.409192,0.780190,0.781081,0.779292,0.826455,0.00006204
pretrain,11,0.404878,0.784261,0.767568,0.801090,0.823280,0.00005500
pretrain,12,0.398601,0.789688,0.770270,0.809264,0.820106,0.00004796
pretrain,13,0.387121,0.797829,0.818919,0.776567,0.821164,0.00004109
pretrain,14,0.388420,0.796472,0.772973,0.820163,0.829630,0.00003457
pretrain,15,0.382113,0.800543,0.781081,0.820163,0.834921,0.00002855
pretrain,16,0.381774,0.804613,0.791892,0.817439,0.830688,0.00002318
pretrain,17,0.381705,0.796472,0.800000,0.792916,0.827513,0.00001859
pretrain,18,0.381526,0.797829,0.800000,0.795640,0.827513,0.00001490
pretrain,19,0.372189,0.808684,0.800000,0.817439,0.829630,0.00001220
pretrain,20,0.379579,0.805970,0.802703,0.809264,0.827513,0.00001055
