Phase,Epoch,Train_Loss,Val_Accuracy,Class0_Accuracy,Class1_Accuracy,Test_Accuracy,learning_rate
pretrain,1,0.700983,0.503392,0.989247,0.008219,0.498413,0.00010000
pretrain,2,0.694723,0.510176,1.000000,0.010959,0.499471,0.00009945
pretrain,3,0.692222,0.624152,0.868280,0.375342,0.593651,0.00009780
pretrain,4,0.688172,0.697422,0.795699,0.597260,0.648677,0.00009510
pretrain,5,0.663010,0.761194,0.900538,0.619178,0.705820,0.00009141
pretrain,6,0.566168,0.786974,0.822581,0.750685,0.755556,0.00008682
pretrain,7,0.473310,0.805970,0.752688,0.860274,0.743915,0.00008145
pretrain,8,0.448568,0.811398,0.787634,0.835616,0.776720,0.00007543
pretrain,9,0.435941,0.804613,0.766129,0.843836,0.762963,0.00006891
pretrain,10,0.424675,0.815468,0.860215,0.769863,0.782011,0.00006204
pretrain,11,0.415386,0.810041,0.774194,0.846575,0.780952,0.00005500
pretrain,12,0.401386,0.819539,0.806452,0.832877,0.784127,0.00004796
pretrain,13,0.405921,0.815468,0.790323,0.841096,0.784127,0.00004109
pretrain,14,0.392723,0.810041,0.795699,0.824658,0.783069,0.00003457
pretrain,15,0.389431,0.811398,0.801075,0.821918,0.784127,0.00002855
pretrain,16,0.393030,0.818182,0.814516,0.821918,0.793651,0.00002318
pretrain,17,0.391471,0.819539,0.811828,0.827397,0.792593,0.00001859
pretrain,18,0.395819,0.822252,0.814516,0.830137,0.788360,0.00001490
pretrain,19,0.382979,0.822252,0.806452,0.838356,0.783069,0.00001220
pretrain,20,0.385696,0.820896,0.817204,0.824658,0.788360,0.00001055
