Phase,Epoch,Train_Loss,Val_Accuracy,Class0_Accuracy,Class1_Accuracy,Test_Accuracy,learning_rate
pretrain,1,0.699339,0.618474,0.885942,0.345946,0.633333,0.00010000
pretrain,2,0.675154,0.704150,0.870027,0.535135,0.718889,0.00009945
pretrain,3,0.574777,0.756359,0.713528,0.800000,0.770000,0.00009780
pretrain,4,0.534618,0.749665,0.909814,0.586486,0.748889,0.00009510
pretrain,5,0.480548,0.740295,0.546419,0.937838,0.741111,0.00009141
pretrain,6,0.462913,0.791165,0.761273,0.821622,0.782222,0.00008682
pretrain,7,0.423218,0.795181,0.785146,0.805405,0.796667,0.00008145
pretrain,8,0.409052,0.791165,0.745358,0.837838,0.787778,0.00007543
pretrain,9,0.403095,0.796519,0.745358,0.848649,0.805556,0.00006891
pretrain,10,0.404777,0.807229,0.793103,0.821622,0.798889,0.00006204
pretrain,11,0.393968,0.811245,0.774536,0.848649,0.805556,0.00005500
pretrain,12,0.382252,0.811245,0.790451,0.832432,0.816667,0.00004796
pretrain,13,0.373308,0.813922,0.803714,0.824324,0.808889,0.00004109
pretrain,14,0.365215,0.813922,0.795756,0.832432,0.814444,0.00003457
pretrain,15,0.360235,0.809906,0.790451,0.829730,0.816667,0.00002855
pretrain,16,0.352987,0.812584,0.787798,0.837838,0.822222,0.00002318
pretrain,17,0.354899,0.809906,0.785146,0.835135,0.820000,0.00001859
pretrain,18,0.348246,0.812584,0.790451,0.835135,0.815556,0.00001490
pretrain,19,0.342360,0.813922,0.787798,0.840541,0.814444,0.00001220
pretrain,20,0.341237,0.816600,0.798408,0.835135,0.815556,0.00001055
