Phase,Epoch,BatchIdx,SamplesSeen,Val_Accuracy,Class0_Accuracy,Class1_Accuracy,Test_Accuracy,LTP_crossings,LTD_crossings
pretrain,1,1,64,0.489824,0.913978,0.057534,0.489947,0,0
pretrain,1,6,384,0.489824,0.935484,0.035616,0.493122,0,0
pretrain,1,11,704,0.506106,1.000000,0.002740,0.499471,0,10209
pretrain,1,16,1024,0.506106,1.000000,0.002740,0.499471,7,29130
pretrain,1,21,1344,0.504749,1.000000,0.000000,0.499471,1504,42491
pretrain,1,26,1664,0.504749,1.000000,0.000000,0.499471,5744,54451
pretrain,1,31,1984,0.504749,1.000000,0.000000,0.499471,8824,65191
pretrain,1,36,2304,0.504749,1.000000,0.000000,0.499471,11597,73746
pretrain,1,41,2624,0.504749,1.000000,0.000000,0.499471,13501,81251
pretrain,1,47,2953,0.504749,1.000000,0.000000,0.499471,15832,88750
pretrain,2,1,3017,0.504749,1.000000,0.000000,0.499471,423,1045
pretrain,2,6,3337,0.504749,1.000000,0.000000,0.499471,2460,5746
pretrain,2,11,3657,0.504749,1.000000,0.000000,0.499471,4300,9904
pretrain,2,16,3977,0.504749,0.997312,0.002740,0.498413,6045,14175
pretrain,2,21,4297,0.545455,0.959677,0.123288,0.525926,7960,17915
pretrain,2,26,4617,0.579376,0.911290,0.241096,0.561905,9635,21753
pretrain,2,31,4937,0.611940,0.865591,0.353425,0.602116,11262,25455
pretrain,2,36,5257,0.693351,0.784946,0.600000,0.645503,12689,29153
pretrain,2,41,5577,0.704206,0.688172,0.720548,0.682540,14526,32750
pretrain,2,47,5906,0.687924,0.534946,0.843836,0.648677,16880,38179
pretrain,3,1,5970,0.668928,0.467742,0.873973,0.634921,442,1163
pretrain,3,6,6290,0.677069,0.483871,0.873973,0.639153,2572,6607
pretrain,3,11,6610,0.751696,0.776882,0.726027,0.705820,5381,11814
pretrain,3,16,6930,0.755767,0.833333,0.676712,0.704762,8187,17200
pretrain,3,21,7250,0.786974,0.736559,0.838356,0.738624,11472,23221
pretrain,3,26,7570,0.786974,0.793011,0.780822,0.742857,14548,29596
pretrain,3,31,7890,0.777476,0.693548,0.863014,0.731217,17945,36393
pretrain,3,36,8210,0.803256,0.803763,0.802740,0.761905,21066,42623
pretrain,3,41,8530,0.800543,0.819892,0.780822,0.741799,24294,48909
pretrain,3,47,8859,0.804613,0.809140,0.800000,0.754497,27826,56125
pretrain,4,1,8923,0.810041,0.763441,0.857534,0.752381,649,1257
pretrain,4,6,9243,0.796472,0.731183,0.863014,0.751323,3500,7460
pretrain,4,11,9563,0.804613,0.836022,0.772603,0.753439,6033,12947
pretrain,4,16,9883,0.800543,0.768817,0.832877,0.762963,8421,17649
pretrain,4,21,10203,0.800543,0.766129,0.835616,0.760847,10937,22141
pretrain,4,26,10523,0.781547,0.922043,0.638356,0.711111,13449,26866
pretrain,4,31,10843,0.796472,0.836022,0.756164,0.747090,15740,31259
pretrain,4,36,11163,0.784261,0.725806,0.843836,0.732275,17878,35130
pretrain,4,41,11483,0.789688,0.725806,0.854795,0.737566,19689,38637
pretrain,4,47,11812,0.799186,0.763441,0.835616,0.761905,22197,43069
pretrain,5,1,11876,0.801900,0.776882,0.827397,0.765079,407,834
pretrain,5,6,12196,0.800543,0.806452,0.794521,0.769312,2566,4837
pretrain,5,11,12516,0.797829,0.809140,0.786301,0.764021,4485,8310
pretrain,5,16,12836,0.801900,0.782258,0.821918,0.772487,6299,11257
pretrain,5,21,13156,0.811398,0.779570,0.843836,0.770370,7909,13861
pretrain,5,26,13476,0.807327,0.793011,0.821918,0.772487,9552,16178
pretrain,5,31,13796,0.801900,0.758065,0.846575,0.764021,11372,18446
pretrain,5,36,14116,0.805970,0.763441,0.849315,0.775661,13036,20776
pretrain,5,41,14436,0.819539,0.862903,0.775342,0.760847,14695,23219
pretrain,5,47,14765,0.818182,0.846774,0.789041,0.772487,16324,25726
pretrain,6,1,14829,0.823609,0.836022,0.810959,0.770370,341,480
pretrain,6,6,15149,0.818182,0.760753,0.876712,0.769312,2001,3256
pretrain,6,11,15469,0.786974,0.672043,0.904110,0.746032,3567,5686
pretrain,6,16,15789,0.815468,0.750000,0.882192,0.767196,4872,7926
pretrain,6,21,16109,0.816825,0.849462,0.783562,0.787302,6806,10641
pretrain,6,26,16429,0.810041,0.876344,0.742466,0.769312,8196,12811
pretrain,6,31,16749,0.804613,0.854839,0.753425,0.779894,9503,14689
pretrain,6,36,17069,0.815468,0.825269,0.805479,0.790476,10937,16683
pretrain,6,41,17389,0.799186,0.741935,0.857534,0.770370,12535,18923
pretrain,6,47,17718,0.774763,0.637097,0.915068,0.742857,14476,21653
pretrain,7,1,17782,0.772049,0.634409,0.912329,0.743915,275,429
pretrain,7,6,18102,0.791045,0.701613,0.882192,0.757672,1654,2613
pretrain,7,11,18422,0.805970,0.801075,0.810959,0.776720,3390,5572
pretrain,7,16,18742,0.804613,0.895161,0.712329,0.765079,4864,8624
pretrain,7,21,19062,0.797829,0.889785,0.704110,0.761905,5824,10546
pretrain,7,26,19382,0.800543,0.862903,0.736986,0.761905,6823,12368
pretrain,7,31,19702,0.804613,0.817204,0.791781,0.761905,8270,14450
pretrain,7,36,20022,0.811398,0.774194,0.849315,0.768254,9820,16600
pretrain,7,41,20342,0.807327,0.741935,0.873973,0.768254,11239,18592
pretrain,7,47,20671,0.807327,0.717742,0.898630,0.762963,13019,20998
pretrain,8,1,20735,0.793758,0.690860,0.898630,0.757672,322,449
pretrain,8,6,21055,0.780190,0.682796,0.879452,0.755556,1601,2110
pretrain,8,11,21375,0.791045,0.709677,0.873973,0.757672,2703,3533
pretrain,8,16,21695,0.795115,0.717742,0.873973,0.769312,3790,4924
pretrain,8,21,22015,0.807327,0.744624,0.871233,0.775661,5130,6761
pretrain,8,26,22335,0.814111,0.768817,0.860274,0.779894,6480,8582
pretrain,8,31,22655,0.811398,0.790323,0.832877,0.768254,7723,10139
pretrain,8,36,22975,0.803256,0.787634,0.819178,0.768254,8528,11395
pretrain,8,41,23295,0.803256,0.782258,0.824658,0.758730,9445,12572
pretrain,8,47,23624,0.807327,0.787634,0.827397,0.766138,10486,14127
pretrain,9,1,23688,0.804613,0.779570,0.830137,0.765079,203,328
pretrain,9,6,24008,0.819539,0.811828,0.827397,0.776720,1168,1843
pretrain,9,11,24328,0.807327,0.844086,0.769863,0.776720,2255,3531
pretrain,9,16,24648,0.805970,0.849462,0.761644,0.778836,3076,4985
pretrain,9,21,24968,0.807327,0.836022,0.778082,0.775661,3846,6287
pretrain,9,26,25288,0.819539,0.793011,0.846575,0.779894,4972,7856
pretrain,9,31,25608,0.808684,0.725806,0.893151,0.760847,6057,9538
pretrain,9,36,25928,0.801900,0.704301,0.901370,0.756614,6836,10966
pretrain,9,41,26248,0.810041,0.723118,0.898630,0.764021,7501,12164
pretrain,9,47,26577,0.807327,0.733871,0.882192,0.767196,8323,13697
pretrain,10,1,26641,0.808684,0.733871,0.884932,0.772487,149,214
pretrain,10,6,26961,0.804613,0.747312,0.863014,0.779894,881,1445
pretrain,10,11,27281,0.812754,0.774194,0.852055,0.783069,1641,2702
pretrain,10,16,27601,0.803256,0.776882,0.830137,0.785185,2327,3881
pretrain,10,21,27921,0.812754,0.801075,0.824658,0.788360,2915,5045
pretrain,10,26,28241,0.810041,0.825269,0.794521,0.783069,3584,6146
pretrain,10,31,28561,0.811398,0.833333,0.789041,0.786243,4251,7157
pretrain,10,36,28881,0.811398,0.841398,0.780822,0.780952,4898,8189
pretrain,10,41,29201,0.815468,0.838710,0.791781,0.780952,5466,9261
pretrain,10,47,29530,0.805970,0.827957,0.783562,0.793651,6215,10495
pretrain,11,1,29594,0.804613,0.819892,0.789041,0.783069,137,220
pretrain,11,6,29914,0.801900,0.811828,0.791781,0.780952,786,1259
pretrain,11,11,30234,0.811398,0.819892,0.802740,0.778836,1365,2237
pretrain,11,16,30554,0.810041,0.809140,0.810959,0.778836,1972,3014
pretrain,11,21,30874,0.811398,0.806452,0.816438,0.779894,2646,3815
pretrain,11,26,31194,0.811398,0.801075,0.821918,0.778836,3317,4586
pretrain,11,31,31514,0.816825,0.798387,0.835616,0.775661,3862,5319
pretrain,11,36,31834,0.810041,0.787634,0.832877,0.773545,4372,6110
pretrain,11,41,32154,0.810041,0.793011,0.827397,0.777778,4890,6963
pretrain,11,47,32483,0.812754,0.806452,0.819178,0.779894,5562,7967
pretrain,12,1,32547,0.814111,0.809140,0.819178,0.779894,141,180
pretrain,12,6,32867,0.811398,0.811828,0.810959,0.777778,672,976
pretrain,12,11,33187,0.815468,0.819892,0.810959,0.775661,1204,1755
pretrain,12,16,33507,0.807327,0.809140,0.805479,0.777778,1817,2695
