Phase,Epoch,Train_Loss,Val_Accuracy,Class0_Accuracy,Class1_Accuracy,Test_Accuracy,learning_rate
pretrain,1,0.703297,0.550882,0.951351,0.147139,0.552381,0.00010000
pretrain,2,0.684438,0.691995,0.681081,0.702997,0.680423,0.00009945
pretrain,3,0.616873,0.762551,0.681081,0.844687,0.762963,0.00009780
pretrain,4,0.527391,0.786974,0.862162,0.711172,0.784127,0.00009510
pretrain,5,0.486819,0.770692,0.743243,0.798365,0.795767,0.00009141
pretrain,6,0.476001,0.805970,0.802703,0.809264,0.794709,0.00008682
pretrain,7,0.454512,0.784261,0.797297,0.771117,0.806349,0.00008145
pretrain,8,0.435058,0.807327,0.805405,0.809264,0.807407,0.00007543
pretrain,9,0.416970,0.791045,0.840541,0.741144,0.821164,0.00006891
pretrain,10,0.408342,0.797829,0.851351,0.743869,0.827513,0.00006204
pretrain,11,0.399076,0.800543,0.805405,0.795640,0.823280,0.00005500
pretrain,12,0.406981,0.784261,0.848649,0.719346,0.813757,0.00004796
pretrain,13,0.383315,0.795115,0.775676,0.814714,0.820106,0.00004109
pretrain,14,0.377871,0.805970,0.832432,0.779292,0.822222,0.00003457
pretrain,15,0.372275,0.791045,0.829730,0.752044,0.828571,0.00002855
pretrain,16,0.373447,0.801900,0.816216,0.787466,0.827513,0.00002318
pretrain,17,0.366119,0.789688,0.829730,0.749319,0.824339,0.00001859
pretrain,18,0.358982,0.786974,0.829730,0.743869,0.823280,0.00001490
pretrain,19,0.354647,0.784261,0.813514,0.754768,0.820106,0.00001220
pretrain,20,0.353124,0.795115,0.810811,0.779292,0.820106,0.00001055
