Phase,Epoch,Train_Loss,Val_Accuracy,Class0_Accuracy,Class1_Accuracy,Test_Accuracy,learning_rate
pretrain,1,0.727266,0.503392,1.000000,0.000000,0.506878,0.00010000
pretrain,2,0.694052,0.503392,1.000000,0.000000,0.506878,0.00009945
pretrain,3,0.692871,0.503392,1.000000,0.000000,0.506878,0.00009780
pretrain,4,0.690789,0.594301,0.935310,0.248634,0.611640,0.00009510
pretrain,5,0.678721,0.772049,0.714286,0.830601,0.756614,0.00009141
pretrain,6,0.601107,0.748982,0.870620,0.625683,0.758730,0.00008682
pretrain,7,0.540548,0.769335,0.816712,0.721311,0.783069,0.00008145
pretrain,8,0.467707,0.773406,0.719677,0.827869,0.800000,0.00007543
pretrain,9,0.481599,0.758480,0.838275,0.677596,0.777778,0.00006891
pretrain,10,0.448499,0.785617,0.735849,0.836066,0.803175,0.00006204
pretrain,11,0.441530,0.766621,0.673854,0.860656,0.815873,0.00005500
pretrain,12,0.413223,0.788331,0.741240,0.836066,0.812698,0.00004796
pretrain,13,0.422239,0.774763,0.789757,0.759563,0.815873,0.00004109
pretrain,14,0.403666,0.797829,0.768194,0.827869,0.811640,0.00003457
pretrain,15,0.400889,0.785617,0.765499,0.806011,0.820106,0.00002855
pretrain,16,0.391614,0.801900,0.768194,0.836066,0.819048,0.00002318
pretrain,17,0.388474,0.803256,0.765499,0.841530,0.824339,0.00001859
pretrain,18,0.388302,0.803256,0.773585,0.833333,0.827513,0.00001490
pretrain,19,0.388500,0.801900,0.773585,0.830601,0.819048,0.00001220
pretrain,20,0.384600,0.793758,0.760108,0.827869,0.822222,0.00001055
