Phase,Epoch,Train_Loss,Val_Accuracy,Class0_Accuracy,Class1_Accuracy,Test_Accuracy,learning_rate
pretrain,1,0.695729,0.586160,0.296496,0.879781,0.575661,0.00010000
pretrain,2,0.689177,0.663501,0.482480,0.846995,0.657143,0.00009945
pretrain,3,0.660685,0.725916,0.681941,0.770492,0.793651,0.00009780
pretrain,4,0.562775,0.728630,0.905660,0.549180,0.747090,0.00009510
pretrain,5,0.530551,0.743555,0.827493,0.658470,0.786243,0.00009141
pretrain,6,0.464421,0.763908,0.824798,0.702186,0.802116,0.00008682
pretrain,7,0.436458,0.767978,0.781671,0.754098,0.810582,0.00008145
pretrain,8,0.423742,0.774763,0.760108,0.789617,0.814815,0.00007543
pretrain,9,0.405937,0.781547,0.787062,0.775956,0.814815,0.00006891
pretrain,10,0.397393,0.795115,0.819407,0.770492,0.812698,0.00006204
pretrain,11,0.392656,0.785617,0.800539,0.770492,0.819048,0.00005500
pretrain,12,0.379647,0.795115,0.800539,0.789617,0.821164,0.00004796
pretrain,13,0.379755,0.785617,0.795148,0.775956,0.816931,0.00004109
pretrain,14,0.374314,0.785617,0.795148,0.775956,0.817989,0.00003457
pretrain,15,0.372267,0.781547,0.792453,0.770492,0.816931,0.00002855
pretrain,16,0.369056,0.782904,0.800539,0.765027,0.815873,0.00002318
pretrain,17,0.368739,0.781547,0.792453,0.770492,0.822222,0.00001859
pretrain,18,0.364098,0.781547,0.795148,0.767760,0.820106,0.00001490
pretrain,19,0.366003,0.784261,0.795148,0.773224,0.824339,0.00001220
pretrain,20,0.359847,0.784261,0.797844,0.770492,0.821164,0.00001055
