Phase,Epoch,Train_Loss,Val_Accuracy,Class0_Accuracy,Class1_Accuracy,Test_Accuracy,learning_rate
pretrain,1,0.709357,0.503392,1.000000,0.000000,0.506878,0.00010000
pretrain,2,0.696002,0.503392,1.000000,0.000000,0.506878,0.00009945
pretrain,3,0.692568,0.503392,1.000000,0.000000,0.506878,0.00009780
pretrain,4,0.689576,0.503392,1.000000,0.000000,0.507937,0.00009510
pretrain,5,0.681864,0.740841,0.770889,0.710383,0.728042,0.00009141
pretrain,6,0.621709,0.721845,0.927224,0.513661,0.737566,0.00008682
pretrain,7,0.525055,0.773406,0.617251,0.931694,0.777778,0.00008145
pretrain,8,0.488888,0.788331,0.725067,0.852459,0.800000,0.00007543
pretrain,9,0.460938,0.772049,0.773585,0.770492,0.794709,0.00006891
pretrain,10,0.447025,0.788331,0.762803,0.814208,0.793651,0.00006204
pretrain,11,0.458126,0.782904,0.752022,0.814208,0.797884,0.00005500
pretrain,12,0.442672,0.784261,0.773585,0.795082,0.790476,0.00004796
pretrain,13,0.444282,0.780190,0.762803,0.797814,0.793651,0.00004109
pretrain,14,0.444866,0.782904,0.765499,0.800546,0.803175,0.00003457
pretrain,15,0.440617,0.774763,0.762803,0.786885,0.800000,0.00002855
pretrain,16,0.446864,0.776119,0.752022,0.800546,0.802116,0.00002318
pretrain,17,0.440349,0.785617,0.770889,0.800546,0.797884,0.00001859
pretrain,18,0.446680,0.785617,0.773585,0.797814,0.798942,0.00001490
pretrain,19,0.447296,0.782904,0.768194,0.797814,0.805291,0.00001220
pretrain,20,0.439449,0.781547,0.762803,0.800546,0.807407,0.00001055
