Phase,Epoch,Train_Loss,Val_Accuracy,Class0_Accuracy,Class1_Accuracy,Test_Accuracy,learning_rate
pretrain,1,0.712330,0.476573,0.891247,0.054054,0.476667,0.00010000
pretrain,2,0.697092,0.495315,0.000000,1.000000,0.498889,0.00009945
pretrain,3,0.693940,0.495315,0.000000,1.000000,0.498889,0.00009780
pretrain,4,0.690605,0.495315,0.000000,1.000000,0.498889,0.00009510
pretrain,5,0.681913,0.685408,0.440318,0.935135,0.676667,0.00009141
pretrain,6,0.591604,0.767068,0.859416,0.672973,0.741111,0.00008682
pretrain,7,0.477914,0.785810,0.904509,0.664865,0.734444,0.00008145
pretrain,8,0.477870,0.791165,0.840849,0.740541,0.732222,0.00007543
pretrain,9,0.432000,0.805890,0.891247,0.718919,0.744444,0.00006891
pretrain,10,0.427005,0.803213,0.896552,0.708108,0.747778,0.00006204
pretrain,11,0.414742,0.804552,0.742706,0.867568,0.748889,0.00005500
pretrain,12,0.400395,0.811245,0.755968,0.867568,0.738889,0.00004796
pretrain,13,0.395038,0.811245,0.816976,0.805405,0.753333,0.00004109
pretrain,14,0.379041,0.823293,0.822281,0.824324,0.761111,0.00003457
pretrain,15,0.377080,0.817938,0.809019,0.827027,0.755556,0.00002855
pretrain,16,0.377574,0.825971,0.835544,0.816216,0.755556,0.00002318
pretrain,17,0.375177,0.821954,0.827586,0.816216,0.757778,0.00001859
pretrain,18,0.371998,0.820616,0.816976,0.824324,0.760000,0.00001490
pretrain,19,0.370313,0.825971,0.832891,0.818919,0.757778,0.00001220
pretrain,20,0.363241,0.827309,0.835544,0.818919,0.750000,0.00001055
