Phase,Epoch,Train_Loss,Val_Accuracy,Class0_Accuracy,Class1_Accuracy,Test_Accuracy,learning_rate
pretrain,1,0.701691,0.504685,1.000000,0.000000,0.501111,0.00010000
pretrain,2,0.694807,0.504685,1.000000,0.000000,0.501111,0.00009945
pretrain,3,0.693021,0.598394,0.960212,0.229730,0.640000,0.00009780
pretrain,4,0.689746,0.669344,0.870027,0.464865,0.677778,0.00009510
pretrain,5,0.681848,0.725569,0.694960,0.756757,0.722222,0.00009141
pretrain,6,0.623898,0.759036,0.737401,0.781081,0.783333,0.00008682
pretrain,7,0.520073,0.733601,0.904509,0.559459,0.765556,0.00008145
pretrain,8,0.469963,0.779116,0.814324,0.743243,0.786667,0.00007543
pretrain,9,0.442746,0.789826,0.779841,0.800000,0.798889,0.00006891
pretrain,10,0.430359,0.795181,0.771883,0.818919,0.798889,0.00006204
pretrain,11,0.425612,0.797858,0.779841,0.816216,0.798889,0.00005500
pretrain,12,0.413623,0.800535,0.790451,0.810811,0.801111,0.00004796
pretrain,13,0.413441,0.805890,0.779841,0.832432,0.795556,0.00004109
pretrain,14,0.408415,0.804552,0.774536,0.835135,0.791111,0.00003457
pretrain,15,0.401339,0.809906,0.782493,0.837838,0.795556,0.00002855
pretrain,16,0.398672,0.811245,0.793103,0.829730,0.796667,0.00002318
pretrain,17,0.400445,0.805890,0.777188,0.835135,0.797778,0.00001859
pretrain,18,0.394207,0.805890,0.779841,0.832432,0.794444,0.00001490
pretrain,19,0.397892,0.809906,0.785146,0.835135,0.797778,0.00001220
pretrain,20,0.391206,0.812584,0.793103,0.832432,0.797778,0.00001055
